Job_Title,Company,Location,Job_Position,Job_Type,Salary Min,Salary Max,Job_Description,Tag
Senior Individual Health Underwriter,AXA Insurance Public Company Limited,"Sathon, Bangkok",Underwriting,Full time,,,"KEY ACCOUNTABILITIES: The incumbent manages risk of related product portfolio by analyzing risk of the insurance proposals; preparing insurance policy terms & conditions; determining premiums and write quotes; negotiating business terms with distribution channel. QUALIFICATIONS: University graduates in insurance or Nursing or Medical Science At least 5 years Medical health underwriting experience Analytical abilities to assess risk and customer data Customer/Partner oriented mindset Good English both writing and speaking Key highlight benefits that you will get when you become our AXA’s happy family: International work environment within Diversity & Inclusion Enjoy flexible working lifestyle (Flexi time & Hybrid Work) Long-term saving & Flexi investment Medical & Well-being programs Digital learning platform to grow your potential Good location: near MRT Lumpini We offer excellent career prospects and attractive remuneration package to the right candidates. All application will be treated in the strictest confidential. Human Resources AXA INSURANCE PUBLIC COMPANY LIMITED. 1168/67 Lumpini Tower 26 Floor, Rama 4 Road, Sathorn, Bangkok 10120. (MRT Lumpini) Tel: 021188195 Visit our website: www.axa.co.th",Insurance & Superannuation
Insurance Strategy and Portfolio Management/Insurance Strategy and Portfolio...,Ngern Tid Lor Public Company Limited,"Phaya Thai, Bangkok",Actuarial,Full time,,,"Job Description 1) To maintain and manage strong  relationship with existing  insurance companies for partner perspective 2) Manage and Develop Motor insurance product to support all channel 3) To analyze thr motor insurance product in each portfolio / campaign 4) Collaborates with internal departments to ensure  the product update on shelf and what is selling point of each partner's product . 5) Good presentation skills and able to contribute to development of any assigned projects or initiatives. 6) Having strong knowledge of motor underwriting , actuary experience will be an advantage 7) To manage team for importing  motor insurance product in the core system 8) To update the underwriting guideline to all related fuction 9) To analyze the factor that impact to the motor insurance premium/ product package  in order to develop the white label product. Qualifications 1 Bachelor  degree or higher in Applied statistic ,Business Management &Administration, Insurance ,or related fields. 2 Minimum 8 years working experience in insurance business with relevant role i.e, underwriting , actuary or portfolio analysis, product development (motor insurance product) 3 Excellent Knowledge in insurance business especially Motor insurance product3) Self-motivated with strong interpersonal skills and confident to work independently and take responsibility 4 Positive attitude with eager to learn new things / Proactive and can work under pressure 5  Actuary , underwriting  experience is preferable 6  Pleasant personality, strong decision-making, good human relation, a team player, creative mindset and interpersonal Skill 7  A strong sense of accountability, willingness to take ownership and drive resolution of issues 8  Good command in English both speaking and writing 9  Data analytical skill 10. Good presentation skills .",Insurance & Superannuation
Corporate Account Service Specialist (Group Insurance),FWD Life Public Company Limited,"Pathum Wan, Bangkok",Claims,Full time,,,"Job Purpose Manage of existing group insurance accounts and manage relationships with group insurance clients. Prepare renewal letters and coordinate endorsements, billing, and claims with group administration team. Key Responsibilities: Liaise with sales to create new business accounts from agreed quotation to issue all relevant document as agreed with partner distributors on time Raise any system issue found from daily work to IT, requests for enhancement and tests new developed or fixed system and sign off for deployment Support sales by respond to any inquiry relate to underwriting, policy issuance, member card/certificate, invoice, contract, and exclusion Provide dedicated service to responsible accounts in maintain relationship with each client and brokers, ensure the feedback to requests or inquiries are done within SLA Manage the accrual of premium and suspense clearing Reconcile and follow up overdue premium Recommend sales or clients for alternate of open a new business or endorsement for any special requests that exclusive or specific for that account Qualifications Bachelor degree in related field Proficient in Microsoft office , Strong communication skills Good service minded and ability to work independently and as a team At least 5 years working experience or more, direct experience in group insurance administration is a must",Insurance & Superannuation
Actuary (IFRS 17),ERGO Insurance (Thailand) Public Company Limited,"Khlong San, Bangkok",Actuarial,Full time,,,Job descriptions: To support senior pricing actuary for IFRS 17 implementation run for Ergo Thailand To support in resolving data issues and coordinate with IT for data delivery Support IBNR process set up in RESQ. Qualifications: Bachelor’s Degree or Higher in Actuarial Sciences. Minimum 3 year experience in Actuary from insurance company Proficient in computer skills. Good communication in English and familiarity with working in a multinational environment. Strong social skills and team spirit. Good organization and the ability to set priorities. Working location: BTS Krungthonburi station Exit.2,Insurance & Superannuation
Underwriter สำนักงานใหญ่(กรุงเทพฯ) และสาขาต่างจังหวัด 10 อัตรา...,Dhipaya Insurance Company Limited,Others,Brokerage,Full time,,,"คุณสมบัติ : วุฒิการศึกษาปริญญาตรีขึ้นไป มีประสบการณ์ในด้านประกันภัยอย่างน้อย 1 ปี ขึ้นไป หากมีประสบการณ์ทางด้านประกันวินาศภัย ด้าน Non - Motor จะพิจารณาเป็นพิเศษ มีความสามารถในการใช้คอมพิวเตอร์ได้เป็นอย่างดี มีบุคลิกภาพ และมนุษยสัมพันธ์ที่ดี -พิจารณาเงินเดือนตามประสบการณ์ ผู้สมัครที่ได้รับการคัดเลือกจะได้รับผลตอบแทนและสวัสดิการที่จูงใจ มีมาตรฐานเดียวกับบริษัทชั้นนำของประเทศ ผู้สนใจส่งจดหมายสมัครได้โดย คลิก "" สมัครงาน "" ฝ่ายทรัพยากรบุคคลและบริหารทั่วไป Dhipaya Insurance Public Company Limited เลขที่ 63/2 ถ.ห้วยขวาง แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพฯ 1031002-2392200 ต่อ 2671 หรือ 0901981578 Website : www.dhipaya.co.th",Insurance & Superannuation
Physio Therapist/นักกายภาพ,SLC siam laser clinic,Bangkok,Underwriting,Full time,,,"การปฏิบัติงานที่ต้องใช้ความรู้ ความสามารถทางวิชากในปฏิบัติงานเกี่ยวกับด้านกายภาพบำบัด ภายใด้การกำกับ แนะนำ ตรวจสอบ และปฏิบัติงานอื่นตามที่ได้รับมอบหมาย ด้านการปฏิบัติการ 1.1 ปฏิบัติการเกี่ยวกับงานกายภาพบำบัด บำบัดรักษาผู้ป่วยด้วยโรคเกี่ยวกับกล้ามเนื้อ โรคทางกระดูก โรคทางข้อ โรคทางระบบประสาท และความพิการต่าง ๆ ที่เกิดจากโรคหรืออุบัติเหตุ โดยการใช้เครื่องมือและวิธีการทางกายภาพบำบัด หรือในรายที่ผู้ป่วยมีโรคแทรกซ้อนหรือโรคเฉทาะทาง เช่น การใช้ความร้อน แสง เสียง ไฟฟ้า หลักกลศาสตร์ การตัด การดึง การนวด การบริหารร่างกาย รวมทั้งการให้คำแนะนำแก่ญาติหรือผู้ที่เกี่ยวข้องกับผู้ป่วยเพื่อฟื้นฟูสมรรถภาพของส่วนของร่างกายที่เสื่อมสภาพหรือพิการให้กลับดีทั้งทางรูปและทางหน้าที่ ตลอดจนการใช้เครื่องช่วยผู้พิการ 1.2 ปฏิบัติการด้านกายภาพบำบัดตามมาตรฐานวิชาชีพในการให้การบริการทางกายภาพบำบัดแก่ผู้ใช้บริการ เพื่อให้ได้รับการบริการที่ถูกต้องเหมาะสม 1.3 คัดกรอง ตรวจประเมินทางกายภาพบำบัด วิเคราะห์ปัญหา วินิจฉัยปัญหา ภาระเสี่ยง เพื่อให้การบริการทางกายภาพบำบัดได้อย่างถูกต้องเหมาะสมทันสถานการณ์และทันเวลา 1.4 บันทึก รวบรวม ศึกษาวิเคราะห์ข้อมูลเบื้องต้นทางกายภาพบำบัด เพื่อพัฒนาการบริการผู้ป่วยให้มีคุณภาพ 1.5 ส่งเสริม ป้องกัน ดูแลรักษา ฟื้นฟูสุขภาพประชาชน หรือการบริการอื่น ๆ ทางด้านกายภาพบำบัด เพื่อให้มีสุขภาพที่ดีขึ้น ด้านการบริการ 2.1 ประสานการทำงานร่วมกันทั้งภายในและภายนอกทีมงานหรือหน่วยงาน เพื่อใช้เกิดความร่วมมือและผลสัมฤทธิ์ตามที่กำหนดไว้ 2.2 ชี้แจงและให้รายละเอียดเกี่ยวกับข้อมูล ข้อเห็จจริง แก่บุคคล หรือหน่วยงานที่เที่ยวร้อง เพื่อสร้างความเข้าใจหรือความร่วมมือในการดำเนินงนตามที่ได้รับมอบหมาย 2.3 ให้คำปรึกษแนะนำา เบื้องต้นแก่ผู้ใช้บริการและครอบครัว เกี่ยวกับการส่งเสริม ป้องกัน ดูแลรักษา ฟื้นฟูสมรรถภาพเพื่อให้สามารถดูแลตนเองได้ 2.4 ให้บริการข้อมูลทางวิชาการ จัดเก็บข้อมูลเบื้องต้น เกี่ยวกับด้านกายภาพบำบัด เพื่อให้ได้ทราบข้อมูลและความรู้ต่าง ๆ ที่เป็นประโยชน์ สอดคล้องและสนับสนุนภารกิจของหน่วยงาน และใช้ประกอบการพิจารณากำหนดนโยบาย แผนงาน หลักเกณฑ์ มาตรการต่าง ๆ คุณสมบัติประจำตำแหน่ง ได้รับปริญญาตรีหรือคุณวุฒิอย่างอื่นที่เทียบได้ในระดับเดียวกัน ในสาขาวิชาหรือทางวิทยาศาสตร์การแพทย์กายภาพบำบัดและได้รับใบอนุญาตประกอบโรคศิลปะสาขากายภาพบำบัด หรือในสาขาวิชาหรือทางอื่นที่ก.จ.ก.ท. หรือก.อบต. กำหนดว่าใช้เป็นคุณสมบัติเฉพาะสำหรับตำแหน่งนี้ได้ มีประสบการณ์ในคลินิกกายภาพอย่างน้อย / ปี สามารถใช้คอมพิวเตอร์และโปรแกรมพื้นฐาน MS Office (Word, Excel, Power Point) ได้ มีความรับผิดชอบสูง มีมนุษยสัมพันธ์ดี และสามารถทำงานภายใต้แรงกดดันได้ดี มีใจรักในงานบริการ",Insurance & Superannuation
Nurse Claim Specialist,Allianz Ayudhya General Insurance Public Company Limited,"Pathum Wan, Bangkok",Other,Full time,,,"Responsibilities; Provide supports to team in handling claims received from hospitals, investigates and makes decision for claims in the system In addition, continuously monitors and makes decision for the pending cases of claims, or back log. Provide supports to team in handling claims from the hospital - Check the information from claims documents, and record into the system - Investigate and make decision for claims in the system, by covering the below actions: Approve for the payment base on authorization Perform rejection of claims received Require the additional information Issue memo into the system for administration in performing next steps Submit for further investigation Request the hospital records from hospital - Continuously monitor and make decision for the pending cases of Claims Hospital , or back log - Consolidate the complex cases which requires for Claim Committee Decision, and present to Claim Committee and COO/ CEO according to the authorization Hospital assessment Claims (OPD cahless) - Provide support team in handling the OPD cashless claims from the hospital - Perform investigation and make decision for OPd cashless claims received in the system Approve for the payment base on authorization Perform rejection of fax claims received Require the additional information Issue memo into the system for administration in performing next steps Submit for further investigation Request the hospital records from hospital - Continuously monitor and make decision for the pending cases of OPD cashless Claims Hospital , or back log - Manage the complex cases which requires for Claim Committee Decision, and present to Claim Committee and COO/ CEO according to the authorization Report - Collect the information, and support Manager - Claims Hospital Fax in providing the daily and monthly reports regarding to volume and turnaround time of Claims Hospital Fax Support - Support Claim reimbursement Qualifications; • Bachelor’s or Master’s Degree in Nursing science ore related field • At least 3 yrs of experience in Claims assessor, or other related fields in insurance industry",Insurance & Superannuation
Underwriter Motor/ Non-motor/เจ้าหน้าที่รับประกันภัย,Thaisri Insurance Public Company Limited,"Khlong San, Bangkok",Claims,Full time,,,"Responsibilities: Create and review policy wordings Draw up a quotes for competitive insurance premiums Implements underwriting strategy and operational policies for product lines. Collaborate with internal stakeholders in order to achieve customer satisfaction. Develop team expertise by coaching, mentoring, and support training or education program. Qualifications: Bachelor's degree or higher in related filed Proven 2 years of Underwriting Motor or Non-motor experience Knowledge about product characteristics of Motor or Non-motor insurance Understand the principles, practices and regulatory aspects of general insurance products Working location: BTS Krungthonburi station",Insurance & Superannuation
Manager - Medical Claim Payment,Allianz Ayudhya General Insurance Public Company Limited,"Pathum Wan, Bangkok",Other,Full time,,,"Manage Claims Payment Team. Support to monitors the pending cases  or back log. Job responsibilities; '1) Claims Reimbursement - Support team to investigate and make decision for claims assessment  by covering the below actions: Approve for the payment base on authorization. Perform rejection of claims reimbursement Require the additional information • Issue memo into the system for administration in performing next steps • Submit for further investigation • Request the hospital records from hospital - Continuously monitor and make decision for the pending cases of Claims Reimbursement, or back log - Consolidate the complex cases and prepare for Claim Committee and COO/ CEO according to the authorization '2) Hospital assessment  Claims (OPD cahless) - Handling the  OPD cashless claims from the hospital - Perform investigation and make decision for OPd cashless claims received in the system Approve for the payment base on authorization Perform rejection of fax claims received Require the additional information Issue memo into the system for administration in performing next steps Submit for further investigation Request the hospital records from hospital - Continuously monitor and make decision for the pending cases of OPD cashless Claims Hospital , or back log - Manage the complex cases which requires for Claim Committee Decision, and present to Claim Committee and COO/ CEO according to the authorization Qualifications; • Bachelor’s or Master’s Degree in Business Administration, Nursing, Business of Sciences (Medical Technology), or other related field • 5-7 yrs experience in Claims Assessor or other related fields in  insurance industry",Insurance & Superannuation
Claims Assessor (CI&Death Claims),FWD Life Public Company Limited,"Pathum Wan, Bangkok",Claims,Full time,,,"Job Purpose Assess and approve claim applications, according to the given authority, to deliver the claim approval within the service level agreement. The Senior Claims Assessor is the third level of intermediate assessor positions. The jobholder is responsible to review and consider each claim request for making approval, examine the possibility of loss, preexisting, exclusion condition, and benefit calculation. In some situation, this position is expected to be able to explain the detail of claim assessment to distributors or customers. Please refer to the Claims Competency Matrix and the table of UI and Claims Approval Authority Limit – Claims Authority for approval. Key Responsibilities: Assess and approves with respect to both new and referred claim cases include special request regarding the given authority Capture the claim information and benefit payment into the system as required to ensure the accurate payment to the claimant Monitor and take action on self pending of claim every 15 days Participate into system & process improvement or other assignments from managers to deliver results as expected within the timeline Contribute to update the claim assessment guideline Update the business continuity plan per assignment Engage with the company activities and contributes as a good team player to deliver the highest team performance Handle complaints and answer queries from agents, clients and involved parties regarding decision made and service problems. Supervise claim payment process and reinsurance (if required) to ensure correctness. Explain facts to reach agreement through complexity and compromise. Prepare required and useful reports for management information and decision. Develop and improve system, procedures and business rules to ensure efficient and effective operations. Works closely and coordinates with management for the Fraud Contact Center and the Fraud Investigations team. Qualifications Bachelor degree or higher Functional Competency Strong analytical skills, including the ability to detect and report on fraud trends and to identify ways to improve fraud detection, prevention and avoidance. Experiences in Life and Critical illness claim is a must Good command of English Knowledge in Life insurance product, process and regulation, Posses Medical, litigation, or investigation experiences, Negotiation, Training, Initiative and Team work skill, Customer service orientation, Effective problem solving, Reliability and Accountability, Stress tolerance under pressure Experience10+ years working experience in life insurance",Insurance & Superannuation
Pricing Actuary (Group life Insurance) : SE Life,Thai Group Holdings Public Company Limited,"Bang Rak, Bangkok",Underwriting,Full time,,,"Job expectation 1. Responsible all activities which related to underwriting and pricing for all channel 2. Monitor new business, retention and loss ratio results against business plan. 3. Coordinating across the functions like policy servicing team, claim servicing team, finance, actuary or legal, etc for specific purpose. 4. Drive revenue and loss ratio results through effective management of Head of sales Key responsibility - Prepare group insurance quotation by align with company guideline to support business part - Utilize statistical models and actuarial techniques to assess risk factors and determine appropriate pricing - Monitor and analyze market trends, and regulatory changes to adjust pricing strategies accordingly - Prepare a report with analysis of the results of Quotation preparation to see the conversion rate - Work with actuary team to implement changes as needed - Collaborate with administration team to ensure the accuracy of pricing and conditions of quotation Functional Competency (Skill, Knowledge and Qualification) - Bachelor’s degree or higher in Actuarial Sciences, Statistics, or related field - Previous experience in group insurance pricing, underwriting is highly desirable - Attention to detail to ensure accuracy in pricing calculations and adherence to underwriting guideline - Advance Microsoft Excel skill - Able to analyzing statistical data and mathematics - Ability to work collaboratively with cross-functional - Good command in English",Insurance & Superannuation
Staff- Health Claim Assessor (Fax Claim),Krungthai-AXA Life Insurance Public Company Limited,"Huai Khwang, Bangkok",Claims,Full time,,,"Job Description: To perform excellence cashless claim services by Adjudicate cashless claim case (Pre-Certification, pre-authorization and fax claim process) within TAT set under member eligibility, benefits table, policy terms and conditions. Collaborates with providers to obtain medical record to identify the appropriate medical necessity and utilization. Contribute to have the smoothly run in health claim management. Qualifications: Bachelor Degree in Nursing or related fields At least 2 years of working experience in health claim business Experienced in Health Claims end to end process management Life insurance business background is preferred. People management experiences. Negotiate and handle issues with external and internal parties Problem solving & Decision Making Motivate people to work under limitation and pressure Capable to communicate in both writing and speaking Thai and English (Preferably) Good in MS.Office",Insurance & Superannuation
Client Services Assistant (Insurance Broker) - Property & Casualty Department...,CHAZ Insurance Brokers Ltd.,"Vadhana, Bangkok",Brokerage,Full time,,,"Responsibilities Keep abreast of current market situation locally, regionally and internationally, analyze for business opportunities and evidence the say ‘yes' to proceed with targeting new product. To identify, develop and implement new area of insurance products to serve existing and new clients whether it is new product or revisited one To identify, deal and negotiate with appropriate Business Partner(s) for the best Insurance Package/Program Closely coordinate with Risk Services Department and others to monitor the performance of each product launch including feedback received and ready to adjust the product detail where necessary or to bring in additional marketing tools ensuring product success Other duties as assigned Job Specification Minimum Bachelor Degree in related field Preferred 2-3 years experience in Insurance Broker, Insurer or related industry Preferred knowledge and skill in Insurance Products such as Property, IAR, Liability, Motor, Casualty etc. Good in spoken and written English Good computer proficiency Able to work under pressure and meet deadlines Strategic mindset and positive attitude Employee Benefit: Fixed Bonus & Variable Bonus Annual leave Provident Fund Oversea outing trip (if any) Group Insurance Diligent Incentive Annual Medical Check up Five day per week Mon – Fri Your Choice of Work Hour : 8.00 - 17.00, 8.30-17.30, 9.00-18.00 or 9.30-18.30 Only shortlisted candidates will be notified. CHAZ Insurance Brokers Limited 75/62 Ocean Tower 2, 27th Floor  Soi Sukhumvit 19 (Wattana), Sukhumvit Rd., Klongtoey Nua, Wattana,  Bangkok 10110 Tel: 66(0) 2661 6522 Ext.356 https://www.chazinsurance.com/ [link removed] MAP :https://goo.gl/maps/9vMDZyiCsnAx4Pk59 [link removed]",Insurance & Superannuation
Nurse Claim Assessor,Sunday Insurance (Thailand) Public Company Limited,"Sathon, Bangkok",Claims,Full time,,,"Job Description Daily monitoring of all medical / travel claims Manage the expectation of customers in line with Company’s direction Verifying claims documents vs policy terms & conditions to ensure genuineness of claim within policy coverage Coordinate between customers, broker, service providers to ensure excellent service Coordinating with A&H team for medical opinion and claim approval & ensure targeted turnaround time is achieved Performing medical contact to gather information from hospitals/medical center Explaining medical problems to patients or their families Reviewing the treatment provided by hospitals is relevant to the case and in appropriate price Flag irregular/fraudulent/exaggerated claims to superior for further action Liaising with hospitals with a view to eliminating unnecessary or irrelevant treatment, over-servicing, over-charging and cost-containment Evaluating customer’s condition and arranging proper assistance to claimant Handling e-mail & all communication channels within targeted timeline Prepare weekly reporting on TAT, outstanding & repudiated cases Keep abreast of medical knowledge, policy terms & conditions and coach/mentor the A&H team Auditing claims to determine the accuracy of approvals made, the completeness of the documentation for each record according to appropriate policies and procedures and proper medical billing, maintain compliance with laws & regulations within A&H team. Any other task/responsibility assigned by superior Job Qualification Minimum 3 years in nursing experience and/or life or health insurance company Able to work in commercial environment and fast moving business Good interpersonal and communication skills Computer literacy is essential Self-motivated, result oriented, ability to work under pressure, creative and energetic Willing to learn and Can Do attitude",Insurance & Superannuation
Business Support and Renewal Notice Manager,Tokio Marine Safety Insurance (Thailand) Public Company Limited,"Bang Rak, Bangkok",Other,Full time,,,"Main Responsibility Ensure that day-to-day processes run smoothly and meet with service level agreement. Establish, report and monitor the performance in accordance with department goals and KPI. Project management which include planning, organizing and overseeing underwriting of motor product initiatives. To work with the various teams in the Productiondepartment to understand business processes and practices, and suggest improvements or modifications as well as adopt best practices to current processes to ensure standardization and efficiency of our operation. Liaising with distribution and marketing team to gathering idea and improvement opportunities focusing on operational efficiency to support business growth. Other assignments as per instructions by Head of Production department. Qualification Bachelor / higher degree. More than 5 years of working experience (prefer insurance industry). Strong planning & organizing, decision making, problem solving and analytical skills. Strong communication, motivation, negotiation and influencing skills. Leadership and supervisory background. Able to use computer applications effective. Good command of spoken and written English.",Insurance & Superannuation
Internal Auditor (Operational Audit)/เจ้าหน้าที่ทีมตรวจสอบระบบงาน,Muang Thai Life Assurance Public Company Limited,"Huai Khwang, Bangkok",Other,Full time,,,"รับผิดชอบดูแล วางแผน ตรวจสอบระบบปฏิบัติงานต่างๆ ว่า มีระบบการควบคุมภายในที่เพียงพอ และมีประสิทธิภาพ มีการบริหารความเสี่ยง การปฏิบัติงานตามระเบียบ คำสั่ง และกฎหมาย  โดยมีหน้าที่งานดังต่อไปนี้ ศึกษากระบวนการและขั้นตอนการปฏิบัติงานของระบบงานที่ตรวจสอบ เขียน Work Procedure เพื่อวางจุดตรวจ จัดทำ Audit Program เพื่อกำหนดวัตถุประสงค์ของแต่ละเรื่องที่จะทำการตรวจสอบ ดำเนินการตรวจประเมินตาม Audit Program ที่จัดทำไว้ จัดทำรายงานสรุปผลการตรวจประเมิน จัดการประชุมร่วมกับหน่วยงานผู้รับการตรวจ เพื่อแจ้งผลการตรวจประเมิน ติดตามการดำเนินการตามที่หน่วยงานผู้รับการตรวจได้ตกลงไว้ ประสานงานกับทีมตรวจสอบระบบสารสนเทศ เพื่อเรียกข้อมูลในระบบฐานข้อมูลมาใช้ในการตรวจสอบ จัดทำรายงานผลการตรวจสอบเสนอต่อผู้บังคับบัญชาา ให้คำปรึกษา/ข้อแนะนำกับเพื่อนร่วมงานในทีมในการตรวจประเมิน ระดับการศึกษา (Education) : ไม่ต่ำกว่า ระดับปริญญาตรี  สาขาบัญชี การเงิน หรือสาขาอื่นที่เกี่ยวข้อง หากมีวุฒิบัตร CIA (Certified Internal Audit) จะเป็นประโยชน์มาก ประสบการณ์ทำงาน (Work Experience): ประสบการณ์ด้านการตรวจสอบระบบงาน ไม่ต่ำกว่า 2 ปี ความรู้และทักษะที่จำเป็นสำหรับตำแหน่งนี้ (Skills): มีทักษะในการคิดวิเคราะห์  การสื่อสาร  การประสานงาน มีใจรักบริการ มีมนุษยสัมพันธ์ที่ดี มีความสามารถในการใช้ภาษาอังกฤษ คอมพิวเตอร์ และโปรแกรมพื้นฐาน มีทักษะในงานตรวจสอบระบบงาน มีความรู้พื้นฐานด้านบัญชีการเงิน Talent Acquisition Team, Human Resources Management Department (Head Office) Muang Thai Life Assurance Public Company Limited 250 Ratchadaphisek Rd., Huaykwang, Bangkok 10310 Website : www.muangthai.co.th [link removed] Line Official Account : @mtlcareer LinkedIn : Muang Thai Life Assurance Public Company Limited",Insurance & Superannuation
Actuary Officer (Pricing),ERGO Insurance (Thailand) Public Company Limited,"Khlong San, Bangkok",Actuarial,Full time,,,"Job Descriptions: Product pricing and profit testing based on ERGO Group actuarial methodology and standards for life insurance products (currently mainly Credit protection product). Regular update and continuous maintenance of the product report and technical file/notes for all products of ERGO Thailand. Creation and maintenance of actuarial product model. Annual monitoring of VNB (value of new business). Building (automated) dashboards and reports that provide a view of product performance for management and other teams. Monitoring and forecasting of main product related KPI’s. Consulting management and product owner on actuarial and statistical information topics. Cooperation and regular communication with ERGO Group HQ in Germany. Support Actuarial team in data preparation and processing of IFRS 17 quarterly for ERGO Thailand. Qualifications: Bachelor's degree in financial and actuarial mathematics, economics, statistics, data science or other similar fields. Strong analytical skills with the ability to collect, organize, analyse and disseminate significant amounts of information with attention to detail and accuracy. Actuarial or data science work experience (Life insurance pricing is an advantage). Knowledge on Life insurance modelling is an advantage. Fluent English speaking and writing skills . Readiness and willingness for personal development in the field of life actuarial mathematics Working location: BTS Krungthonburi station, Exit 2",Insurance & Superannuation
Insurance Specialist/เจ้าหน้าที่แนะนำผลิตภัณฑ์การลงทุนผ่านช่องทางธนาคาร,Prudential Life Assurance (Thailand) Public Company Limited,Others,Other,Full time,,,"ความรับผิดชอบ ทำงานใกล้ชิดกับพนักงานขายในพื้นที่ที่กำหนดและผลักดันการขายผลิตภัณฑ์ สามารถขับเคลื่อน และส่งเสริมการเติบโตของยอดขายผลิตภัณฑ์ผ่านช่องทางการขายต่างๆ เช่น ช่องทางการขายผ่านธนาคาร เป็นต้น สามารถพัฒนาความสัมพันธ์ที่ดีในการทำงานกับผู้จัดการธนาคาร ผู้ขาย และลูกค้าเพื่อสร้างความมั่นใจในศักยภาพการขายผลิตภัณฑ์ผ่านธนาคาร และเป็นผู้ประสานงานระหว่างบริษัท ผู้ขาย และลูกค้า ทำหน้าที่ในการให้ข้อมูลและแนะนำให้กับพนักงานขายของสาขาในการพัฒนาทักษะการขาย และตรวจสอบศักยภาพการขาย ตรวจสอบประสิทธิภาพ และหารือเกี่ยวกับแผนกับผู้จัดการสาขาเพื่อดำเนินการตามแผนที่กำหนดไว้ มีส่วนร่วมในทุกระดับของผู้ขาย และทีมบริหารการขายเพื่อทำกระบวนการขายเพื่อให้เป็นไปตามแผนที่กำหนดไว้ คุณสมบติ วุฒิการศึกษาจบปริญญาตรีในสาขาบริหารธุรกิจ การเงิน การตลาด หรือสูงกว่าในสาขาที่เกี่ยวข้อง มีประสบการณ์อย่างน้อย 2 ปีในการทำงานด้านการเงิน ธนาคารหรือมีความเข้าใจในด้านการขายภายในธนาคารเป็นอย่างดี มีองค์ความรู้ด้านประกันภัย และเข้าใจข้อกำหนดของหน่วยงานกำกับดูแลประกันภัย มีความสามารถในการสื่อสารที่ดี มีทักษะการขาย มีทัศนคติที่ดีต่อการขายผลิตภัณฑ์ประกันชีวิต สามารถแก้ไขปัญหาเฉพาะหน้าได้ดี สามารถทำงานภายใต้ความกดดัน สามารถเดินทางไปตามสาขาต่างๆตามพื้นที่ที่กำหนด Prudential Life Assurance (Thailand) Public Company Limited 944 Mitrtown Office Tower, 10th, 29th–31st Floor, Rama 4 Road, Wangmai, Pathumwan, Bangkok 10330 *** Only shortlisted candidates will be notified ***",Insurance & Superannuation
Insurance & Claim Department Manager,"304 Industrial Park 7 Co.,Ltd.",Chachoengsao,Actuarial,Full time,,,"กำกับดูแลการจัดหาประกันภัยทรัพย์สิน/พนักงาน ในกลุ่มธุรกิจ ให้เหมาะสมกับความเสี่ยง (ในกลุ่มธุรกิจ Double A, Power, Real Estate และ Logistics) กำกับดูแลงานเคลมให้ได้รับการชดใช้ที่เหมาะสมและถูกต้องที่สุด สอบทานการบริหารความเสี่ยงด้านประกันภัยกับบริษัทในกลุ่มธุรกิจ กำหนดแผนงาน เพื่อปรับปรุงความเสี่ยงให้กับทรัพย์สิน ในกลุ่มธุรกิจ จัดทำเอกสารงานด้านประกันภัย การวิเคราะห์ความเสี่ยงด้านประกันภัย สถานการณ์ด้านประกันภัยทั้งในและต่างประเทศ สำหรับนำเสนอและเข้าร่วมประชุมบอร์ด ในกลุ่มธุรกิจ ติดตามข้อมูลและข่าวสารเกี่ยวกับสภาพตลาดประกันภัยเพื่อวางแผนการจัดหาประกันกับทีมงาน จัดทำสรุปและรายงานผลการดำเนินงานการต่อประกัน รายไตรมาส บริหารสัดส่วนความรับผิดชอบในงานให้เหมาะสมกับทีมงาน หาแนวทางเพิ่มเติมความรู้งานด้านประกันภัยให้กับทีมงาน รวมทั้งพนักงานหน่วยงานต่างๆ ที่เกี่ยวข้องกับการจัดทำประกันภัย คุณสมบัติ ปริญญาตรี สาขาวิทยาศาสตร์, การเงิน ,เศรษฐศาสตร์ หรืออื่นๆ ที่เกี่ยวข้อง มีประสบการณ์ด้านบริหารความเสี่ยงและประกันภัยให้องค์กรไม่น้อยกว่า 8 ปี สามารถใช้โปรแกรม Microsoft Office ได้เป็นอย่างดี ทักษะด้านการสื่อสารและนำเสนอ มีความเป็นผู้นำและทำงานภายใต้แรงกดดันได้ดี มีทักษะด้านการคิดวิเคราะห์ และการเจรจาต่อรอง",Insurance & Superannuation
