Job_Title,Company,Location,Job_Position,Job Position,Salary Min,Salary Max,Job_Description,Tag
Production Manager,"Artop Media (Thailand) Co., Ltd.","Mueang Samut Prakan, Samut Prakan",Programming & Production,Full time,30000.0,44999.0,"Responsibilities Develop comprehensive production plans, considering timelines, resources, and budget constraints. Coordinate with various departments to ensure smooth project execution with manage and allocate resources efficiently, including personnel, equipment, and materials. Ensure adherence to industry standards and project specifications. Monitor and control production budgets, identifying cost-saving opportunities without compromising quality. Track project timelines, identifying potential delays, and implementing strategies to keep production on schedule. Collaborate with creative, technical, and managerial teams to align production goals with overall company objectives Qualifications Bachelor's degree in Film Production, Media Management, or a related field. Proven experience as a Production Manager in the media or entertainment industry. Familiarity with production equipment and software. Excellent communication and interpersonal skills. Ability to thrive in a fast-paced, dynamic production environment. Benefits 5 day work week Group insurance Travel allowance (business trip - out of office)","Advertising,Arts & Media"
Content Specialist (Creative & SEO),Krungthai Card Public Company Limited,"Vadhana, Bangkok",Other,Full time,,,"หน้าที่ความรับผิดชอบ จัดทำ Plan สำหรับทำ Content SEO เขียน Content และพัฒนาโดยใช้เทคนิคของการทำ SEO หา Insight ต่างๆบนโลกออนไลน์ ผ่าน Keywords เพื่อจัดทำ Content Monitor Performance ต่าง ๆ ผ่าน Google Analytics และ Google Search Console รวมถึงเครื่องมือ 3rd Party ต่าง ๆ มีความรู้ และทักษะในการปรับ On-page และ Off-page วิเคราะห์ข้อมูลจาก Media Platform ทั้ง SEM, Youtube Ads, Facebook Ads, In และ TikTok Ads สำหรับการทำ Creative จัดทำ Communication Plan จาก Performance ของ Media Platform ต่าง ๆ คิด Message ที่จะสื่อสารกับลูกค้าผ่าน Insight ของกลุ่ม Target คิดและออกแบบการจัดทำ Artwork, Video หรือ Material ต่าง ๆ นำเสนอให้กับทีม ติดต่อประสานงานกับแผนกต่าง ๆ รวมถึงบุคคลภายนอก ที่เกี่ยวข้องสำหรับการทำ SEO Performance และการทำ Creative Artwork, Video หรือ Material ต่าง ๆ ทำ Report Weekly, Monthly นำเสนอ Performance ต่อผู้บริหาร และทีม คุณสมบัติ : การศึกษาระดับปริญญาตรี ไม่จำกัดสาขา มีประสบการณ์ในการทำงานสาย Creative & SEO 3-5 ปีขึ้นไป มีความรู้เรื่องการทำ SEO ในเชิงลึก มีความรู้เรื่อง Social Media ในเชิงลึก มีความรู้เรื่อง Google Analytics และ Google Search Console ในเชิงลึก มีความรู้ในการจัดทำ Artwork, Video หรือ Material ต่าง ๆ มีทักษะการใช้งาน Adobe Photoshop และ Adobe Illustrator มีทักษะการสื่อสารที่ดี สามารถใช้ภาษาได้อย่างดีเยี่ยม ต้องการเรียนรู้ทักษะใหม่ๆ และ สนใจใน Digital Marketing & SEO","Advertising,Arts & Media"
Digital Strategic Planner,Birthmark ,"Vadhana, Bangkok","Media Strategy, Planning & Buying",Full time,,,"We are looking for a dynamic digital media planner to develop and implement digital media campaigns. You will work closely with other internal departments, including account management, strategy, and creativity, to deliver seamless, integrated brand experiences. To be successful as a digital media planner, you should have a deep knowledge of digital media marketing and be able to translate a client's business objectives into a digital strategy. You should also monitor trends in the digital media landscape and identify new digital opportunities for our clients. Responsibilities Develop integrated digital media strategies. Prepare and deliver presentations to cliens. Coordinate the implementation of digital media plans. Create and manage digital campaign budgets. Collaborate with internal departments to deliver fully integrated campaigns. Track digital campaign performance. Analyze campaign metrics, prepare performance reports, and provide recommendations. Monitor market trends and identify new digital opportunities. Requirements Bachelor's degree in communication, marketing, or advertising. At least 1 year of digital marketing experience. Experience with campaign management and online media tools (Facebook, IG, Google, LINE ETC.) Deep knowledge of paid search, display advertising, SEO, and social media advertising. Strong communication and presentation skills. Analytical thinking and problem-solving abilities. Organizational and time management skills. Benefit อาหารเช้าฟรี อาหารกลางวันฟรี มุมขนมฟรี ทำงาน 7 ชั่วโมงต่อวัน โบนัส Incentive ประกันชีวิต / ประกันอุบัติเหตุ / ประกันสุขภาพ OPD+IPD ค่าทันตกรรม นอนกลางวัน กิจกรรมเล่นเกม กิจกรรมประจำเดือน กิจกรรม Eating Party Outing ปีละ 2 ครั้ง วันลาพักร้อน 12 วัน/ปี","Advertising,Arts & Media"
Sales & Account Manager (Client Services),"Digital Integrated Co., Ltd.","Vadhana, Bangkok","Media Strategy, Planning & Buying",Full time,,,"Account Manager ทำอะไรบ้าง ? เป็น Key Person ในการ monitor แคมเปญตั้งแต่ต้นจนจบ ทำงานร่วมกับทีม Campaign เพื่อสื่อสาร /ติดตาม / รายงาน สถานะแคมเปญให้ลูกค้าทราบ เข้า Approach project ใหม่ๆ หรือ renewal แคมเปญปัจจุบัน รักษามาตราฐานการดูแลลูกค้า client satisfaction ให้สูงอยู่เสมอ และสร้าง relationship ที่ดีกับลูกค้า นัดประชุม และเตรียม proposal ในการ pitching และเก็บ requirement / feedback ลูกค้า ทำงานร่วมกับทีม Campaign ในการจัดประชุม performance review และเก็บ requirement / feedback ลูกค้า จัดทำใบเสนอราคา และทำงานร่วมกันทีม Finance เพื่อ update status ของลูกค้า ประสานงาน / ทำงานร่วมกับ Partner สำหรับ project ที่ required outsource มองหาคนเข้าร่วมทีมแบบไหน ? มีประสบการณ์ด้าน Digital Marketing มา 2 ปีขึ้นไป เข้าใจการทำงานของ media แต่ละ channel (Google, Facebook, Line, TikTok, Instragram, YouTube, etc..) คนที่ทำงานเป็น Team work สามารถสื่อสารและสร้าง relationship ทั้งในและนอกองค์การได้ ชอบเรียนรู้อะไรใหม่ๆ  ตามเทรนอยู่ตลอดเวลา และกล้าที่จะเสนอ ไอเดีย / strategy ใหม่ๆ เรียนรูไว และมี Analytical skill กล้าที่จะเสนอ หรือพลิกแพลง strategy พร้อมสร้างความเชื่อมั่นให้ลูกค้าได้ดี เป็นคนช่างสังเกตุ ใส่ใจในละเอียด และรอบคอบ Staff Benefit? Attractive Annual Increment: ปรับเงินเดือนทุกปี ไม่เคยลดแม้ช่วงโควิด Performance Bonus : ประเมินทุกไตรมาส จ่ายจริง 4 รอบต่อปี Annual Leave : วันพักร้อนแบบจุกๆ ให้ไปเลยเผื่อๆ 15 วันต่อปี ไม่ต้องกังวลว่าวันลาจะหมดรึยัง และใช้ได้ทันทีไม่ต้องรอพ้นโปร Birthday Leave / Allowance : เลือกได้ว่าจะลาหยุดวันเกิด หรือรับค่าเค้กวันเกิด 1,500 บาท Health Insurance (OPD/IPD) | Dental Claim : ผู้ป่วยใน / ผู้ป่วยนอก / อุบัติเหตุ / ทำฟัน ประกันกลุ่มเราดูแลครอบคลุม Annual Medical Check-up: ตรวจสุขภาพประจำปีต้องมี เพราะสุขภาพพนักงานก็สำคัญ Training opportunity : เลือกเองได้ว่าอยากเทรนอะไร วงเงิน 8,000 ต่อปี ไม่จำเป็นต้องเป็นเรื่องที่เกี่ยวกับงานที่ทำ Mobile Allowance : ค่าโทรศัพท์ จ่ายพร้อมเงินเดือน ไม่ต้องใช้บิลมาเบิก Work life balance : เน้นทำงานเก่ง ไม่ทำงานหนัก / ใส่ใจให้เยอะ ใส่แรงให้น้อย Long-term Award : ตอบแทนพนักงานที่อยู่เป็นครอบครัวเดียวกันเกิน 2 ปี  แจกแบบจุกๆทุกปี Outing, SportDay, NewYear Party : งานสังสรรค์ก็ไม่ขาด Work Smart and Play So Hard ทำงานที่ไหน ? Work from home / anywhere 90% ไม่ต้องเสียเวลาเดินทาง  และเข้ามาเจอหน้ากันบ้างที่ office แค่เดือนละ 2 ครั้ง ที่ตึก RSU ชั้น 9  ตึกอยู่ปากซอยสุขุมวิท 31  ใกล้ BTS Promphong (ทางออก 5)    โทร 02-100-6426","Advertising,Arts & Media"
Video Editor,"Skilllane Education Co., Ltd.","Bang Rak, Bangkok",Programming & Production,Full time,16000.0,29999.0,Company Overview SkillLane เป็นแพล็ตฟอร์มคอร์สออนไลน์ โดยเราเชิญคนที่มีความรู้ความสารถมาสอนในรูปแบบวิดีโอและนำวิดีโอมาลงในเว็บไซต์SkillLane เพื่อทำให้ผู้เรียนสามารถเรียนจากที่ไหนก็ได้ เมื่อไรก็ได้ เราเป็นบริษัทเทคสตาร์ทอัพชั้นนำของไทยที่เติบโตอย่างก้าวกระโดดมาโดยตลอดระยะเวลา 8 ปี คุณสมบัติสำคัญที่สุดของตำแหน่งนี้คือ passion ในการช่วยให้ผู้อื่นได้เรียนรู้ ถ้าคุณอยากมีส่วนร่วมในการเปลี่ยนแปลงการศึกษาไทย สมัครได้เลย! Responsibilities: ถ่ายทำ ตัดต่อวิดีโอเพื่อลงบนช่องทาง Social Media ต่างๆ ถ่ายวีดีโอหรือภาพนิ่งต่างๆตามที่ได้รับมอบหมาย ออกแบบรูปภาพกราฟฟิก แบนเนอร์ โปสเตอร์โฆษณา Qualification: วุฒิการศึกษาปริญญาตรีขึ้นไป ในสาขา Media/Film/Communication Arts หรือสาขาอื่น ๆ ที่เกี่ยวข้อง (ยินดีรับนักศึกษาจบใหม่) สามารถใช้งานอุปกรณ์ในการถ่ายทำต่าง ๆ ด้วยตัวเองได้ มีความเข้าใจในงานตัดต่อ สามารถเล่าเรื่องได้ดี มองโทนของงานออก และมี Sense ในการตัดต่อ สามารถตัดต่อวีดีโอโดยใช้โปรแกรมตระกูล Adobe ได้ดี หากมีความสามารถในการออกแบบกราฟฟิก โดยใช้โปรแกรม Adobe Illustrator หรือ Photoshop จะได้รับพิจารณาเป็นพิเศษ หากมีความสามารถในการทำ animation โดยใช้โปรแกรม Adobe After Effects จะได้รับพิจารณาเป็นพิเศษ พร้อมเรียนรู้สิ่งใหม่ ๆ ขวนขวายในการพัฒนาตนเองอยู่เสมอ ทำงานเป็นทีมได้ มีมนุษยสัมพันธ์ดี มีความรับผิดชอบสูง Location: สถานที่ทำงานอยู่ใกล้กับ BTS Saint Louis (จะมีการออกไปถ่ายทำนอกสถานที่เป็นบางครั้ง),"Advertising,Arts & Media"
Content Marketing/เจ้าหน้าที่การตลาด,"CNP PLASTIC INDUSTRIES CO., LTD.","Prawet, Bangkok",Other,Full time,,,"รายละเอียดงาน 1. วางแผนและทำคอนเทนท์ ดูแล social media และ wedsite 2. อัพเดทเทรนด์ใน social media 3. วิเคราะห์ผลของ Online Marketing ในแต่ละเดือน 4. วางแผน และดำเนินการถ่ายทำวิดีโอโฆษณา (ปีละ 2 - 3 ครั้ง) 5. ช่วยวางแผน และจักงานในแต่ละปี เช่น งาน ASA Architect , งานบ้านและสวน เป็นต้น 6. ยิง ads และวิเคราะห์ผลลัพธ์ 7. ประสานงานกับ Agency ในการวางแผน และติดตามผลการยิง Ads 8. วางแผน และออกหน้างานจริงเพื่อถ่ายทำรีวิวลง Tiktok / Youtube 9. ติดต่อ Influencers และประสานงานภายในทีม คุณสมบัติผู้สมัคร วุฒิการศึกษาระดับปริญญาตรี สาขาด้านการตลาด หรือสาขาอื่นๆ ที่เกี่ยวข้อง สามารถแก้ไขปัญหาเฉพาะหน้าได้ดี และพร้อมรับการเปลี่ยนแปลง สามารถทำงานภายใต้สภาวะการกดดันได้ มีทักษะในการสื่อสาร และประสานงาน หากมีประสบการณ์การด้าน Marketing จะพิจารณาเป็นพิเศษ หากมีประสบการณ์ Omline Ads Google , Facebook , IG , LAP จะพิจารณาเป็นพิเศษ สามารถใช้โปรแกรม Adobe Illustrator ได้จะพิจารณาเป็นพิเศษ ยินดีรับเด็กจบใหม่","Advertising,Arts & Media"
Jewelry Designer,"Artinian Co., Ltd.","Bang Rak, Bangkok",Art Direction,Full time,,,"Job Description : A Jewelry designer plans and creates the patterns for rings, necklaces, bracelets and other accessories. Generate a few prototypes of a product and test the models for durability, comfort and style, dedication to every inch of mastery piece. Drafting designs on paper or with computer software. Qualifications 1.            Acquire a foundation diploma in art and design 2.            Bachelor of Arts (BA) in jewelry design, jewelry 3.            Complete an apprenticeship (optional) 4.            Complete a specialist course (optional) 5.            Look for work and gain experience 6.            Minimum 1 year experience Competency skills 1.            Creativity 2.            Technological proficiency 3.            Communication 4.            Attention to detail 5.            Problem-solving","Advertising,Arts & Media"
Online Advertising Specialist (Jack Russel Jeans)...,"MUSE GALLERIA CO., LTD.","Bang Rak, Bangkok","Media Strategy, Planning & Buying",Full time,35000.0,54999.0,"Job Summary: We are seeking a highly motivated and skilled Online Advertising Specialist to join our online marketing team. The Online Advertising Specialist will be responsible for planning, executing, and optimizing online advertising campaigns across various digital platforms. The ideal candidate will have a deep understanding of digital advertising strategies, including pay-per-click (PPC), display advertising, social media advertising, and search engine marketing (SEM). This role requires a data-driven mindset and the ability to analyze campaign performance to drive results. Key Responsibilities: Campaign Strategy and Planning: Develop comprehensive online advertising strategies to meet business objectives. Select appropriate advertising platforms and channels based on target audience and campaign goals. Create detailed campaign plans, including budget allocation, targeting options, and ad creatives. Campaign Execution: Set up, launch, and monitor online advertising campaigns on platforms such as Google Ads, Facebook Ads, Tiktok Ads, Lazada, Shopee, etc. Create and optimize ad creatives, landing pages, and ad copy for maximum engagement and conversions. Implement A/B testing to refine ad performance. Data Analysis and Optimization: Regularly analyze campaign performance metrics such as click-through rates (CTR), conversion rates, and return on ad spend (ROAS). Use data insights to make informed decisions and adjustments to improve campaign performance. Optimize keyword bidding, audience targeting, and ad placements for better results. Budget Management: Monitor campaign budgets to ensure efficient allocation of resources. Make budget recommendations based on performance and campaign goals. Reporting: Generate and present regular reports on campaign performance to stakeholders. Provide insights and recommendations for future campaigns. Stay Current with Industry Trends: Keep up-to-date with industry trends, best practices, and emerging technologies in online advertising. Make recommendations for adopting new advertising techniques or platforms as appropriate. Qualifications: Bachelor's degree in Marketing, Advertising, or a related field (preferred). Proven experience in online advertising and digital marketing. Proficiency in using online advertising platforms such as Google Ads, Facebook Ads Manager, and others. Strong analytical skills and the ability to work with data to drive campaign improvements. Excellent written and verbal communication skills. Detail-oriented and highly organized. Google Ads or other relevant certifications are a plus. Address: [link removed]  [link removed] Silom Edge, No. 2 Silom Road, 10th -14th Floor, Si Lom, Suriya Wong, Bang Rak, Bangkok 10500 [link removed] www.jackrussel.co [link removed]","Advertising,Arts & Media"
Production Manager/ผู้จัดการกองถ่าย,"BIG THINK CO.,LTD.","Chatuchak, Bangkok",Programming & Production,Full time,,,"หน้าที่และความรับผิดชอบ / Responsibilities วางแผนการทำงาน จัดตารางการถ่ายทำรายการที่ได้รับมอบหมาย วางแผน ควบคุม จัดทำงบประมาณเบิกจ่ายในการออกกองถ่ายทำรายการ ควบคุมและดูแลการทำงานทุกส่วนในกองถ่ายรายการ และประสานงานในส่วนต่างๆที่เกี่ยวข้อง จัดการงานต่างๆ และประสานงานในกองถ่ายรายการให้เป็นไปอย่างเรียบร้อย และสามารถแก้ไขสถานการณ์หน้ากองถ่ายให้บรรลุวัตถุประสงค์ ประสานงานทั้งภายในและภายนอกองค์การ ในส่วนเกี่ยวกับโปรดักชั่นทั้งหมด ติดตาม และ ควบคุมคุณภาพของงานเพื่อให้ได้งานที่มีประสิทธิภาพสูงสุด คุณสมบัติของผู้สมัคร / Qualifications ปริญญาตรี คณะนิเทศศาสตร์  หรือคณะที่เกี่ยวข้อง มีประสบการณ์ในสายงานที่เกี่ยวข้อง 5 ปีขึ้นไป มีทักษะทางด้านการติดต่อสื่อสาร มีบุคลิกภาพและมนุษย์สัมพันธ์ดี อดทน สู้งาน และสามารถทำงานภายใต้ภาวะกดดันได้ดี มีความคิดริเริ่มสร้างสรรค์ ขยัน กระตือรือร้น และมีความรับผิดชอบ สามารถทำงานเป็นทีมได้ วันทำงาน วันทำงาน : จันทร์ - ศุกร์ วันหยุด : เสาร์ -วันอาทิตย์และวันนักขัตฤกษ์ เวลาทำงาน : 09 : 00 น. - 18 : 00 น. สวัสดิการ ประกันสังคม ประกันสุขภาพแบบกลุ่ม ตรวจสุขภาพประจำปี งานเลี้ยงสังสรรค์และ Outing Incentive และ Bonus Contact Information Kanokporn Phoomsaap Big Think Co., Ltd. 68/2 Kamphaeng Phet 6 Road,Ladyaow, Chatuchak, Bangkok. Tel. 02-147-5658 Website : www.bigthink.co.th","Advertising,Arts & Media"
Content Writer/Researcher,"Fatu Media co., ltd.",Bangkok,Art Direction,Full time,20000.0,34999.0,Role & Responsibilities 1. คิดคอนเทนต์ไอเดียมาทำในช่อง New World Finance & The Money Game ทั้งคอนเทนต์ออริจินัลและคอนเทนต์สปอนเซอร์ตามบรีฟที่ได้รับมอบหมาย 2. หาข้อมูลจากแหล่งข้อมูลที่น่าเชื่อถือเพื่อเอามาเรียบเรียงเป็นเรื่องหรือเอามาประกอบในคลิป 3. แปลงข้อมูลออกมาเป็นสคริปต์ที่กระชับ สนุก เข้าใจง่าย ตามสไตล์ของช่อง 4. แก้ไขงานตามคอมเมนต์ที่ได้รับจากฟู๋ & ต้า คุณสมบัติผู้สมัคร 1. เข้าใจในสไตล์คอนเทนต์ของช่อง New World Finance และ The Money Game 2. ชอบหรือคุ้นเคยกับการอ่าน ฟัง ดู ข้อมูลความรู้เป็นประจำ 3. มีความขี้สงสัย ใคร่รู้ ด้านการเงินการลงทุน ธุรกิจ 4. มีความสามารถในการสื่อสาร เรียบเรียงข้อมูลออกมาให้คนดูสนใจและเข้าใจ  (**ถ้ามีประสบการณ์ที่เกี่ยวข้องกับสายคอนเทนต์หรือที่ผลงานทำให้เห็นว่ามีความสามารถด้านการสื่อสารจะพิจารณาเป็นพิเศษ) 5. มีทักษะอ่าน-ฟังภาษาอังกฤษ เพราะอาจจะจำเป็นต้องหาข้อมูลจากแหล่งข้อมูลต่างประเทศ,"Advertising,Arts & Media"
Marketing Executive (Logistics Business) - Cold Chain Express,Fuzepost Company Limited,"Lak Si, Bangkok","Media Strategy, Planning & Buying",Full time,,,"Report to : Commercial Director Working Location : Bangkok   (Lak Si) Responsibilities Oversee all performance marketing channels (SEO, SEM, Display, Affiliate, Social media) and targeted marketing including email, SMS, and app notifications as well as marketing tools such as GA, Appflyer etc Recommending and managing updates to the search algorithm to optimize search results for all search terms. Managing the internal tools and business processes that optimize the onsite search experience. Researching clean, concise, and persuasive content for SEO and SEM campaigns based on company branding, digital best practices, current market trends, and best practices. Developing the search measurement plans and dashboards; monitoring and reporting on search engine and onsite search metrics and KPIs. Benchmarking the onsite search experience versus competitors. Managing the digital campaigns and day-to-day digital content & activities for all digital channels and across channels like push, email, in-app, and more (Knowledge in Braze is a plus). Working closely with the internal team to monitor and control AdWords campaigns to ensure quality. Assisting in developing and managing AdWords and PPC campaigns. Tracking conversion rates and identifying improvements to the platform. Measuring and reporting the performance of all digital marketing campaigns, and assessing against goals (ROI and KPIs). Analyzing the trends and changes in the digital media environment to improve all advertising campaigns. Looking for new opportunities for digital marketing campaigns. Developing and managing digital marketing campaigns. Qualifications Bachelor’s Degree in marketing or any related. 5 years of digital marketing and SEO experience. Ability to develop well-written, well-researched copy for search-related online marketing activities. Ability to implement SEO best practices both technical and non-technical. Experience in digital media such as Google AdWords, GDN, Facebook, Instagram, Youtube, and Twitter Advertising.","Advertising,Arts & Media"
Marketing Communication & Media Planner / 90K,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,"Media Strategy, Planning & Buying",Full time,,,"Position: Marketing Communication & Media Planner Business: Non – life Insurance Company size: 2,000 HCs Time: Mon – Fri, 8:30 - 17:00 Location: MRT Thailand Cultural Center Salary: Up to 90 K & Bonus Responsibilities: Responsible for developing 360-degree strategic communication and effective media plan to align with company's objective; help increase sales volume and promote personal insurance product awareness. Be responsible for initiating marketing communication strategy for both internal and external communication as well as execute the action plan in order to achieve business objectives To explore new innovative idea & strategic direction to enrich and grow overall new product launching and need to ensure the alignment with marketing communication strategy Determines public relations function, press release, PR interviews, press conferences, E-newsletter and marketing event. Initiate and accomplish marketing communication materials, propose creative marketing materials and Insightful or real time creative ad, testimonial ad, product VDOs and web film commercial for all projects Ensure all marketing assets are aligned to brand standard guidelines, delivered on time and to the highest quality To develop plan & budget control of media plan to reach efficient awareness and sales opportunity. Manages relationships with business partners, negotiates win-win partnerships media Planning and leading the execution of marketing campaigns, Sales Campaign, Customer Campaign and Partner Campaign to achieve key business outcome. Track campaign performance closely and take actions quickly if anything is going off-track. Evaluate campaign performance and define key learning for future campaign enhancement to ensure their success. Conduct post-promotion campaign analysis and measure campaign effectiveness for further improvement. Drive growth in across all channels, and ensure to deliver committed channel sales target Responsible for execution of marketing activity, booth/event Any other ad-hoc projects or other related assignments Qualification: Bachelors required (Communications or business preferred). MBA or relevant advanced degree preferred. 5-10 years’ experience in communication development Experience in working with leaders in a management position Knowledge of technology, communication tools and channels Initiative/Creative/Proactive Ability to think analytically and strong work ethic and positive attitude. Good under stranding of target group. Able to craft a suitable marketing communication. Good English communication is preferable Interested candidates are invited to write in with full resume (MS Word or PDF), starting present and expected salaries, and enclosing a recent photograph to the address below: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 Thailand Only shortlist candidates will be contacted","Advertising,Arts & Media"
Online Media Specialist,"Plusventure Co., Ltd.",Bangkok,"Media Strategy, Planning & Buying",Full time,,,"Key Responsibility: Responsible for the day-to-day management and operation of one or more digital projects by creating opportunity, present, and plan on online marketing campaigns. Understand consumer behavior and coordinate with Production, Media and Account Manager Team to ensure the timely and successful delivery of our solutions according to customer needs, budget  and objectives. Provide end-to-end project management, including scope, budget, detailed planning and monitoring of project progress. Plan Online Advertising Campaign including Google, Facebook, Instagram, Tiktok,  Twitter etc  and Set KPI for customer Create, maintain and improve online advertising campaigns performance Manage all related tagging, such as GTM, GA, Autodigi, UTM etc., to analyze and maximize campaign performance Identify trends and insights, and optimize spend and performance based on the insights Prepare reports on account status regarding the Digital Marketing Result by using Analytic Tools (Google Analytics, LINE, Google Ads, Youtube, Facebook etc.) Highlight risk and develop plans to deal proactively with issues when and if they arise during the project to resolve them and also be on the lookout for opportunities to explore as potential new projects. Understand various social media, web technologies, and digital marketing trends, Chatbot and Ebook ; to develop current campaigns. Set and adjust the client’s expectations, in terms of prioritizing issues for the team and tasks that need to be delegated. Key Competencies: Be Passionate about reading, learning new things and self improving. Be creative and like challenging things. Proven work experience as a  Project Manager, Key Account Manager, Sales Account Manager, Junior Account Manager or relevant role in Digital Marketing or a related field for 1-3 years (Preferable) Be able to use Project Management Platform High endurance and be able to work as a team Be knowledgeable and understandable of the target group and principle of marketing. Interested in online marketing especially Google and Facebook Interested in consumer behavior and tech-savvy professionals, with a deep knowledge of how technology works to achieve business goals. Experience delivering client-focused solutions to customer needs Proven ability to juggle multiple account management projects at a time, while maintaining sharp attention to detail Be able to work overtime in urgent cases Analytical mind, result oriented and well adapted to change Solid experience with MS Office (particularly MS Excel) Excellence verbal and written communication skills, as well as listening, negotiation and presentation abilities. Strong problem solving skills. BA/BS degree in Business Administration, Sales or relevant field PLUSVENTURE Co.,Ltd. Floor 32nd , AIA CAPITAL CENTER Ratchadaphisek Road, Din Daeng, Bangkok 10400 (Near MRT Thailand Cultural Centre) http://www.plusventure.co.th [link removed]","Advertising,Arts & Media"
Senior Strategic Planner,"Like Me Co., Ltd.",Bangkok,"Media Strategy, Planning & Buying",Full time,25000.0,34999.0,"[ == Job Description == ] Collaborate with executives to develop long-range, strategic goals for the organization. Identify and review market trends Monitors business unit to produce business and product plans. Serves as negotiator with third parties for potential mergers or product acquisitions. [ == Job Qualification == ] At least 3 year of experience in the industry or acting as a consultant on major strategic planning projects required. Excellent Communication and negotiation skills. Thorough understanding of management and business strategy. Strong analytical and problem solving skills. Strong supervisory and leadership skills. [ == สวัสดิการ == ] ทำงานวันจันทร์ - ศุกร์ (Flexible working hours) Hybrid working แต่งตัวตามสบาย ประกันสังคม ประกันกลุ่มสุขภาพ (AIA) แต่งตัวตามสบาย ปรับเงินเดือนประจำปี Company Outing Company party, Fun activities Unlimited Learning with FutureSkill ออฟฟิศอยู่ติด BTS กรุงธนบุรี ลงแล้วถึงเลย . [ == รู้จัก Likeme Digital Empire == ] บริษัทอายุ 12 ปี เติบโตต่อเนื่องทุกปี แม้เป็นช่วงโควิด บริษัทเติบโตรวดเร็วตลอดเวลา พนักงานสามารถเติบโตได้อย่างรวดเร็ว เป็นกลุ่มบริษัทด้าน Digital และ Content ขนาดกลาง มีพนักงานรวมมากกว่า 200 คน มีแบรนด์ที่มีชื่อเสียงและเป็นที่รู้จักมากมาย เช่น Infographic Thailand, aomMONEY, ถุงเงิน Family, Future Trends, FutureSkill. [ == เกี่ยวกับ Likeme Digital Empire เพิ่มเติม == ] Infographic Thailand https://www.facebook.com/infographic.thailand [link removed] aomMONEY https://www.facebook.com/aommoneyth [link removed] Future Trends https://www.facebook.com/futuretrends.th [link removed] FutureSkill https://www.facebook.com/futureskill.co [link removed]","Advertising,Arts & Media"
Strategic Brand/Marketing Communication,"CORO Brothers Co., Ltd.","Huai Khwang, Bangkok","Media Strategy, Planning & Buying",Full time,,,"Brand: CORO Wellness Link Company: https://corofield.com [link removed] | hhttps://www.linkedin.com/company/corofield/ [link removed] Location: CW Tower Ratchada, BKK Position:  Strategic Brand/ Marketing Communication Job Descriptions: Develop and execute marketing plans that align with the overall brand strategy effectively in the market. Plan and execute digital marketing campaign on social media. Build and maintain a strong social media presence. Oversee overall Key visual and work closely with Graphic Designer Identify and collaborate with influencers and strategic partners to increase brand visibility and credibility Analyze marketing campaign performance metrics, derive actionable insights, and use data-driven strategies to optimize future campaigns. Manage budgets and timelines within scope with quality. Requirements: 5-7 years of experience in digital marketing, with focus on brand storytelling and communication Strong in creative thinking and idea conceptualize Passionate and open-minded to learn new things Be a creative person and think out of the box Good command Thai and English Well-organized, punctual, good service mind and pleasant personality Strong project management skills, with the ability to manage multiple projects simultaneously and meet tight deadline. If you have experience working with cosmetics or skincare companies, it will be considered a plus Our Benefit & Perks: Startup Culture with Growth mindset Flexible hours focused on key results Quarterly 2-day Holidays with 3,000 THB vacation support Sharing session with the best of minds in Thailand Co-Working Space 24/7 Free Lunch & Snack WFH Laptop kit Company Outing Trip Life insurance We really do have a very Positive and Energetic environment Welcome to CORO FIELD – where your journey to create a healthier world begins.","Advertising,Arts & Media"
