Job_Title,Company,Location,Job_Position,Job_Type,Salary Min,Salary Max,Job_Description,Tag
BA & Mutual Fund Customer Engagement & Experience,TMBThanachart Bank or ttb / ทีเอ็มบีธนชาต หรือ ทีทีบี,"Chatuchak, Bangkok",Management,Full time,,,"Job Scope: Lead and handle full cycle of Bancassurance/deposit project including planning, implementing and communicating Lead and determine business requirements, project analysis, project scope/goal/delivery ability and design activities Manage project budget & timeline Monitoring and review project deliverable and provide feedback to the development team. Identify and manages risks and issues, with timely escalation Performing project evaluations and assessment of results Ensuring projects are effectively handed-over to the business with thorough change management Qualifications: Bachelor or Master degrees in business, marketing, communication, or related fields At least 7 years of proven experience in managing end to end digital marketing campaigns, especially in financial industry. Background in bancassurance/deposit marketing and/or customer experience is a plus. Expert in go-to-market marketing strategy, communication tactic, post analysis and optimization Strong strategic thinking and analytical skills High competence in handling projects and with value chain management Ability to work under pressure with effective time management. Creative, resourceful and attention to detail Excellent interpersonal, written, and oral communication skills","Manufacturing,Transport & Logistics"
Logistics Staff (20K–30K) (SDG-101821)/พนักงานฝ่ายโลจิสติกส์,"RGF HR Agent (Thailand) Co., Ltd.","Bang Rak, Bangkok",Import/Export & Customs,Full time,,,"<Job responsibilities> Build up the delivery system with warehouse Gather quotations and compare which companies are the best choice Plan the delivery routes according to clients' locations Manage import Food procedures Manage domestic logistics by own tracks Arrange the tracks and drivers for delivery Communicate with Japan Headquarter about the delivery schedule Prepare necessary documents about import, logistics or delivery Communicate and Prepare plans about effective picking up/delivery plan with logistics company Other tasks as assigned <Necessary Skill / Experience > Bachelor's degree At least 1 year experience in managing domestic logistics and import/export tasks Conversational middle level of English (Communicate with Japanese MD) Person who is proactive to learn various tasks <Preferable Skill / Experience> Experience in Food industry Conversational high level of Japanese Language Skill English level : Conversational Japanese level : None Workplace Area: BTS Sala Daeng Working Hour: 8:30-17:30(Mon - Fri) About the Benefits 20,000–30,000THB About the company Product & Service :     Food from Japan Business Type: Food / Beverages; HOW TO APPLY FOR A JOB, *** Please submit your resume with recent photo, your current & expected salary and reference: Logistics Staff (20K–30K) (SDG-101821) *** any query regarding this Job or application method, please call Tel. 02-021-0333 689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306 Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 10110 Website: www.rgf-hragent.asia [link removed] and find us on Facebook: RGF Thailand [link removed]","Manufacturing,Transport & Logistics"
Vendor Management Specialist (Transportation Business),KMMT LIMITED.,"Bang Rak, Bangkok",Freight/Cargo Forwarding,Full time,,,"Job Description Job summary for Specialist Level : To enhance the Company’s ability to provide quality service to its customers by acting as a liaison between sales, operations and vendors. This role will focus in strategic vendor sourcing, vendor procurement, vendor coordinator as well as develop effective vendor relationship management plan. Responsibilities: Sourcing new transporter vendors, manage transport bidding, analyze rates and all procurement-related activities both FTL and LTL Create, manage, update and maintain rate schedules and benchmark rates for new lanes in tariff cost system Improve standard vendor selection program, onboard new vendors to network, supporting system and  register all profiles in vendor portal system Lead all transport digital transformation projects and support the implementation in order to achieve business benefits and complete required tasks as planned Meeting with suitable vendors to assess their products, inquire about their services, negotiate pricing, and communicate any product or service-related concerns. Evaluating current vendor management programs to ensure that the best vendors are secured and Developing and sustaining long-standing relationships with company-approved vendors  and identifying ways to improve them. Address and resolve vendor-related issues regarding transport pricing terms & conditions, quality, service and invoicing issues with vendors Prepare monthly vendor management performance report on a regular basis. Requirements: Bachelor’s degree in  Logistics, Supply Chain Management or related business filed. Fluency in written and oral communication (English and Thai) At least 4  years of experience in Logistics, Supply Chain, Freight Forwarding, shipping industry, road/sea transportation or export/import cargo. Have experience in transport pricing vendor relationship management, vendor sourcing will be advantage Ability to work with and learn from different Computer Systems Analytical understanding of data and ability to represent it to different Business Units based on their needs Good understanding logistics and transportation system is an advantage If you have the energy and qualifications to add to our velocity, please send your CV together with your present and expected salary by click ""Apply Now""  to Human Resources Department 803, 8th Floor, Chao Phya Tower, 89 Soi Wat Suan Plu, New Road, Bangrak, Bangkok 10500 Tel: 065-512-0500 (K.Mai)","Manufacturing,Transport & Logistics"
Technical Manager (Marine Engineering),Nathalin Group,"Bang Na, Bangkok",Other,Full time,,,"งานอำนวยการฝ่าย วางแผน กำหนดเป้าหมายและมาตรฐานการปฏิบัติงานในฝ่ายให้มีประสิทธิภาพและเกิดประสิทธิผลสูงสุด วางแผนและจัดทำงบประมาณค่าใช้จ่ายต่าง ๆ ประจำปีของฝ่าย ให้สอดคล้องกับนโยบายและเป้าหมายของบริษัท นำเสนอผู้บังคับบัญชาพิจารณา และควบคุม บริหารจัดการ การใช้จ่ายให้เป็นไปตามงบประมาณที่กำหนด ควบคุมการใช้ทรัพยากรต่าง ๆ ในฝ่าย ได้แก่ กำลังคน วัสดุ อุปกรณ์ ให้เกิดประสิทธิผลสูงสุด ตรวจสอบและอนุมัติการเบิกจ่ายวัสดุ อุปกรณ์สำนักงานในฝ่าย ตามอำนาจหน้าที่ที่กำหนด กำหนดแนวทางการทำงานให้ประสานและสนับสนุนกัน เพื่อเพิ่มประสิทธิภาพการทำงาน จัดทำรายงานสรุปผลการดำเนินงานของฝ่ายประจำเดือน นำเสนอผู้บังคับบัญชา เข้าร่วมประชุมผู้บริหารตามกำหนดนัดหมาย เพื่อชี้แจงความก้าวหน้าของงาน ปัญหาที่พบ และแนวทางแก้ไข กำกับดูแลการจัดทำเอกสารในระบบบริหารคุณภาพเช่น Procedures และปฏิบัติงานให้สอดคล้องกับนโยบายคุณภาพฯ วางขั้นตอนและระบบการทำงาน เพื่อใช้เป็นแนวทางในการปฏิบัติงานให้ได้ตามมาตรฐานที่กำหนด ศึกษา หาข้อมูล แนวทางในการปรับปรุงระบบหรือวิธีการทำงาน หรือเทคโนโลยีใหม่ ๆ เพื่อเพิ่มประสิทธิภาพและสนับสนุนการทำงานของฝ่าย วางแผนและกำกับ การจดทะเบียนเรือไทย ,โอนกรรมสิทธิ์, จดจำนอง ,ต่อใบอนุญาตใช้เรือและใบรับรองต่างๆ ตรวจสอบและกำกับการจัดทำรายงานสรุปปริมาณการใช้วัสดุสิ้นเปลืองประจำเดือนของกองเรือ งานบริหารการซ่อมและบำรุงรักษาเรือ (PMS) ทบทวนงบประมาณและแผนงาน PMS ประจำปี พิจารณาและสรุปแผนงานให้สอดคล้องกับเป้าหมายและนโยบายที่บริษัทกำหนด กำกับ ดูแลการปฏิบัติงานของผู้ใต้บังคับบัญชาให้ปฏิบัติงานตามแผน PMS ที่กำหนดไว้อย่างเคร่งครัด ตรวจสอบรายงานสรุปความก้าวหน้าในการปฏิบัติงานตามแผนบำรุงรักษา (PMS Progress Report) ประจำสัปดาห์ของเรือแต่ละลำ เพื่อใช้เป็นข้อมูลประกอบการติดตามงานและปรับปรุงแผนงานให้เหมาะสมและเกิดประสิทธิภาพสูงสุด วางแผนการตรวจเยี่ยมเรือประจำปี (Management Visit) เป็นการสุ่มตรวจสอบการปฏิบัติงานของผู้ใต้บังคับบัญชา ตรวจสอบสภาพเรือ เครื่องจักร/เครื่องกลเรือ และอุปกรณ์ต่าง ๆ ให้เป็นไปตามมาตรฐานและหลักเกณฑ์ที่กำหนดของเรือแต่ละลำ กำกับ ดูแล ติดตามการนำเรือเข้าอู่ ให้เป็นไปตามแผนงาน และภายในเวลาที่กำหนด ตลอดจนตรวจสอบรายงานผลการเข้าอู่ของเรือ และนำเสนอผู้บริหารรับทราบ ประสานงาน ตรวจสอบ และติดตามการเข้าตรวจเรือตามรอบเวลาที่กำหนด ร่วมปรับปรุง แก้ไข อำนวยการให้เรือสามารถใช้งานได้อย่างถูกต้องตามมาตรฐาน กฎระเบียบ และข้อบังคับต่าง ๆ สรุปผลการปฏิบัติงานตามแผน PMS ประจำปี นำเสนอภาพรวมในที่ประชุมผู้บริหารและหน่วยงานที่เกี่ยวข้อง เพื่อหาข้อตกลงร่วมกันในการจัดทำแผน PMS ของปีถัดไป ให้คำปรึกษา คำแนะนำ เกี่ยวกับงานซ่อม บำรุงรักษาเครื่องจักร/เครื่องกลเรือ ที่ผู้ใต้บังคับคัญชาไม่สามารถตัดสินใจ หรือแก้ไขได้ด้วยตนเอง ประชุมทีมงาน เพื่อร่วมแก้ปัญหาเมื่อมีเหตุฉุกเฉิน และหาแนวทางการแก้ไขไม่ให้เกิดซ้ำ กำกับดูแล ตรวจสอบ และติดตามการดำเนินงานตามแผนมาตรการป้องกันมลภาวะจากเรือ ให้เป็นไปตามข้อกำหนดของกฎหมาย และนโยบายของบริษัท ควบคุมค่าใช้จ่ายในงานของฝ่ายทั้งหมดให้อยู่ในงบประมาณที่กำหนด อาทิ ค่าใช้จ่ายตามแผนงาน PMS ค่าอุปกรณ์ Spare part ค่าใช้จ่ายประจำเดือนของเรือ ค่าใช้จ่ายในการปฏิบัติงานของพนักงาน เป็นต้น ตรวจเช็คข่าวสารประจำวันจากเรือ ทาง Email ได้แก่ งานซ่อมทำ เหตุฉุกเฉิน อุบัติเหตุ เป็นต้น เพื่อติดตามสถานการณ์ หาแนวทางป้องกัน แก้ไข ได้ทันท่วงทีหากมีเหตุผิดปกติ หรือฉุกเฉินเกิดขึ้น ศึกษา สืบค้น ติดตามข่าวสารที่เกี่ยวข้องอยู่เสมอ เช่น กฎหมาย ระเบียบข้อบังคับ วิทยาการด้านเทคนิคเครี่องจักร/เครื่องกลเรือ การเดินเรือทางทะเล เป็นต้น เพื่อใช้เป็นแนวทางในการพัฒนา ปรับปรุง เพิ่มประสิทธิภาพการทำงานอย่างต่อเนื่อง งานบริหารบุคลากร กำหนดแนวทาง ขอบเขต วิธีการปฏิบัติงานในฝ่ายให้เหมาะสม รวดเร็ว และมีประสิทธิผล เพื่อให้บริการฝ่ายต่าง ๆ และกลุ่มบริษัท ติดตาม ตรวจสอบการทำงานของผู้ใต้บังคับบัญชาเพื่อมอบนโยบาย ตรวจสอบการทำงาน และแก้ไขปัญหาที่เกิดขึ้น วางแผนกำลังคนในฝ่ายให้สอดคล้องและเหมาะสมกับปริมาณงานในหน้าที่รับผิดชอบ คัดเลือกและสัมภาษณ์พนักงานใต้บังคับบัญชาให้ได้คุณสมบัติที่เหมาะสมกับลักษณะงานที่กำหนด พัฒนาบุคลากรใต้บังคับบัญชาให้มีความรู้ ทักษะ และทัศนคติที่ดีในการทำงาน และให้สอดคล้องกับทิศทางขององค์กร สอนงานและให้คำปรึกษาแนะนำแก่ผู้ใต้บังคับบัญชา และร่วมกันกำหนดเป้าหมายในการทำงาน เพื่อให้บรรลุวัตถุประสงค์ของบริษัท กำหนดตัวชี้วัดผลงาน (KPI) ความสามารถในการบริหาร (Managerial Competency) และความสามารถในงาน (Functional Competency) ของผู้ใต้บังคับบัญชา เพื่อใช้ในการประเมินผลการปฏิบัติงาน ประเมินผลการปฏิบัติงานของผู้ใต้บังคับบัญชา เพื่อให้การปฏิบัติงานบรรลุเป้าหมายตามวัตถุประสงค์ของบริษัท วางแผนการฝึกอบรมและพัฒนาบุคลากรในฝ่ายในทุกระดับชั้นอย่างต่อเนื่อง เพื่อให้เกิดประสิทธิภาพสูงสุดในการทำงาน ปฏิบัติงานในหน้าที่อื่น ๆ ตามที่ได้รับมอบหมายจากผู้บังคับบัญชา คุณสมบัติ จบการศึกษาระดับปริญญาตรี วิศวกรรมศาสตร์ สาขาเครื่องกล  พาณิชย์นาวีเครื่องกลเรือ หรือสาขาอื่น ๆ ที่เกี่ยวข้อง มีประสบการณ์ 8 ปีขึ้นไป ด้านงานซ่อมบำรุงเครื่องจักร/เครื่องกลเรือ และมีประสบการณ์ในระดับผู้จัดการหรือเทียบเท่าไม่น้อยกว่า 5 ปี หรือเคยปฏิบัติงานในตำแหน่งต้นกลหรือรองต้นกลไม่น้อยกว่า 5 ปี","Manufacturing,Transport & Logistics"
Sales & Marketing Staff/้เจ้าหน้าที่ฝ่ายการตลาด,Usui International Corporation (Thailand) Ltd.,Chon Buri,Management,Full time,,,"Qualification Bachelor's degree in Marketing, Management or related fields 0-2 years' up experience in marketing, sales, customer service or related (New graduate are welcome) Good computer skill ( Word, Excel, Power Point ,Outlook ) Good communication in English (TOEIC 550 Point up) Roles and Responsibilities 1. Coordinate with international customers to support any requirement, feedback, or complaint. 2. Make a request for quotation and cost break down. 3. Present the products and services of the company. 4. Expand new customer groups in the field. 5. Summary of monthly sales report for analysis strategies to boost company sales.","Manufacturing,Transport & Logistics"
Merchandiser / Product development (Fashion Brand)/ผู้บริหารผลิตภัณฑ์...,"WE MAKE GOOD STUFF CO., LTD.","Ratchathewi, Bangkok",Pattern Makers & Garment Technicians,Full time,,,"Job Descriptions Dealing with vendors for the product development and production. Providing new suppliers which have facilities to support business. Sourcing materials and suppliers for new construction development. Coordinating with planning to ensure lead time of development and production. Coordinating with designers to ensure the samples are meet their requirement while the cost is still under target. Controlling the cost price and negotiating Price negotiation in situations where the cost does not meet target price. Qualifications Bachelor degree in Textile/Garment or related field. Direct experience in sourcing and dealing with fashion garment manufacturers. Knowledge of printing & pattern, garment merchandising sourcing, quality and product development. Strong skills in dealing with suppliers for production process, raw material selection, material planning, production ordering and costs calculation. Able to communicate in English สถานที่ทำงาน : ถนนเพชรบุรี (MRT) Brand : ASTRO Stuffs www.astrostuff.com","Manufacturing,Transport & Logistics"
Marketing Communication Manager,"THE MALL GROUP CO., LTD. ( HEAD OFFICE )","Khlong Toei, Bangkok",Management,Full time,,,"Responsibilities: Managing, planning and executing on campaign, brand promotion, event, and tenant co-creation Taking care of all online media platform (including all branches) eg, Facebook, Instagram,Website, and Twitter Develop Strategic Communications: planning for promotion and dissemination of product,service, membership privileges, digital marketing content and advertising Develop & Implement Social media: manage social media profile and quality contents on Facebook and Youtube including response to customers' queries and comments on socialmedia also build long-term relationships with target audiences Social media networking & Advertising; manage and develop online contents which creators (online influencers or publishers) generated for communications to public through theappropriate channels and the right target audience for maximum exposure Track & Report Marketing Campaign Performance Assist in various communications; Prepare and draft many kind of online communication materials (press release, email, website, social medias) Manage Marketing Communications Budget Qualifications: Bachelor’s degree or higher in Marketing, Marketing Communication, Mass Communication or related field. 5-10 years’ experience in marketing, especially in the Retails business. Good command of English in both speaking and writing skills. Computer literacy in MS Office (Word, Excel, PowerPoint). Well organized, creativity, communication, and multi-task skills. Work Location : The Emporium","Manufacturing,Transport & Logistics"
Senior Import - Export Officer,UBIS (ASIA) Public Company Limited,"Yan Nawa, Bangkok",Import/Export & Customs,Full time,,,"1. Create import/export documentation both within and outside of the scope of SAP. 2. Process and ensure accuracy of customs documentation. 3. Assist freight forwarders and customs brokers with import and export issues associated with all shipments. 4. Track, trace and report shipments to ensure timely delivery. 5. Assist in handling and resolving freight claims. 6. Review thoroughly and print all import documentation to ensure full Import. 7. Maintain all files and paperwork relating to import/export matters. 8. Coordinate import & export including sea fright booking, land transportation and dealing with the relevant documents and authorities. 9. Be responsible in documents related to import and export and any related tasks. 10. Coordinate with internal and external parties in order to ensure the completeness of the document submission process. 11. Manage to deliver the tasks related to P/O, Invoice, Paking lists and other related tasks. 12. Other related tasks as assigned.","Manufacturing,Transport & Logistics"
PR & KOLs Specialist,Beautrium Company Limited,"Pathum Wan, Bangkok",Management,Full time,,,"Key Responsibilities Oversees & establish PR & communications objectives, priorities, plans and processes, consistent with business and brand goals Deliver a clear PR strategy & plan to build the brand amongst stakeholders, customers, through communications campaigns, content/marketing ideas that are effectively delivered Develop and execute influencer marketing strategies Identify and build relationships with prominent influencers Find Influencers for product promotions and Influencer marketing. Research and analyse target audience to identify influencers which match with product and campaign. Keep abreast of emerging trends, technologies and influencers. Liaising with Supplier and MerchandiseTeam to come up with a PR & communications plan for each brand. Oversees all reporting around PR & Influencer programs in alignment with key seasonal and campaign objectives, based on existing/new platforms & consumer insights in partnership. Qualifications Bachelor’s Degreein Public Relations, Marketing,Business Administration or any related fields. At least 3-5 years of working experience inPR & Communications withi nfluencers or celebrities. Excellent computer skills and social media. Excellent communication skills, both written and verbal, ability to articulate clearly and concisely across various levels of the organization and problem-solving skills.","Manufacturing,Transport & Logistics"
URGENT!! Demand Planning Supervisor @ MNC Company (Up to 65K),"Timesconsult Co., Ltd.",Bangkok,Other,Full time,,,"Report to: Assistant Manager, Supply Chain Operations Location : Bangkok, BTS line Qualifications: Bachelor’s degree in Business Administration / Business Science and/or Logistics. At least 3-5 years working experience in Demand Planning / Production Planning / Material Planning / Distribution Planning. Inventory Control, Project Management experience as a plus. Strong Computer skills including the complete Microsoft Office package. Experience with inventory planning systems and ERP software is a must with a preference for Oracle. Good communication skills in English (both Oral & Written). Strong analytical & planning Skills. Project management skills will be an added advantage. Certificates of CPIM/ CSCP are preferred. Good presentation and reporting skills Good time management and multi-tasking management skills Good organizational and problem solving skills with the ability to changing priorities Ability to prioritize works for effective implementation. Ability to interact effectively with all levels. Strong customer service and result orientation. Ability to adapt as the external environment and organization evolves. Job responsibilities: This position reports to Assistant Manager, Supply Chain Operations, assist in warehouse operations and inventory control for Hong Kong and Macau offices and undertake any tasks as assigned by Assistant Manager from time to time: Inventory Planning: Work with local cross functional teams for local S&OP process to review regularly the market forecast and continue drive forecast accuracy. Regular review market inventory status with latest forecast, highlighting the inventory risks timely and work with Regional team to take necessary actions to minimize the risks. Do the deployment planning to timely replenish products from mother warehouse to other locations in the market. Do the kitting planning to ensure the kits availability in the market. Generate monthly back order report. Review aged inventory and work with Regional team to minimize the inventory obsolete risk. Coordinate to implement any new Planning policy, tools or reports from Global or Regional. Other inventory optimization activities for the market. Inventory Control: Verify daily inventory in/ out transaction and maintain accurate data. Coordinate with Warehouse Operation team to lead Daily Cycle Counts Program & Annual Physical Counts in compliance of Supply Chain Procedures / Company Policies. Monitor and Report Inventory accuracy for all Inventory locations in the Market on monthly basis. Conduct weekly meetings with Warehouse teams to review Inventory Accuracy. Ensure all Count Tags are entered within 24 Hours of count . All variances must be reported & processed for approvals in Business Suite as per SOP defined. Monitor SOX for all inventory locations and ensure compliance of controls as per process memo on monthly basis. Be responsible for the month-end closing process. Timesconsult Co., Ltd. 1 Empire Tower, 47th floor, unit 4703, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 Tel: 02 686 1293 / cell : 064 931 5578 www.timesconsult.com / www.askheadhunter.com","Manufacturing,Transport & Logistics"
Warehouse Manager/Assistance Warehouse,eastconsult Company Limited,Samut Prakan,"Warehousing, Storage & Distribution",Full time,,,"POSITION OVERVIEW Ability to plan, organize, lead, and participate in the operations and activities of the Warehouse; train, supervise, and direct warehouse support staff. RESPONSIBILITIES Plan, organize, supervise, and participate in daily warehouse operations and activities, including the receipt, documentation, storage, safety, and distribution of tools and materials. Inventory, store and manage maintenance of all tools; manage and maintain inventory spreadsheet. Receive and oversee tracking of all incoming lighting, switchgear, and fire alarm deliveries Receive, and coordinate with logistics partners and carriers, overseeing tracking of all incoming freight deliveries to ensure timely deliveries and cost-effective transportation solutions. including quality assurance, inventory control, space management, logistics, floor productivity, shipping, and customer service Oversee daily operations while controlling and managing inventory and logistics including Route, scheduling, and preparing orders for delivery manage the flow and quality of work to maximize efficiency and comply with legal regulations; oversee loading and unloading of Gaston delivery vehicles Organize and maintain warehouse appearance and functionality Work with Prefab and Field in scheduling deliveries to job sites; communicate with PMs on inventory. Observe standards of health and hygiene enforce safety regulations to create a safe working environment and minimize accidents including maintaining the warehouse in a clean, safe, and orderly condition. Establish warehouse standards and procedures. Lead and Maintain staff by recruiting, selecting, orienting, training, supervision, and performance evaluations to ensure staff meets departmental objectives and efficient team. Perform other duties as assigned. Operate forklift truck as necessary. QUALIFICATIONS 1-5 years prior warehouse experience required; 2-5 years management experience required. Forklift experience required (certification/training required) Knowledge of machinery, hand tools and the machinery industry is preferred. Strong attention to detail and accuracy Proficient knowledge of inventory and inventory controls. Strong leadership and team management abilities, with a focus on motivation, coaching, and performance improvement. EXPERIENCES REQUIRED Warehouse experience: 1-5 years (Preferred) Moderate written and spoken English/German will be an advantage. Experienced working in MDF, Spare parts, wood products, engineering industrial.","Manufacturing,Transport & Logistics"
Research and Development/เจ้าหน้าที่วิจัยและพัฒนาผลิตภัณฑ์,"Thai Fine Foods (TFF) Co., Ltd.","Mueang Pathum Thani, Pathum Thani","Production, Planning & Scheduling",Full time,,,"Responsibilities: วิจัยและพัฒนาผลิตภัณฑ์ใหม่ให้กับบริษัทและตามความต้องการของลูกค้า ปรับปรุงและแก้ไขปัญหาที่เกี่ยวข้องกับผลิตภัณฑ์ให้เป็นไปตามมาตรฐานที่กำหนด ควบคุมและตรวจสอบคุณภาพของผลิตภัณฑ์ จัดทำ เอกสาร GHPs / HACCP/ FSSC22000 ที่เกี่ยวข้องกับงานวิจัยและพัฒนาผลิตภัณฑ์ ประสานงานกับฝ่ายอื่นที่เกี่ยวข้อง งานอื่นๆตามที่ได้รับมอบหมาย Qualifications: รับพิจารณาเด็กจบใหม่ จบปริญญาตรี ด้านวิทยาศาสตร์การอาหาร เทคโนโลยีการอาหาร วิศวกรรมอาหาร หรือสาขาที่เกี่ยวข้อง มีประสบการณ์ในอุตสาหกรรมอาหารอย่างน้อย 1 ปี หรือทำงานที่เกี่ยวข้องกับ R&D จะพิจารณาเป็นพิเศษ มีทักษะด้านการทำอาหาร / การชิมอาหาร ผ่านการอบรมและเข้าใจมาตรฐาน GHPs HACCP และ FSSC22000 จะพิจารณาเป็นพิเศษ สามารถใช้ภาษาอังกฤษในการอ่าน / เขียน และใช้งานคอมพิวเตอร์ได้ มีความรับผิดชอบ มีน้ำใจ มีความอดทน มีมนุษยสัมพันธ์ที่ดี ชอบเรียนรู้ มีความคิดสร้างสรรค์ สามารถทำงานล่วงเวลาได้ และสามารถค้างคืนต่างจังหวัดได้ สามารถขับรถและมีใบอนุญาตขับขี่จะได้รับการพิจารณาเป็นพิเศษ สวัสดิการ ประกันสังคม เบี้ยขยัน, ค่าตอบแทนพิเศษ โบนัสตามผลงาน / ตามผลประกอบการของบริษัท สวัสดิการอื่นๆตามที่บริษัทกำหนด ทำงาน 5 วัน / สัปดาห์ (จันทร์ - ศุกร์)","Manufacturing,Transport & Logistics"
Production Engineer/วิศวกรฝ่ายผลิต,Polyplex (Thailand) Public Company Limited,Rayong,"Production, Planning & Scheduling",Full time,,,"Key responsibilities: Process and operation of coating machine and slitter. Basic inline quality measurement in Film / offline coating Experience in manpower management and training Monitoring and report preparation as required Good communication skill and basic E-mail etiquette Basic understanding of English language is a plus Job description: Ensure compliance to production plan. Ensure quality check and availability of RM prior to production. Understand machine parameter setting and operation of coating unit. Ensure minimum downtime on machine. Identify and prepare report for critical maintenance requirements and co-ordinate with maintenance team for rectification. Process Parameter settings as per standard in the process manual. Ensure continuous monitoring of Coating /Film Station for quality during production. Prepare deviation reports if any. Ensure proper cleaning of Coating Unit and deliver coating weight as per standards Ensure mixing of chemicals as per recipe and prepare mixing record report. Ensure cleaning of coating station as per work instruction. Ensure gravure cleaning by ultrasonic and prepare report of gravure health. Prepare OPL, Kaizen and improvements and ensure training to team and execution of approved Work instructions. Ensure Sample Cutting by team and training to team for basic checks like GSM measurement. Prepare shift schedule and control manpower leaves/absence. Monitor the quality of product and ensure timely corrective action (Maximize A grade production and minimize wastage) Ensure online Inspection for Physical defects like scratches, wrinkles and creases. Mill roll card / history preparation Adherence to safety norms and training to team on safety instructions","Manufacturing,Transport & Logistics"
Marketing TV Supervisor (Thairath TV),"TRIPLE V BROADCAST CO., LTD.","Chatuchak, Bangkok",Management,Full time,,,"Responsibilities: Responsible for Thairath TV channel growth and user engagement Understand digital tv ,algorithm and marketing strategy Analyze metrics related to the channel and adjust content plan based on insights Evaluating and developing our marketing strategy and marketing plan Plan and Develop digital strategy & campaigns, budget assignment, media planning, post & pre evaluation of campaign contents Work closely with partners in leveraging partnership Job Specifications: Bachelor degree or higher in Marketing, Business Administration, Communication Arts or related field At least 5 years experience in marketing, marketing communications, digital marketing or related field Good understanding of digital tools and social media platform Experience in Digital marketing task Excellent analytical and project management skills. Experience in digital tv marketing is preferable","Manufacturing,Transport & Logistics"
E-Commerce Manager,Betime beauty house,"Pathum Wan, Bangkok",Management,Full time,,,"Jobs Descriptions: Drive the e-commerce channel to achieve sales target and key KPI through the development and execution of the e-commerce strategy Create plan and optimize online advertising campaigns in all paid marketing channels (e.g., Facebook , Shopee , Lazada , Tiktok shop) Build strong relationships with platforms (e.g., Facebook , Shopee , Lazada , Tiktok shop) taking lead on account management. Backend settings and monthly and quarterly performance reviews. Develop and execute business plans in conjunction with the platform. Negotiating on visibility and support to drive performance Analyze customer’s journey, support best shopping experience and conversion rate to understand customer behavior and improve conversion rate Supervise external teams to successfully accomplish tasks and attain the company's objectives Conduct weekly/monthly performance reports and analyze product sales statistics/ promotion success. for further marketing and recommend analytics-driven changes to Brand Able to guide graphic design for all artworks to generate brand impression and eye-catching contents Update digital marketing trends and potential new channels Qualifications: At least 3 years of professional experience in Marketing, Advertising or a related field Strong understanding of e-commerce platforms (Facebook ,Shopee ,Lazada ,Tiktok shop)and digital marketing tools Proficiency in analyzing data and using analytics tools to drive insights and decision-making Excellent communication and collaboration skills to work effectively across teams and with external partners Strategic thinking with a results-oriented mindset, capable of setting and achieving ambitious goals","Manufacturing,Transport & Logistics"
MARKETING PLANNER/นักวางแผนการตลาด,Bangchak Corporation Public Company Limited,"Phra Khanong, Bangkok",Management,Full time,,,"Job description: - จัดทำรายงานยอดขายน้ำมันอุตสาหกรรมและส่วนแบ่งการตลาดประจำเดือน เพื่อ ให้ผู้บริหารและผู้ที่เกี่ยวข้องทราบภาพรวมของอุตสาหกรรมน้ำมัน เพื่อใช้ในการบริหาร - จัดทำรายงานภาพรวมของสายงานด้านธุรกิจการตลาด (Executive Summary) ประจำเดือน เพื่อเป็นข้อมูลเชิงบริหารและวางแผนกลยุทธ์การตลาด - รวบรวม และสรุปข้อมูลเพื่อจัดทำรายงานที่เกี่ยวกับผลการดำเนินงานต่างๆของกลุ่มธุรกิจการตลาด เช่น รายงานความยั่งยืน, รายงาน 56-1 และ รายงาน MD&A - ผลักดันการนำผลของการวิเคราะห์และการประเมินผลต่างๆ มาปรับใช้ เพื่อปรับปรุงการทำงาน - วิเคราะห์ข้อมูลจาก Source ต่างๆ เพื่อหาความต้องการลูกค้าและประเมินผลการวิจัยตลาด ทั้งด้านทัศนคติและความพึงพอใจของลูกค้า และงานวิจัยอื่นๆ เพื่อนำมาวางแผนกลยุทธ์การตลาด - รวบรวม วิเคราะห์ข้อมูลที่เกี่ยวกับ คู่แข่ง เช่น ยอดขาย งบการเงิน - จัดทำ Presentation  สำหรับผู้บริหาร เพื่อนำเสนอทั้งหน่วยงานภายในและภายนอกองค์กร - วิเคราะห์ประเมินผลกิจกรรมและกลยุทธ์ทางการตลาด โดยใช้ข้อมูลภายในและภายนอก ตามที่ได้รับมอบหมาย - ประสานงาน ติดตามหน่วยงานที่เกี่ยวข้องเพื่อรวบรวมข้อมูลในการวิเคราะห์และจัดทำรายงานต่างๆ Job Qualifications: - ปริญญาโทบริหารธุรกิจ การตลาด หรือสาขาที่เกี่ยวข้อง - มีประสบการณ์การวิเคราะห์ข้อมูลด้านการเงิน ยอดขาย - การวิเคราะห์ข้อมูล ยอดขาย การวิเคราะห์ฐานข้อมูล POS, CRM และการวิจัยผู้บริโภค - ความสามารถในการสื่อสาร เช่น การจัดทำ Presentation นำเสนอผลวิเคราะห์ - การประสานงานหน่วยงานต่างๆเพื่อรวบรวมข้อมูล - สามารถอ่าน เขียนรายงานภาษาอังกฤษได้ - Advance Excel & Power Point ถ้ามีความรู้เรื่อง Power BI, Data Analytic และ Marketing Mind จะดีมาก","Manufacturing,Transport & Logistics"
