Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Test Engineer / Test Development Engineer (Chonburi),"Fabrinet Co., Ltd.",Chon Buri,Electrical/Electronic Engineering,Full time,,,"Key Responsibilities Develops solutions to technical problems through the engineering principles, theories and concepts. Supervises subordinates to perform their functions. Receives assignments and guidance from project leaders and engineering managers. Install the approved software on the test equipment as stated in the process instructions. Knows your customer's expectations and drives actions to meet them. Performs related work as required. Job Qualifications Bachelor’s degree or higher in Electronics/Electrical, Telecommunication, Computer Engineering or equivalent fields. Minimum 3 years experience of Test Engineer, Test Software, Test Development. Proficiency knowledge with Python and LabVIEW. Excellent problem identification and troubleshooting skills. Good command of English skills. We offer attractive compensation, benefits packages and career opportunities to successful candidates. Interested applicants, please send your application letters and resumes in English to: Human Resources Department Fabrinet Company Limited Hemaraj Eastern Seaboard Industrial Estate 2 (Hemaraj ESIE 2) 890/60  Moo 3, Khaokhansong, Sriracha, Chonburi 20110, Thailand. Tel. (662) 524-9600 ext.1698 , 1737 Website: www.fabrinet.com"
Mechanical Engineer,"Robert Bosch Automotive Technologies (Thailand) Co., Ltd.",Rayong,Mechanical Engineering,Full time,50000,70000,"Job Description Coordinate and give the supervision to the contractor, IFM Contractor for implement PM & CM regulation. Lead troubleshooting to recover the breakdown and minimize the downtime for all FCM equipment. Establish the document (SOP, WI, All records) which is necessary for maintenance system to meet ISO9000, ISO14000, Company Standard. Implement the Energy Saving Program with the report, according to Thai Law. Give the support to GR activity and implementation Ex. IFM etc. Responsible for Project Improvement and support New Extension Project which is related to Facility system, fire alarm system, DMS etc Qualifications Educational Background Knowledge of Facility Equipment in Big Manufacturing Factory Environmental. Basic English in speaking and reading. Knowledge in Computer for set up document. Minimize breakdown time of production to be zero. Implement Energy Saving Program and report. Have Experience in Maintenance of Facility & Utility System for at least 3 years. Implement Preventive maintenance program with the effectiveness 100 % Knowledge in Electrical Power System / Instrument / PLC. Troubleshooting Skill of Facility Equipment. Knowledge in Energy Saving Program. Knowledge in Calibration Program."
Electrical Engineer,"Robert Bosch Automotive Technologies (Thailand) Co., Ltd.",Rayong,Electrical/Electronic Engineering,Full time,,,"Job Description Coordinate and give the supervision to the contractor, IFM Contractor for implement PM & CM regulation. Lead troubleshooting to recover the breakdown and minimize the downtime for all FCM equipment. Establish the document (SOP, WI, All records) which is necessary for maintenance system to meet ISO9000, ISO14000, Company Standard. Implement the Energy Saving Program with the report, according to Thai Law. Give the support to GR activity and implementation Ex. IFM etc. Do Project Improvement and support New Extension Project which is related to Facility system (Electrical), Fire alarm system, DMS etc. Qualifications Educational Background Bachelor’s degree or master’s degree in mechanical Engineer or related field Knowledge of Facility Equipment in Big Manufacturing Factory Environmental. Basic English in speaking and reading. Knowledge in Computer for set up document. Minimize breakdown time of production to be zero. Implement Energy Saving Program and report. Have Experience in Maintenance of Facility & Utility System for at least 3 years. Implement Preventive maintenance program with the effectiveness 100 % Knowledge in Electrical Power System / Instrument / PLC. Troubleshooting Skill of Facility Equipment. Knowledge in Energy Saving Program. Knowledge in Calibration Program. Additional Information Your future job offers you Housing allowance, company shuttle, free lunch, provident fund, medical benefits, OPD, IPD, dental benefits, performance bonus, service year reward, insurance, diligent allowance, marriage allowance, new born gift, oversea allowance, etc. Make it happen Send us your application by using the I'm interested button! Interested applicants are invited to submit your CV, current & expected salary, and contact information. Follow us on Facebook : Bosch Thailand Career"
Design Engineer (Electrical) - EPS Bangkok,The Siam Cement Public Company Limited (SCG),Bangkok,Mechanical Engineering,Full time,,,"Responsibilities: Design and Develop Electrical/Control System for Cement Plant, Solar, Power Plant. Knowledgeable in Electrical Engineering design software (AutoCAD, DCS/PLC, PVsyst and ETAP). Preparing specifications for purchases of electrical equipment and materials. Estimating material, labor, or construction costs for budget preparation. Supervise plant installation, and commissioning. Coordinate activities of the design and construction team. To achieve project targets, performance objectives, high quality, and cost minimization. Qualifications: ปริญญาตรี สาขาวิศวกรรมวิศวกรรมไฟฟ้า (G.P.A. > 2.70) มีใบอนุญาตประกอบวิชาชีพวิศวกรรม สาขาวิศวกรรมไฟฟ้า (ใบ กว.) จากสภาวิศวกร มีความรู้ภาษาอังกฤษ (อยู่ในเกณฑ์ดี สามารถสื่อสารได้)  (TOEIC > 550 ) สามารถสื่อสาร และประสานงาน แก้ไขปัญหาต่าง ๆ ได้เป็นอย่างดี สามารถเดินทางต่างจังหวัดและต่างประเทศได้"
Total Industrial Engineer / TPS Engineer (สำหรับผู้มีประสบการณ์เท่านั้น),"Siam Denso Manufacturing Co., Ltd.",Chon Buri,Industrial Engineering,Full time,,,"Responsibilities: 1. Coordinates with related Departments. about activities to inform all levels in the company about continuous improvement activities and progress in other plants. 2. Work with organization to identify new process improvement opportunities in the areas of quality and performance (Man hours, Kaizen, Operation Layout, Production Lead time, Sub Material, Manufacturing Availability) 3. Responsible for analysis and coordinates with related Departments to assure appropriate information flow and understanding of overall process improvement direction 4. Supporting continuous improvement and working with cross-functional teams to improve quality, reduce cost, increase productivity and improve cycle time, resulting in significant business improvement and customer satisfaction. 5. Manage production improvement activity & follow up progress though standard file (Kaizen, Suggestion etc.). 6. Design Production process to improve Productivity. Qualifications: 1.Bachelor’s degree in Industrial Engineering, Mechanical Engineering, Production Engineering. 2.Experience more than 1-2 years in TPS System and Improvement by IE Tool. 3.Experience working in automotive parts . 4.Knowledge of Kaizen ,TPM , QCC activity and Toyota 3 pillar Concept. 5.Can communicate in English Language (TOEIC score 400 up)"
"Process Engineer (Based in Bangplee Industrial Estate, Samutprakan)","ETA (Thailand) Co., Ltd.","Bang Sao Thong, Samut Prakan",Electrical/Electronic Engineering,Full time,,,"About the role – you will Analyze the production data and checks the production equipment on a regular. Improves the efficiency and reliability of the production equipment and yield optimizing activities. Performs defect analysis and implements corrective actions. Plans process tests and summarizes the results. Process developing activities associated with new production equipment. Provides support to maintenance for equipment troubleshooting and PM. Create, develop, and standardize process control tools like working instructions, record files, test specifications, etc. Suggests / discusses process improvements and implements modifications once approved. About you (Skill) Strongly developed analytical thinking skills regarding production process controlling and monitoring. Ability in diagnose problems and making decisions/corrections. Good communication / cooperation with other departments. Your Experience includes (Qualification) Bachelor’s degree in mechanical / Industrial or electrical engineer or relevant field. At least 1-3 years of experience in process engineering in manufacturing. Good knowledge in physics, mechanics, electronics, materials, and statistics. Computer skills, especially in Excel and Visual Basic."
BODY - ENGINEER,"Mitsubishi Motors (Thailand) Co., Ltd.",Chon Buri,Industrial Engineering,Full time,,,"Position    : BODY - ENGINEER Available  : 1 position Location   : Laemchabang Industrial Estate, Chonburi We offer a competitive salary and the following benefits ■  5 working days a week ■  Flexible working hours ■  Shuttle bus for employee ■  Group insurance ■  Long service award ■  Scholarship opportunities for child ■  Mitsubishi Car discount scheme ■  Mitsubishi Parts 50% discount scheme ■  Provident fund maximum 13% salary each month ■  Medical claim allowance for family (parents & spouse) ■  Opportunity to work abroad with fully support allowance Job Summary This position is responsible for designing and operating the manufacturing systems in the body process. To choose the best technologies, tools, and processes to solve the problems and increase the efficiency of processes. Job Description ■  Facilities planning, including processes, plant layout, and equipment layouts. ■  Tool and equipment selection, design, and development. ■  Value analysis and cost control relating to manufacturing methods and procedures. ■  Feasibility studies for the manufacture of new or different products with respect to the possible integration of new items into existing facilities. ■  Review of product plans and specifications, and the possible changes to provide for more efficient production. ■  Develop and implement quality control measures that effectively monitor products and guarantee desired results. ■  Ensure all steps of the production run smoothly and efficiently. ■  Educate employees on proper methods in which to operate and engage with machinery. ■  Support, encourage, and follow up the safety plans or projects in order to manage the safety in certain establishments. Job Specification ■  New graduate or 1-2 years of working experience in Body process. ■  Bachelor’s degree or higher in Engineering. ■  Good command of English, able to communicate effectively. ■  Computer literacy especially in MS Office, PowerPoint, and Outlook. ■  Good attitude, communication, teamwork, and collaboration. ■  Able to work under pressure, good team player, and good coordination skills. ___________________________________________________________________________________ Remark: English resume requested"
QA Engineer (Development Test),"Mitsubishi Electric Consumer Products (Thailand) Co., Ltd.",Chon Buri,Electrical/Electronic Engineering,Full time,,,"Job Scope Room Air Conditioner Test Room Calibration tool equipment and verify plan all test room Machine Control PM plan for all test room Plan and manage test room to ensure test factors Qualification New graduated are welcome Bachelor's degree in Engineering (Mechanical, Industrial, Electric) Experience 0 – 3 years in Laboratory of Air Conditioner Understanding standard of Air Conditioner and Laboratory Good understand of Electric Power / Electronic Circuit Construction Test Room Installation new machine Good command in English both of spoken and written Product Air conditioner “Mitsubishi Electric Mr. Slim” Working Location Amata City Chonburi Industrial Estate, Phase 4 700/406 Moo7 Tambol Don Hua Roh Amphur Muang Chonburi 20000 Working conditions Working day – hours: Monday – Friday 07.40 – 17.00 (245 working Day/Year approximately) Monthly gross salary: Open for discussion or based on company policy. Benefits & Welfare (Not limited as the below statements) Variable bonus (6-7 months) Provident fund Saving cooperative Medical allowance and life insurance (including family) Uniform and Transportation service Diligent allowance Oversea training program All position is required minimum GPA 2.50 and TOEIC 400 scores. The successful candidate will receive generous remuneration package and fringe benefits. Interested persons please apply in person of send application letter with resume, Transcript and a recent photo to: HRD Section, Human Resources and Administration Department Mitsubishi Electric Consumer Products (Thailand) Co., Ltd. Amata City Chonburi 700/406 Moo 7  Tambon Don Hua Roh Amphur Muang Chonburi 20000 Tel : +66(0)38-265-800 Ext. 2233 E-mail : Recruit @ mcp.meap.com URL: www.mitsubishi-mcp.co.th [link removed]"
Technical Sales Engineer/วิศวกรฝ่ายขาย,บจก. วีอาร์ทรี เคมิคอล,"Bang Sao Thong, Samut Prakan",Chemical Engineering,Full time,25000,34999,"Qualifications: Fresh graduate is welcome. Bachelor degree in Chemical Engineering. Self-motivated, enthusiastic, service mind and well organized. Good human relationship and coordination skill. Communication of English and computer literacy Responsibilities: Manage achievement of sales targets. Sell company's products to the customer. Provide good after sales service including managing. Other duties assigned by Manager"
Process Engineer (Senior),Worley (Thailand) Limited,"Chatuchak, Bangkok",Environmental Engineering,Full time,,,"As a Senior Process Engineer, you will Support Chief Engineer in managing the group, and acting as Senior Engineer in projects to supervise of technical detail, budget and schedule of the dedicated team when required. Your responsibilities will include: To undertake all work within the estimated man hour budget and within schedule To provide definition of the engineering work in the Project, design approach or criteria by skill and experience as directed by the Lead Discipline Engineer Responsible for maintaining work progress (budget, schedule) and raising change documentation where necessary. Supervision of technical detail, budget and schedule of discipline design in Project work where requested by the Lead Discipline Engineer when required Liaison with client, vendors and outside parties in a professional manner About You: To be considered for this role it is envisaged you will possess a combination of work experience, skills and or qualifications in the following areas: Bachelor’s degree in Chemical Engineering with experience in the same or similar industry. Process engineering experience in design/operations support related to the oil & gas production and processing industries. Design experience of most design phases of projects from conceptual study through, FEED and detailed design. Experience in the development of process flow diagrams."
Mechanical Engineer,Thaioil Group,Chon Buri,Mechanical Engineering,Full time,,,"Location: Sriracha Chonburi Responsibilities To plan, organize, manage, and execute maintenance of Mechanical to ensure to obtain maximum reliability, integrity and availability of equipment and minimize impact of process operation and performance as well as the efficiency of equipment to be improved or maintained at maximum. Qualifications Bachelor or Master degree in Mechanical Engineering At least 0-6 years in maintenance or piping construction work. Having skill in technical software Welfare Medical Insurance Accidental Insurance Long Service Emblem Co-operative Club & Activities All Positions Required Good command of English and computer literacy TOEIC score of 550 is required. Interested candidates should submit the application with recent photo, resume, academic transcript, ID card, English proficiency test result (TOEIC) and any other supporting documents on www.thaioilgroup.com [link removed] Contact : Thaioil Group Recruitment Team Thaioil Group 163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230 Tel: 038-359-040, 038 -408500 Ext. 6272-8 Fax: 038-359-018 Ext. 6279 Website: www.thaioilgroup.com [link removed]"
Material Engineer (Officer),"DENSO International Asia Co., Ltd.","Bang Bo, Samut Prakan",Mechanical Engineering,Full time,,,"Job Description Evaluate material on chemical and mechanical properties. Conduct the metal material localization (Change supplier from Japan to Asia) and VA/VE to increase competitiveness (Cost down) of many kind of automotive products and assure the material quality for automotive products. The main material field is non-ferrous (aluminum sheet, aluminum extrusion, copper etc.) Make material specification which is suitable for each product requirement such asformability,  corrosion resistance machinability, heat treatment ability, strength and so on. Conduct material test to ensure the material quality from supplier satisfy DENSO request. Select supplier based on material quality, process control ability and cost point of view. Improve and audit supplier process to ensure the quality. (Supplier: Metal material suppliers and processing supplier such as drawing, slitting, die casting, machining, heat treatment and so on.) Investigate and analyze product failure which is caused by material properties. (Failure: Crack, Fracture, Corrosion and so on.) Make reports on supplier research, supplier audit, material evaluation, failure analysis and so on. Maintain lab equipment and keep 5S. Qualification Bachelor's degree or higher on major of Metallurgy engineering or Material science on metal field (aluminum, copper, steel is advantage) (Basic knowledge of non-ferrous metallurgy, processing such as raw material production, slitting, machining, forging, heat treatment and so on.) 2-3 years' experiences or new graduate in material field: Aluminum material quality and production is advantage and particular in development field is advantage English communication and presentation skill is required. (TOEIC > 550 ) Able to communicate with another related department and supplier by yourself to keep project timeline. Having experienced in research and development will be advantage. Experience of mechanical properties evaluation for metal material is advantage Knowledge about analysis instrument: Optical microscope is preferred, tensile testing, hardness tester, potentiostat, SEM-EDX and EPMA is advantage. Having experienced in failure analysis such as crack, fracture, corrosion and so on. Able to drive & have a driver license (Travel to another province such as Chonburi, Rayong, Prachinburi, Ayutthaya etc. Able to travel overseas for business trip , mainly ASEAN country."
NEW MODEL LAUNCHING - SENIOR ENGINEER,"Mitsubishi Motors (Thailand) Co., Ltd.",Chon Buri,Industrial Engineering,Full time,,,"Position    : NEW MODEL LAUNCHING - SENIOR ENGINEER Available  : 1 position Location   : Laemchabang Industrial Estate, Chonburi We offer a competitive salary and the following benefits ■  5 working days a week ■  Flexible working hours ■  Shuttle bus for employee ■  Group insurance ■  Long service award ■  Scholarship opportunities for child ■  Mitsubishi Car discount scheme ■  Mitsubishi Parts 50% discount scheme ■  Provident fund maximum 13% salary each month ■  Medical claim allowance for family (parents & spouse) ■  Opportunity to work abroad with fully support allowance Job Summary This position is responsible for control and support for all launching control job, new model & minor change launching control, coordination with all concerned in order to keep smoothly trial production. Job Description ■  Responsible for new model & minor change launching control. ■  Responsible for EO (Engineering Order) Parts List preparation for ordering process. ■  P-Try to production plan and monitor progress to ensure it follows the schedule. ■  Responsible for P-trial spec confirmation and issue LCPO in special condition. ■  Follow up part (CKD, Local, Import) with all concerned departments. ■  Invitation meeting and issue minutes meeting with all concerns for the special activity. ■  Set up a special schedule to clarify the production problems. ■  Receive, solve and follow up production problems with all concerned departments. Job Specification ■ Minimum 3-5 years of working experience or has knowledge or understanding in any field of New Model Launching Control. ■  Bachelor's degree in Industrial Engineer, Logistic Engineer or any related engineering fields. ■  Good command of English, able to communicate effectively. ■  Computer literacy in Microsoft Excel, Microsoft Word, and PowerPoint. ■  Ability to manage time and effectively prioritize numerous tasks. ■  Good attitude, communication, teamwork, and collaboration ■  Able to work under pressure, good team player, and good coordination skills. ■  Having experience in the automotive business or vehicle parts manufacturing will be an advantage. ___________________________________________________________________________________ Remark: English resume requested"
SHE Engineer,Henkel (Thailand) Limited,Chon Buri,Environmental Engineering,Full time,,,"What we offer: Review and Monitoring of local legal compliance and Henkel requirement. Deploying and maintaining site related Safety, Health and Environment (SHE) programs. Ensure that all SHE programs at workplace are implement in compliance with Global Henkel requirement, ISO45001, ISO14001 and Thai laws. Strongly drive SHE objectives and target and SHE plan achieve on target. Supervising team members to ensure that assigned tasks can be done by meet operational standard. Assisting to enhance the effectiveness of Safety, Health and Environment (SHE) controlling and the quality of management reporting by means of internal SHE audits and site inspections, effective SHE program monitoring and audit action follow-up, monthly and yearly SHE management reporting, participation in operation meetings & management reviews. Leading & coordinate with all function to perform safety risk assessment (comply with ISO45001/ Henkel requirement) to ensure risk is well manage and prepare documentation to report to the relevant. Leading an investigation and analysis of all accidents/incidents in the site in order to prevent reoccurrence and provide measures for accident prevention. Also record report and tracking. Track and follow up of actions/completions to ensure timing solution of any finding from SHE audits, SWA , Gap analysis, Safety App etc. Ensure that the site emergency system is always active. Organize & conduct SHE training program to all employee and contractor. Prepare and report related with SHE topics follow local SHE regulations. ( such as chemical, safety officer in each level , fire drill, occupational health , confined space , industrial hygiene monitoring, waste etc.) Participate in SHE committee meeting, SHE audit, SWA and follow up action completion. Establish SHE procedure / WI / OPL and ensure that all documents are always update. Managing of waste management system in the plant. Managing of chemical safety management system. Controlling, promoting and supporting Contractor Safety Management. Create activities to promote SHE awareness and safety campaign e.g. monthly SHE communication, safety newsletters, World Safety day, World Environment day, Health campaign, Safety Apps/ BBS , SWA , Project improvement etc. To analyze data of Sustainability topics and report. Supporting manage policy compliance, regulations and standard of ISO45001 , ISO14001, GMP, ISO50001, ISO22716 etc. Perform other duties as assigned by superior. What we are looking for: Bachelor’s Degree in occupational health and Safety or any other related field. Having eligible qualification of safety officer under the Occupational Safety, Health and Environment Act and/or equivalent At least 5 year experience in SHE management system. Knowledge in ISO 45001, 14001, GMP ISO22716. Has Bor Chor certification is highly preferred Good English communication Willing to base in Sriracha, Chonburi"
OTD Engineer (Bangpoo),Delta Electronics (Thailand) Public Company Limited,"Mueang Samut Prakan, Samut Prakan",Industrial Engineering,Full time,,,"Click like and follow our career page on facebook Delta Careers Thailand (facebook.com) [link removed] We are looking for an OTD Engineer who will be a part of our teams and help us improve quality management as following detail. Your main role is to: To establish, analyst and evaluate process. To plan and coordinate activities involved in process improvement in order to standard. Outstanding job. Pre-observation tasks to prepare for internal audits, ensuring thorough groundwork before the auditor's on-site examination. Offer advice, analysis, and problem-solving support to departments undergoing CAR Facilitating efficient resolution of audit-related challenges. Who are we looking for? Bachelor degree, Major Industrial engineer /or relate fields Experience 1-2 years in electronics manufacturing. Good sense and logic to solve problem. Microsoft office : Excel / Power Point / Word. And power BI. Good written and verbal communication skills in English. ( Chinese would be advantage ) Top reasons for why join us? Opportunity to join a diverse and international company where can help create a greener more intelligence-driven future. A number of programs each year to support you in your career journey and our program offering continues to grow annually. Balance life as we have 5-day work week policy We offer comprehensive medical insurance coverage for you and your family. Yearly bonus and quarterly incentive to reward your achievements. We provide a free bus and van shuttle service to many locations around the company. For more details about Delta Electronics please visit  [link removed]www.deltathailand.com [link removed]"
Quality Planning Management staff,"Thai Honda Co., Ltd.","Lat Krabang, Bangkok",Industrial Engineering,Full time,,,"Job Description: Quality Planning control and management SMQCDE control and follow up Consider improving work for management Follow up and push countermeasure of quality (Function) Summarize and report the quality progress and SMQCDE control Qualifications: Bachelor degree in Engineering/Industrial Technology or  related field Experience work in Automotive Industry (If have) Good creativity and innovative thinking skills Have a motorcycle driver's license Have a passion for motorcycles and understand basic motorcycle functions Good communication in English (TOEIC score 500 up / Japanese is an advantage ) Able to join in teams work and work under pressure Thai Honda Co., Ltd. 410   Ladkrabang  Industrial Estate Chalongkrung road., Lamplatue , Ladkrabang Bangkok 10520  Tel.023260641 – 9 ext. 1235"
Sales Engineer/Sales Representative,HRnet One Executive Recruitment (Thailand) Ltd.,Bangkok,Mechanical Engineering,Full time,,,"About us We are looking for Sales Engineer/Sales Representative to join one of electrical equipment manufacturer clients.Our Client is a major global player in the manufacturing of electrical equipment. They specialize in the production of electric motors, generators, transformers, drives, etc. Qualifications & experience Solid experience in selling mechanical products: Gears, Motors, Generators, etc. Any relevant bachelor's degree (prefer Engineering) A strong commercial background and sales skills Proficiency in English Tasks & responsibilities Regularly engage with potential clients to increase market visibility and enhance brand presence Sells Products to business and industrial establishments or individuals via direct and indirect contact Meet with both prospective and existing clients to conduct presentations on product line and services Compile and follow up quotations and tenders to successful order and provide appropriate feedback to management Benefits Hybrid Work, Car Allowance and Performance Bonus"
Spare Parts Customer Claim Officer,"Asian Honda Motor Co., Ltd",Chachoengsao,Quality Assurance & Control,Full time,,,"Responsible to control and monitor on customer claim issues (claim quantity, analyze and investigate cause of problem). Handle customer complaints and communicate effectively to related departments and concern persons for containment, corrective. and preventive actions. Support the quality inspection to ensure that claim products comply with the relevant requirements. Summarize, report and lead the improvement of customer claim KPI. Job Qualifications Bachelor's degree in industrial, Mechanical engineering or any related fields. At least 1-3 years in automotive quality control Good command of English (TOEIC score 650+) Can read and understand part drawing. Good command of Microsoft office tools especially Excel and PowerPoint program. Workplace :  Wellgrow Industrial Estate Interested applications should apply via this Job-ad /or send an application letter and resume including full details of work experience, expected salary and a recent photograph to the address below or Contact Information Human Resources Division, Asian Honda Motor Co., Ltd. 14 Sarasin Building, Surasak Road, Silom, Bangrak, Bangkok 10500 Thailand Telephone: 0-2236-0256 ext. 1729 , 1725 Fax: 0-2635-1050"
Service Engineer (Medical Equipment)/วิศวกรบริการ,"BEAMED CO., LTD.","Sathon, Bangkok",Electrical/Electronic Engineering,Full time,,,"SERVICE ENGINEER (Medical Equipment) Main Responsibilities :- Install / Preventive maintenance for Medical Devices and accessories. Repair / Calibrate the electronic instrument or medical laser equipments. Service customers on site both in Bangkok and up-countries to achieve the most customer satisfactions. Perform jobs in professional oriented way to achieve KPI goals and company’s objectives. . Qualifications:- Bachelor’s degree in Electronic Engineering or related field At least 3 years working experiences in after-sale service or maintenance service for instrument or electronic equipment is preferred. Good communication and interpersonal skills. And hard working At least fair command of English Computer literate in Microsoft Word, Excel, Powerpoint Own transportation either car or motorcycle is essential This is an excellent opportunity to be part of a dynamic teamwork on complex and rewarding business initiatives and opportunity to have overseas training. Salary negotiable based on qualifications and abilities.  Only short-listed candidates will be contacted for interview.  Interested persons, please send application with resume, current and expected salary, contact phone number and recent photo via email.  Any query, please feel free to contact :- B eamed Co., Ltd. [link removed] Contact person : Kesinee Nanthakosilpkul 43 Thai CC Tower, Room 274, 27th Floor, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 Tel.: 02-673-9750 www.beamed.co.th"
Technical Service Engineer/วิศวกรบริการด้านเทคนิค/วิศวกรบริการภาคสนาม,MARKEM-IMAJE LTD.,Bangkok,Field Engineering,Full time,,,"Markem-Imaje is a trusted global manufacturer of product identification and traceability solutions. Our connected solutions help manufacturers to reduce waste, increase efficiency, achieve compliance and protect their brand. We offer the most complete range of market-leading marking and coding systems along with software, services and consumable solutions so you can streamline all your printing needs from one supplier. The Role The Technical Service Engineer is responsible for performing on-site installation, maintenance, service repair and support for Markem-Imaje products and services. What you will do: Provide customer satisfaction through technical service, installation, operation, training and repair of our products and systems. Perform on-site product installation on customer premises. Provide training and technical advice on the product use in person and via phone. Investigate problems, provide solutions and arrange for repairs to be made. Monitor repairs in terms of the organization’s service / warranty cover and provide suggestions to product improvements. Schedule and carry out planned maintenance calls and performance regular customers visits. Monitors and adheres to field service policies, procedures and technical standards. Recommend spare needs and assist with monitoring equipment. Provide sales support to the Sales team for both existing and potential customers in terms of new applications, software and demonstrations. What you need to have: Good technical knowledge and skills on the Company’s products and services. Ability to demonstrate logical thinking process to troubleshoot and leverage on materials and internal resources to resolve situations. Good organizational skills and ability to set priorities and manage time effectively. Good level of customer relationship management skills. Good communication, analytical, critical thinking and problem solving skills. Customer-oriented, personable and a team player. Minimum Diploma in Mechanical, Electrical or Electronic Engineering. Minimum 2 - 5years of field service experience in medium industrial or commercial equipment. Must possess a driving license. You’ll only be the right candidate if you are aligned to our values and culture: Collaborative entrepreneurial spirit Winning through customers High ethical standards, openness and trust Expectations for results Respect and value people If you believe you match our values and have the experience we’re looking for, then apply! We can’t wait to hear from you."
Test Engineer/ Sr. Test Engineer (Bangpoo),Delta Electronics (Thailand) Public Company Limited,"Mueang Samut Prakan, Samut Prakan",Electrical/Electronic Engineering,Full time,,,"Click like and follow our career page on facebook Delta Careers Thailand (facebook.com) [link removed] Job Description We are looking for a Test Engineer for many business groups, who will be a part of our team. For additional detail please see as following detail Your main role is to: Cooperate/coordinate with concerned departments about the testing method in production line. Review product test requirements and select or develop appropriate automated testing method. Work with the R&D team for the development of test setup for new production launch, lead the coordination in solving product test related issues. Lead the test setup, repair and maintenance of test fixtures and equipment. Do planning of test equipment calibration and preventive maintenance. Delegate a day-to-day test engineering job to test engineers, technicians and daily support. Evaluate factors that affects test setup throughput and provide ideas in resolving the issues to improve the test setup performance and testing yields. Optimization of test setup to achieve production requirement. Research and develop new testing concept and technology, apply testing development and testing automation improvement. Evaluates tester utilization, availability and plan on allocation to overall production lines. Assists TE Manager in motivation TE personnel to achieve goals and commitment. Provide training to enhance skill and technical know-how of TE’s and technicians. Ensures the availability of all documentations pertaining to test engineering operation and production test executions (e.g. OI, Test Plans, Test Setup Diagrams, Test Coverage, Cpk Analysis, Guidelines and Work Instruction Procedures, etc.). Immediate collective action in the production line if fond criteria testing issue and solve test function problem that happened in production line Design, prepare and provide test equipment and test fixture for use in production line Verify the implementation of quality system for continuous improvement Find new technology to use in production for Increase productivity Better quality Reduce defect Develop and improve test equipment, test fixture to increase productivity, reduce loss time and reduce test mistake To share meeting to concern person if receive the defect after process owner to met Who are we looking for? Bachelor’s Degree or higher in Electrical, Electronics Engineering, Communication Engineering or Electronic Technology. Minimum 0-5 years' experience in Test Engineering or in electronics industry (with supervisory function for some business groups) New Grads are welcomed. (For some business groups) Strong inter-personal skill and leadership. Strong background in test system development, test software development (VB, C++, C#, LabVIEW). Good command of both spoken and written English. Know about Network product testing; Production line process; Defect analysis; Test equipment and fixture design and installation. (For DNIBU) Top reasons for why join us? Opportunity to join a diverse and international company where can help create a greener more intelligence-driven future. A number of programs each year to support you in your career journey and our program offering continues to grow annually. Balance life as we have 5-day work week policy We offer comprehensive medical insurance coverage for you and your family. Yearly bonus and quarterly incentive to reward your achievements. We provide a free bus and van shuttle service to many locations around the company. For more details about Delta Electronics please visit  [link removed]www.deltathailand.com [link removed]"
Project Engineer (Process Design),Harmless Harvest (Thailand) Ltd.,Samut Sakhon,Project Management,Full time,,,"Accountability and Objectives Design Engineering: Lead the design phase of engineering projects within the food industry, focusing on creating innovative solutions for process optimization and product quality improvement. Project Management: Oversee the entire project lifecycle, from concept development to project completion. This includes project planning, budget management, and resource allocation. Equipment Design: Develop and design specialized equipment and machinery used in food processing, ensuring adherence to safety, quality, and regulatory standards. Process Improvement: Identify opportunities for process improvement and efficiency enhancement, implementing sustainable and cost-effective solutions. Provide technical guidance to cross-functional teams, including production, quality control, and maintenance. Ensure the successful integration of engineering designs into maintenance and operations. Co-manufacturing Coordination: Collaborate with internal and external stakeholders, contractors, to facilitate operation, maintenance, and project execution at the co-manufacturer. Key responsibilities Ensure that the execution of projects and the implementation of technical improvements align with GMP, HACCP, FSSC 22000, ISO9001, ISO 14001, and other relevant standards. Develop and test new equipment and processes. Explore and put into practice innovative methods to enhance systems (such as adopting new technology, introducing automation, and improving productivity). Oversee project budgets, efficiently allocate resources, and maintain financial control. Manage project schedules, scopes, and uphold project quality throughout the project's life cycle. Provide supervision to ensure the team adheres to professional operational and maintenance practices. Regulate and sustain the results of maintenance for overall operations within specified timeframes. Collaborate with co-manufacturers, stakeholders, and contractors to streamline the operation, maintenance, and execution of projects at the co-manufacturing site. Fulfill ad-hoc tasks as assigned. Provide training and guidance to employees at all organizational levels in the operation and maintenance of new equipment. Qualifications Bachelor's degree in Engineering (e.g., Mechanical, Electrical, Automation, Chemical, or Food Engineering). Minimum of 5 years of proven experience in design engineering within the food industry, FMCG or a related field. Strong knowledge of manufacturing processes, equipment, and safety standards, preferably in food industry or FMCG. Proficiency in computer-aided design (CAD) software and project management tools. Excellent problem-solving and critical thinking skills. Effective communication and teamwork capabilities with good command in English."
