Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Business Partnership Manager - Johnnie Walker (12Months Contract),Diageo Moet Hennessy (Thailand) Limited ,"Pathum Wan, Bangkok",Management,Contract/Temp,,,"About Us Diageo Moet Hennessy Thailand (DMHT) is a leading international premium alcohol business in Thailand. Our strong brands include Johnnie Walker, Hennessy, Smirnoff, Moet & Chandon, Captain Morgan, Bailey’s Irish Cream, Tanqueray, and Chandon wines. Since our establishment in 1983, Diageo Moet Hennessy (Thailand) Limited has come a long way. With our operational focus on delivering the highest level of customer satisfaction, we have become the prominent market leader in premium, deluxe and super deluxe drinks. Our extraordinary people, with their courage and determination, have made our journey a successful one. Join us today and experience the celebration of life that we embody every day, everywhere. Function Our Marketing team are creators, helping to build and nurture some of the world’s most loved brands. We craft amazing connections with people around the world to celebrate our brands’ legacies and reimagine them for the world today, and into the future. Everything we do is underpinned by a deep understanding of our consumers, behaviours, trends, and technologies.Our Sales team love building relationships, connecting with customers to sell our much-loved brands in new and vibrant markets where they can thrive. They help sell 6.5 billion litres of our iconic brands across 180 countries every year. We’re operating across different markets, channels and areas of expertise. Using our genius and creativity, we unlock our brands’ uniqueness, understand their purpose, and put them at the heart of consumer insight and digital platforms, we reach new customers, markets and celebrations everywhere​​. to help us achieve our growth potential. We’ll support you every step of your Sales career, as you work with people with diverse talents, backgrounds, and perspectives to realise your fullest potential. Together, we’re celebrating diversity and challenging stereotypes through our advertising and marketing. ​​Wherever your talents lie, from Design to Consumer Planning, you’ll be celebrated and supported in our inclusive culture. About the Role We are looking for an exceptional Business Partnership Manager who will drive the success of Diageo Thailand's Luxury Portfolio by leading strategic customer partnerships, exemplified by the Park Hyatt Flagship Outlet. This key responsibility involves comprehensive customer analysis, activity planning, flawless execution, customer development, and ensuring an exceptional consumer experience. Responsibility Lead customer partnerships with a focus on the Park Hyatt Flagship Outlet to elevate Blue Label Brand Fame and Talkability. Conduct comprehensive customer analysis to drive strategic initiatives. Take ownership of key projects, including Blue Label Special Edition and Seasonal programs, to enhance Brand loyalty, Brand Experience, and Volume. Drive the building of Blue Label Brand Fame and Talkability through meticulous execution and strategic planning. Ensure perfect execution of activities, from planning to implementation. Foster exceptional client relationships through strategic and agile approaches. Drive brand experience delivery in alignment with client expectations. Monitor and maintain the highest standards of brand frame and activation. Uphold brand integrity through consistent adherence to established guidelines. About You 2 – 4 years experience in Luxury/Premium Retail or Agency/Activation, reflecting a strong understanding of the industry dynamics. Proficient in project management, showcasing the ability to oversee tasks effectively. Strong creative skills to contribute innovative ideas and solutions to projects. Open-minded approach, fostering a collaborative and inclusive work environment. Proven commitment to achieving and exceeding performance goals. Strong problem-solving skills, capable of addressing challenges with resourcefulness. Ability to work independently, taking initiative and ownership of tasks. Demonstrated ability to work with agility in a fast-paced and dynamic work setting. Diversity Statement Celebrating our inclusive and diverse culture is core to Diageo’s purpose of “celebrating life every day everywhere”. This purpose is, in itself, inclusive in nature, as it values everybody irrespective of background, disability, religion, gender identity, sexuality or ethnicity. We know that for our business to thrive and for Diageo to realize its ambition, we depend on having diverse talent with a range of backgrounds, skills and capabilities in each of the 180 countries in which we operate and to reflect our broad consumer base. We view diversity as one of the key enablers that helps our business to grow and our values, purpose and standards set the conditions for us to respect the unique contribution each person brings. Flexibility is key to success in our business and many of our staff work flexibly in many different ways, including part-time, compressed hours, flexible location. Please talk to us about what flexibility means to you and don’t let anything stop you from applying."
Logistics Engineer (Bangna km.22),Hafele (Thailand) Ltd.,"Bang Sao Thong, Samut Prakan","Production, Planning & Scheduling",Full time,,,"Responsibilitis -  Handle project created related with operation efficiency. -  Participate and support all project to meet goals of cost reduction and process improvement. -  Develop technical support all warehouse operation. -  Handle & analysis warehouse KPI to achieve target. -  Analyze data and improve working process in warehouse. -  Project improvement. Requirements -  Bachelor degree or higher in Industrial engineering, Logistics and supply chain or related field. -  Good skill process improvement. -  Good command of English. -  Alternate Saturday. -  Work Location : Häfele Logistic Center Bangna KM 22 Samutprakarn."
General Manager (Online marketing) / Up to 100K / Onnut-Pattakarn,"PASONA RECRUITMENT (THAILAND) CO., LTD.","Suan Luang, Bangkok",Management,Full time,,,"Job descriptions: Planning: • Developing and implementing growth strategies • Set revenue goal and budgets Management: • Developing key performance goals • Ensure employees work productively toward the goals and develop professionally • Improve internal processes for better productivity Marketing: • Oversee marketing team to deploy successful marketing campaigns • Evaluate new product potential and market trends • Set product pricing and positioning • Analyze customers and set customer journey • Participate in planning sales promotion and advertising Operation: • Provide category best practices and insight for category supervisors • Prepare reports for upper management • Evaluate and improve operations and financial performance • Oversee recruitment and training • Provide solutions • Qualifications • Visionary • Outstanding organizational and leadership skills • Growth mindset and goal oriented • Strong analytical and decision-making ability • Excellent communication, collaboration, and delegation skills • Ability to motivate and lead employees, and hold them accountable • Comfortable in a fast-paced or high-pressure environment • Always in trends and stay current with technology • Constantly learning and self-improving • Excellent at managing and analyzing large amount of data Job requirements: • Ages 28 – 35 • Bachelor's Degree in Business management or related field • Strong in online marketing, e-commerce, online platforms • At least 3 years’ experience as a General Manager or similar executive role or online marketing manager • Strong knowledge and insight of various online marketing tools, channels, and strategies • Strong financial skills • Excellent at English including listening, speaking, reading, and writing • Experience in planning and budgeting"
Senior Logistics and Inventory Management Partner,"Takeda (Thailand), Ltd.","Pathum Wan, Bangkok",Import/Export & Customs,Full time,,,"Accountabilities : Responsible for executing overall supply chain strategy, implement best practice and sustainable supply chain and logistics principles, policies and processes across the organization to improve operational and financial performance. To manage demand and supply and to ensure optimal inventory levels, cost effectiveness and overall customer satisfaction. To oversea the day-to-day logistics activities, streamline processes and provide prompt solutions to issues concerning transportation, customs, import clearances, freight forwarder, distributors etc, to ensure seamless flow of goods from supply site GDC to delivery to customer while maintaining high levels of quality and service within budgetary requirements Ensure external business partners complies with company policies and procedures To provide meaningful insights to management and Commercial teams with respect to Supply Chain and Logistics Operations Qualifications / Experience : Bachelor's Degree in Logistics /Supply Chain or related field At least 10 years in the Import / Logistics Management and planning field Experience in Multinational companies, especially the pharmaceutical business is an advantage. Experience in SAP system. Proficiency English Analytical skill Works well under pressure Successful candidates will be offered competitive remuneration package. If you are interested, please apply by yourself or send your detailed resume in English stating full qualifications and experience by mail or attached to "" APPLY NOW "" Takeda (Thailand) Co., Ltd., 57 Park Ventures Ecoplex Building, 15th Floor, Wireless Road, Lumpini, Patumwan, Bangkok 10330 Tel. 0-2697-9340, 9342"
Brand manager / Products manager,"Haco Group (1991) Co., Ltd. (Head Office)","Khlong Toei, Bangkok",Management,Full time,25000,34999,"ปฏิบัติหน้าที่ Haco Group สุขุมวิท 26 Job responsibilities Manage sanitary ware and bathroom products. Manage the purchase/buying products system with team. Monitor and handling routine function. Maintain and support on database system. Coordinate with  sales team for all activities and develop purchase/sales opportunities. Maintain and organize related reports, evaluate same and compare it with previous performance. Handle issues and customer complaints Other tasks if there any requested. Qualifications Experiences in products management or brand management will be advantage. Strong analytical skills and able to use Pivot ,BI, V lookup function on Excel Able to communicate in English( speaking,writing and listening ) or Chinese is a plus. Good computer skills with the ability to operate basic computer programs. The Candidate who interest to apply for this job. Please Attach your current resume with expected salary and send to address below. HACO Group (1991) Co., Ltd. Head Office 100/68, Room G, Soi Sukhumvit 26, Khlong tan, Khlong toei, Bangkok 10110 Tel : (02) 096– 5414 Fax : (02) 261 – 9408 Website : http://www.haco.co.th"
Brand Manager (Luxury Brand),West 8 Company Limited,"Vadhana, Bangkok",Management,Full time,45000,119999,"Position : Brand Manager (Luxury Brand) Job description Branding Plan marketing strategies to maximize sales profit. Including evaluating and tracking sales to achieve the objective and create a brand image with analyzing consumer target. Provide marketing strategies for domestic and overseas teams to accomplish marketing strategies. Includes proposed strategy to internal and external partners. Liaise related parties for marketing activities to observe the direction of marketing trends and researching on consumer behavior and competitors' marketing activities. Manage all brand image marketing campaign under related partners with measure and report performance of all marketing campaign, and assess ROI and KPIs. PR & Communication Manage partners relations includes participating in promotional activities and other relevant parties. Build and manage relationship with internal and overseas partners. Liaise with partners to support marketing communication, public relations and marketing plan. Summarize and analyze the feedback of both internal and overseas teams. Planning, creating, managing annual public relations plans, schedule and budgets allocation in line with the work of relevant partners. Social Media & PR Work closely with Social Media team to create public relation media with determine which platforms to communicate with monitoring the efficiency of communications in digital channels. Budget allocation Manage and report budget allocation on the project. Qualification Bachelor Degree or higher in Marketing or related filed. Strong in Marketing and retail business skills. Have experience in Fashion or Luxury Brand will be advantage. Strong interpersonal and communication skills and outgoing. Positive attitude, good team player, fast Learner and flexibility. Offering Benefits : Salary, Group Insurance, Annual Leave, Staff Discount, Telephone Allowance, Travel expenses, etc. West8 Co., Ltd. Contact: Human Resources Department 265 Soi Sukhumvit 31, Sukhumvit Road, Klongtan, Wattana, Bangkok 10110 Tel : 02-261-9114 ext.773"
Logistics Manager (50K–80K) (SDG-101817)/ผู้จัดการฝ่ายโลจิสติกส์,"RGF HR Agent (Thailand) Co., Ltd.","Bang Rak, Bangkok",Import/Export & Customs,Full time,,,"<Job responsibilities> Build up the delivery system with warehouse Gather quotations and compare which companies are the best choice Plan the delivery routes according to clients' locations Manage import Food procedures Manage domestic logistics by own tracks Arrange the tracks and drivers for delivery Communicate with Japan Headquarter about the delivery schedule Prepare necessary documents about import, logistics or delivery Communicate and Prepare plans about effective picking up/delivery plan with logistics company Other tasks as assigned <Necessary Skill / Experience > Bachelor's degree At least 5 years experience in managing domestic logistics and inventory in any industry Experience in build up new logistics systems Experience in import/export tasks Conversational middle level of English (Communicate with Japanese MD) Person who is proactive to learn various tasks <Preferable Skill / Experience> Experience in Food industry Conversational high level of Japanese Language Skill English level : Conversational Japanese level : None Workplace Area: BTS Sala Daeng Working Hour: 8:30-17:30(Mon - Fri) About the Benefits 50,000–80,000THB About the company Product & Service:     Food from Japan Business Type:          Food / Beverages; HOW TO APPLY FOR A JOB, *** Please submit your resume with recent photo, your current & expected salary and reference: Logistics Manager (50K–80K) (SDG-101817) *** any query regarding this Job or application method, please call Tel. 02-021-0333 689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306 Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 10110 Website: www.rgf-hragent.asia [link removed] and find us on Facebook: RGF Thailand [link removed]"
Marketing Manager/ผู้จัดการฝ่ายการตลาดและขาย,SKY PRO PROPERTIES LIMITED PARTNERSHIP,Chiang Mai,Management,Full time,35000,54999,หน้าที่ความรับผิดชอบ: วางแผนและบริหารงานที่รับผิดชอบให้มีประสิทธิภาพสูงสุด  และอยู่ในงบประมาณ วิเคราะห์และปรับปรุง Customer Visit ให้มีปริมาณและคุณภาพตรงตาม Target Group สนับสนุนฝ่ายขายให้บรรลุเป้าหมายการขายและการโอน (ตาม KPI) วิเคราะห์ (SWOT) คู่แข่งในพื้นที่และคู่แข่งอื่นๆ เพื่อสนับสนุนข้อมูลให้แก่ฝ่ายขาย ให้เกิดความรู้และความเชื่อมั่นเพื่อสนับสนุนงานขาย ดูแลงาน E-Marketing (เฉพาะส่วน) เพื่อสนับสนุนให้เกิดยอด Visit และ Sale วิเคราะห์ข้อมูลที่ได้จากส่วนวิจัยและข้อมูลภายนอกเพื่อปรับกลยุทธ์การตลาดให้ทันเหตุการณ์ ดูแลและควบคุมให้ SOS และ WIP เพื่อสนับสนุนการขายการโอนในปัจจุบันและอนาคตให้สอดคล้องกับกลยุทธ์บริษัทฯ ดูแลและประเมินสำนักงาน  สภาพแวดล้อมโครงการ ตามมาตรฐาน Site Role Model  และ Customer Contract Process ให้ทีมงานขายอยู่ในสภาพที่ดีพร้อม  เพื่อการขายและภาพพจน์บริษัทฯ จัดทำและวางวัตถุประสงค์เป้าหมายแผนการตลาด / งบประมาณการตลาด / แผนปฏิบัติการ / แผนส่งเสริมการขาย บริหารแผนการตลาดและกลยุทธ์การส่งเสริมการขายและกลยุทธ์ตรายี่ห้อให้เป็นที่รู้จักในตลาดในท้องถิ่น จัด Event  Marketing  ที่สามารถเพิ่มยอดขาย กำไร  และสร้างความพอใจสูงสุดแก่ลูกค้า ประสานและช่วยดูแลงานด้าน CRM วิเคราะห์ รวบรวม และประเมินผล  พร้อมทั้งจัดเตรียมข้อมูลทางการตลาดเพื่อนำเสนอแก่ผู้บริหารระดับสูงเพื่อใช้ในการตัดสินใจ ควบคุมดูแลบริหารการตลาดโครงการต่างๆไม่ต่ำกว่า 5 โครงการ งานอื่น ๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา คุณสมบัติ: วุฒิการศึกษา ป.ตรี - ป.โท สาขาการตลาด หรือ MBA หรือสาขาที่เกี่ยวข้อง ประสบการณ์ทำงานด้านการตลาด 6 ปี ขึ้นไป ถ้ามีประสบการณ์ด้านอสังหาริมทรัพย์จะได้รับการพิจารณาเป็นพิเศษ มีประสบการณ์ในการบริหารทีม มีคุณสมบัติของการเป็นผู้นำที่ดี มีความคิดสร้างสรรค์ และไอเดียใหม่ ๆ ในการดำเนินธุรกิจ
Sales & Marketing Director/ผู้อำนวยการฝ่ายขายและการตลาด,"Calbee Tanawat Co., Ltd.","Khlong Toei, Bangkok",Management,Full time,,,"Key Responsibilities Develop and execute Sale strategies based on market need, set sales goals and devise actics. Develop and execute Marketing strategies, utilize digital and traditional media to enhance brand awareness. Lead and develop Sales Team, build strong relationship with Modern & Traditional trades, set  goals and provide strategic guidance, utilize sales data for marketing trend analysis. Lead and develop Marketing Team, devise branding and marketing strategies based on target market and consumer needs, deploy platforms and media to increase brand awareness, propose competitive strategies based on market data. Manage, develop, and encourage team, design and train skill-up programs, monitor and provide feedback. Enhance negotiation and partnerships with major retailers and trade partners, also collaborate with industry associations and related organizations. Monitor and report results, review progress regularly and report to CEO on outcomes and challenges. Develop business strategies by analyzing Thai business environment and proposing new market entry and strategies. Set and manage budgets related to sale and Marketing initiatives. Promote continuous improvement in sales and marketing processes, including adopting new approaches and techs. Qualifications Over 10 Years of advanced managerial experience in sales and marketing. Bachelor’s degree or higher in marketing or related fields. Proven track record in leadership and business strategy development. Excellent team building and leadership skills. Deep understanding and experience in Thai consumer Leading market trends. Excellent business understanding linked with data analysis and integration, presentation, negotiation skills and interpersonal skills. Good command of spoken and written English and computer skills. สวัสดิการ  :  ประกันสุขภาพกลุ่ม, กองทุนสำรองเลี ยงชีพ , Fixedโบนัสปีละ 2 ครั้ง กิจกรรมสันทนาการต่างๆ,ทุนการศึกษาบุตร เลือกเวลาเข้าทำงานได้ฯลฯ , ทำงาน จ - ศ"
Logistics Deputy Manager *** Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Pathum Wan, Bangkok",Import/Export & Customs,Full time,,,"Duties: Overall logistics transaction including knowledge of BOI, FTA, privilege, controllable cargo, etc. Qualifications: Bachelor degree in any fields Knowledge of logistics, import and export transactions formalities for import and export Knowledge of BOI privilege, FTA privilege, controllable cargo related with Government Authorities Good command in English Able to work as a team and have interpersonal skills Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd."
Food Production Supervisor/ Section,ManpowerGroup Thailand,Rayong,Management,Full time,,,"Responsibilities: Managing the production planning, machine control, Fulfill customer orders with maximum benefit from both the plant and the organization Perform strategic plans at the division level and targets of the production. Perform guidelines for production in line with production formulas. production control conditions, environmental quality management system standards, and others as specified by the Company's policy Including preparing the annual expenditure budget of the production section. Manpower management, KPI & Productivity management Qualifications; Bachelor's Degree in Food Science food engineering, electrical engineering, mechanical engineering or related with Food Manufacturer More than 12 years of experience in food production control (Food Production Process is prefer) Good Knowledge in Food production planning, manpower and machinery management, productivity Experience in Food Manufacturer ( Frozen, Feed, Confectionery, Instant Noodle, Ready to eat, Meat ) Good Knowledge of GMP, HACCP, ISO9001, ISO14001, BRC is plus Team management and High leadership skill Able to work on Saturday Interested candidates please send your update resume, current and expected salary with contact details to: ManpowerGroup Thailand - Eastern Seaboard Branch 143/165 Moo 12, T.Nong-prue, A.Banglamung Chonburi 20150 Contact no. 033-135014 ext.3414 or 081-104-8842 Contact person Khun Jurairat Srimala - Recruitment Consultant Manpower recruitment license No.Chobor.03/2554 Ref: BH41065"
Marketing & Community Manager,VUCA Digital,"Phra Khanong, Bangkok",Management,Full time,,,"We are looking for a Marketing & Community Manager who acts both as a front-line contact and intermediary among our affiliates, our target audiences, and our partners and vendors. A person plays a crucial role in our public communications, since he or she builds its image and enables the implementation of an effective social media strategy, public relation, and event. The goal is to build brand awareness, create dynamic marketing strategies, and build a larger and stronger community for the Crown Token and ADOT NFT's community. Responsibilities Build the effective marketing strategies for our target markets and products/services. Review strategic priorities, translate them into a comprehensive plan, and conduct and monitor the execution. Build strong engagement for our community in all global channels (e.g., twitter, telegram, and discord). Implement and monitor social media and communication campaigns to align with marketing strategies. Plan and create community initiatives to build a stronger and larger community. Ensure the continuous development and effective delivery of strategic ambitions in a fast paced and changing external environment. Work closely with both internal (such as movie project owner, production team, creative team, and design team) and external parties (such as marketing agency and business partners). Set and implement social media, content planning, and communication campaigns to align with marketing strategies. Create engaging and shareable content for our communities and social media accounts. Analyze customer insights, consumer trends, marketing analysis, and marketing best practices to build successful strategies. Create Communication, marketing, content, and PR plans. Stay updated with new marketing and outreach opportunities to push token image, projects, and platform, as well as with digital technology trends especially cryptocurrency and NFT. Interpret and evaluate the information / data from past social media campaigns to improve the performance of next campaigns. Initiate new ideas to build a strong and large community as well as to enhance our products and services. Evaluate, select, monitor, and work with local and international agencies/partners. Ensure that the plans are implemented on the timeline and budget. Organize and participate in the events to build strong community and boost awareness. Attend and contribute to meetings, briefings, reviews, due diligence, and compliance activities. Develop effective working relationships with all team members and create a culture of co-operation, flexibility, and adaptability. Provide coaching and support to the team members. Requirements At least BS degree in marketing or relevant fields Proven work experience in a related field Ability to identify and track relevant community metrics Knowledge of online marketing and marketing channels Fast learner with can-do attitude Attention to details and ability to multitask Self-initiative with willingness to learn new things Ability to prioritize works with a good organizational skill Excellent communication and presentation skills both in Thai and English Great interpersonal skills Strong interest in the crypto market"
Marketing Communication Manager/ผู้จัดการแผนกสื่อสารการตลาด,"Reignwood Holding Co., Ltd.","Lam Luk Ka, Pathum Thani",Management,Full time,,,"Position Overview : The Marketing Communication Manager is a pivotal role responsible for driving the marketing strategy and initiatives of the company. They will play a key part in developing and executing marketing campaigns, managing the marketing team, and ensuring that marketing efforts align with business goals. Key Responsibilities : Strategic Planning: Develop and execute the company's marketing strategy in alignment with overall business objectives. Identify target audiences, market trends, and growth opportunities to inform marketing strategies. Team Leadership: Manage and lead the marketing team, providing guidance and support to achieve departmental goals. Campaign Development : Plan, create, and oversee marketing campaigns, including digital, print, and events. Collaborate with cross-functional teams to ensure campaign effectiveness. Brand Management: Maintain and enhance the company's brand identity, ensuring consistency across all marketing materials and channels. Develop brand guidelines and enforce them throughout the organization. Digital Marketing: Oversee digital marketing efforts, including website management, SEO, email marketing, and social media. Analyze digital marketing metrics and optimize strategies for better results. Market Research : Conduct market research to stay updated on industry trends and competitors. Utilize data-driven insights to make informed marketing decisions. Budget Management : Manage the marketing budget efficiently, ensuring that campaigns are cost-effective. Track expenses and report on budget allocation. Content Development: Supervise the creation of engaging and relevant content for various marketing channels. Ensure content aligns with the brand voice and resonates with the target audience. Performance Analytics : Monitor and analyze marketing performance metrics, generating reports and insights. Use data to make data-driven decisions and optimize marketing strategies. Cross-Functional Collaboration : - Collaborate with sales, product development, and other teams to ensure marketing efforts support overall business goals. - Liaise with external partners, agencies, and vendors to execute marketing campaigns. Innovation and Trends : - Stay informed about marketing trends, emerging technologies, and industry developments. - Innovate and implement new strategies to keep the company at the forefront of the market"
Transport supervisor ( Urgent! )/หัวหน้าขนส่ง ( เร่งด่วน ),"SINGTOTHONG LOGISTICS CO., LTD.","Khlong Sam Wa, Bangkok",Freight/Cargo Forwarding,Full time,,,"หน้าที่ความรับชอบ มีความรอบรู้งานขนส่ง รู้เส้นทางเป็นอย่างดี มีวุฒิภาวะการเป็นผู้นำสูง ใช้โปรแกรม Microsoft เป็นอย่างดี มีความคล่องตัว ดู GPS ได้ดี คุณสมบัติ วุติการศึกษาปริญญาตรีขึ้นไป ประสบการณ์ทำงานในสาขาที่เกี่ยวข้อง 2 ปีขึ้นไป สวัสดิการ ประกันสังคม กองทุนเงินทดแทน เงินเบิกรายสัปดาห์ เงินกู้สวัสดิการ ชุด uniform (อายุงานครบ 1 ปี) SINGTOTHONG LOGISTICS CO., LTD. 75 Nong Rahaeng Road, Sam Wa Tawan Tok, Khlong Sam Wa, Bangkok 10510"
Marketing Officer,Tipco Asphalt Public Company Limited,"Phaya Thai, Bangkok",Management,Full time,,,"Job Description: Conduct marketing activities and provide marketing material to support domestic retails and to be in accordance with the Company's plans and policies. Develop market intelligent system. Job Duties/Responsibilities: Provide marketing activities for all related concerned parties i.e. Road Related Authorities, educational schools, universities and customers. Develop market intelligent system to support domestic retails Co-ordinate to provide marketing campaigns with sales activities. Conduct annual customer satisfaction survey and analysis for domestic retails. Provide marketing materials to support marketing and sales activities Provide corporate souvenirs/gifts to support sales and marketing activities. Support in developing and launching new products and services. Qualifications/ Education/ Experience/Skills: BS/BA in marketing, administration or related fields. Work experiences 0-3 years (new graduation is welcome). Good computer literacy of Microsoft Office. Good communication both in English and Thai (TOEIC score > 500 is preferred). All applications will be treated strictly confidential. Only short-listed will be notified. Interested candidates are invited to submit your resume with full details to: Human Resources Department 118/1 Tipco Tower, 24th Floor, Rama 6 Road, Phayathai, Bangkok 10400 Tel.: 02-273-6000Ext. 7621 , Fax: 02-273-6030"
Inventory and Costing Senior (Food franchise) **** Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,Import/Export & Customs,Full time,45000,54999,"Duties: Check the movement of inventory. and can find the value of inventories Check BOM Review inventory information Inventory costs and related expenses Update inventory accounts to be accurate, complete and up to date. Record JV, transfer products between branches and make inventory reports. According to the age of the products at each branch and check the inventory list / check the difference from the counting of each branch to record lost items and products lost due to fraud. Verify the accuracy of the inventory report and resolve any abnormalities in the inventory report. Take care of documents and control the receipt and disbursement of goods. Follow up on billing documents from suppliers Reconcile purchases, transfers, capital adjustments with GL and report monthly sales cost summary reports for each branch, including preparing transportation cost reports for inventory. Check product movement by SKU in every branch / prepare and answer audit questions, check Price Cost MG (check selling below cost) Open document system permissions / create a new document system (open a branch) / close funds in the system (TRCloud) Project New SKU / Creating a new SKU model for each product category, matching the new SKU with the old SKU. Control the practice of inspecting the work of employees. To be in accordance with the work system specified in the system Perform work as assigned by supervisor. Participate in monthly/year stock counting. Prepare monthly cost report by BU. Prepare adj-Inventory reports. Month/year Make an excise report that must be submitted for monthly tax filing. Prepare a report reconciling inventory balance with product movement report at the end of every month. Prepare documents regarding product costs in monthly closing accounts, prepare monthly inventory reports. Quarterly and annual to executives and related persons to know with a list of improvements approved by the supervisor Prepare an Inventory Aging Report and consider setting an allowance for decreasing the value of inventories. Propose guidelines for cost management. and control cost accounting closing Plan to count inventory together with the warehouse department on a quarterly basis. and prepare a report on the results of the counting Prepare reports as requested by the auditor or other agencies. Relevant information must be used within the scope of responsibility. Report problems and obstacles found from checking costs and inventories to relevant people. Qualifications: Bachelor’s Degree or higher in Accounting Minimum 5 years in Costing and Inventory Experience in Costing Analyst Experience having Subordinate Proficient in using Microsoft Office, particularly Excel and Word. (Pivot, VLOOKUP) Positive attitude and able to work under challenging assignments, good handle with pressure. Experience in related fielded is a Hugh plus Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd."
Supply Chain Manager,T.A.C. Consumer PCL.,"Suan Luang, Bangkok","Purchasing, Procurement & Inventory",Full time,,,"Job Descriptions: Lead and improve Demand & Supply with cross-functional team, rive the demand planning process by using KPIs & other measures to support and ensure that at strategic and operational level the Planning team is aligned with the priorities and activities of the business and other functions. Developing business by analyzing logistical problems and producing new solutions. Find cost-effective solutions for supply chain processes Analyzes statistical models, economic trends and other business information to support the development of the production plan and act as a liaison and act as the centralized point between internal team/ OEM to ensure information is fully circulate and enable team to be proactive to tackle with the change in time. Qualifications: Bachelor's degree in Business Administration, Supply Chain Management or any related More than 5 year and direct experience more than 3 years in demand & supply planning &Logistic and experience in the food industry and have more than 5 subordinates. Strong in analytical skills and continuous improvement mindset. good communicator with excellent interpersonal and presentation skills. Pro-active and positive attitude. Good command of both spoken and written English."
Flight Operations Engineer – Aircraft Performance,Airbus Flight Operations Services Ltd.,"Khlong Toei, Bangkok",Aviation Services,Full time,,,"SUMMARY OF POSITION The Flight Operations Engineer – Aircraft Performance is in charge of defining the relevant Flight Operations Standards by providing support, training and services on operational performance subjects to Airbus and other OEM Operators. He/She works in close cooperation with the Airbus Flight Operations Support & Training Standards department (STL) and NAVBLUE dealing with aircraft performance services and associated software development and training. Duties & Responsibilities Take part of the authoring and the update of performance data published in flight operations manuals (FCOM, FCTM, QRH, AFM, MMEL) upon STL requests Manage aircraft configuration to ensure coverage of individual aircraft definition in relevant flight operations manuals Answer to customer queries on aircraft performance subjects and performance operational software (Performance Engineer Program (PEP), FlySmart+ Performance Modules) upon STL requests In charge of functional test for the new version of performance operational software (Performance Engineer Program (PEP), FlySmart+ Performance Modules) Provide Flight Operations training sessions on performance subjects for the whole Airbus fleet to the operators Provide performance studies and analysis for support to Flight Operations Standards or Aircraft Design, upon STL requests Provide aircraft performance calculation and performance data to the operators in the frame of Flight Operations Services CORE JOB Requirement Bachelor degree or Master degree in aeronautical engineering At least 5 years of experience in airline operations or equivalent Advanced level of communication skills in English Operational aircraft performance knowledge Familiar with an international and multifunctional environment Project management knowledge Coaching and Training skills Presentation skills Ability to organize and manage multiple priorities Good customer service mindset Good team player and able to work independently If you are interested in this position, please Apply Now"
Supervisor (Export),"Mitsubishi Logistics (Thailand) Co., Ltd.","Bang Rak, Bangkok",Freight/Cargo Forwarding,Full time,,,"1.Received Order sheet from Head Office 2.Checking detials from order sheet 3.Checking cargoes and Container condition before stuffing 4.Checking Trucking condition before stuffing 5.Supervise Container stuffing control 6.Checking equipment for project cargo unloading and installation work 7.Checking transportation route for overside cargo before delivery. 8.Meeting with client for job scope for project cargo 9.Supervise unloading, shifting and installation job for spot shipment and project cargo 10.Coordinate among foreign customers and sub-contractors on site 11.Any new assignment which assigned from manager in team."
