Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Senior Property Manager – Phuket,"CBRE (Thailand) Co., Ltd.",Phuket,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Responsibilities: Manages all aspects of property management portfolio for multiple clients Responds to client needs, ensuring that services are provided in compliance with policies, procedures, regulations, and contractual obligations and standards. Ensures periodic regulated property inspections. Recommends and approves alterations, maintenance, and reconditioning as necessary. Contracts and supervises vendor services as required. Negotiates renewal of vendors or subcontractors’ agreements and provides performance reviews for client approval. Ensures that necessary meetings, such as AGMs and extraordinary meetings are held in accordance with the law. Supervises staff under portfolio, including approval for recruitment, selection, promotion, advancement, corrective action and termination, staff performance appraisal, mentoring, and coaching. Qualifications: Bachelor’s degree in a related field and a minimum of 3-6 years of related experience Background in Property Management or proven transferable skills in management, customer service, and operation. Who currently resides and works in Thailand and is willing to move to Phuket Excellent written and verbal communication skills. Strong organizational and analytical skills. Immediate and advanced skills with Microsoft Suite."
Project Sales Executive/เซลล์ประจำโครงการ,"EZRA ESTATE CO., LTD.",Bangkok,Other,Full time,,,"Position: Project Sales Executive Type: Full-time / working 6 days per week Job responsibilities Present products and services information to the customers. Keep in touch with the customers on a regular basis to enhance and maintain the relationship Advise customers on market conditions, trends, prices, mortgages, legal requirements, and related matters. Manage the properties portfolio. Participate in Sales events and call the prospect list derived from the event for follow-up. Prepare sales reports for presentation to the supervisors. Follow up on all documentation through to sales process and after-sales requirements. Qualifications Graduated with a bachelor's degree in any field. Welcome new graduates. If you have direct experience selling real estate, this will be given special consideration. Have skills in sales, negotiation, and service mind. Have a good personality. Good computer skills (Ms.Office, Outlook) Able to communicate in English will be given special consideration. Can work 6 days a week, weekdays off only. Works at Rangsit, Khlong Luang, Ramindra, Sukhumvit."
Building Manager/ผู้จัดการอาคาร,"Knight Frank Chartered (Thailand) Co., Ltd.",Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job responsibilities Take care and solve the problems of the residents to be orderly. Get various comments from co-owners and residents to the Executive Committee to consider in the monthly meeting. Inspect and maintain property in normal condition and ready to use at any time supervise the daily operations of the condominium management. Check the maintenance of various systems performance guarantee of various systems Duration of various employment contracts and check the records of various information in the condominium. Control check Performance of the contracted company to comply with the terms of the contract and according to the plan. Prepare various employment contracts, agenda and organize the meetings follow up to ensure the results of the meeting resolutions. Controlling expenses of the building in accordance with the budget. Set up plans and organize activities according to the law Including in accordance with various festivals such as fire rehearsals, etc. Prepare monthly reports. Attend meetings and record meetings in the organization. Take care of subordinates and various important documents of the condominium. Qualifications Bachelor's Degree in any field. More than 3 years’ experience in building (Property Management) Good personality and service mind. Strong team leadership and presentation skill. *Good command of written and spoken English. * Knowledge in Juristic Person Acts is an advantage Please submit your English resume Knight Frank Chartered (Thailand) Co., Ltd. Knight Frank Thailand 33/4, The 9th Towers, Grand Rama 9, Tower A, 31st Fl., Unit No. TNA 01-04 Rama 9 Road Huaykwang District, Bangkok 10310 Thailand Tel 02-643-8223 ext.120 Fax 02-643-8224"
Government Affairs Officer/เจ้าหน้าที่รัฐกิจสัมพันธ์,Sansiri Public Company Limited,"Phra Khanong, Bangkok",Other,Full time,,,"ความรับผิดชอบ รับผิดชอบงานด้านการขออนุญาตกับหน่วยงานราชการ ตรวจสอบเอกสารและดำเนินการโอนกรรมสิทธิ์และที่ดิน โอนกรรมสิทธิ์ สาธารณูปโภคทั้งหมด การดำเนินการขออนุญาตก่อสร้างบ้าน สำนักงานขายโครงการ, ขอใช้มิเตอร์ไฟฟ้า และน้ำประปาชั่วคราว ติดตามการขออนุญาตดำเนินการติดตั้งรายการสาธารณูปโภคตามรายการและตามระยะเวลาที่กำหนด ปฏิบัติงานอื่นๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา คุณสมบัติ ปริญญาตรี สาขานิติศาสตร์, การจัดการ หรือสาขาอื่นๆที่เกี่ยวข้อง มีประสบการณ์ในการติดต่อด้านการขออนุญาตต่างๆ และโอนกรรมสิทธิ์ มีความรู้พื้นฐานทางธุรกิจพัฒนาอสังหาริมทรัพย์ มีความคิดริเริ่มสร้างสรรค์ มนุษยสัมพันธ์ดี สามารถใช้คอมพิวเตอร์ได้ดี"
Property Appraiser...,"Brent Joe Cosens Consulting Co., Ltd.","Phra Khanong, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"รายละเอียดงาน: สำรวจและประเมินมูลค่าทรัพย์สิน เช่น ที่ดินเปล่า ห้องชุด ตึกแถว ทาวน์เฮ้าส์ บ้านเดี่ยว อาคารพาณิชย์ สำนักงานโรงงาน เครื่องจักรและอุปกรณ์ เรือเดินทะเล ตรวจสอบสภาพ และวิเคราะห์ข้อมูลเพื่อกำหนดราคาประเมิน จัดทำรายงานเพื่อเสนอต่อลูกค้า คุณสมบัติ : จบ การ การศึกษาในสาขาบริหารธุรกิจ, การเงินและธนาคาร, รัฐศาสตร์, วิศวกรรมศาสตร์, นิติศาสตร์, ประเมินราคาทรัพย์สินและสาขาอื่นๆ ผู้อำนวยการรับ นักศึกษาจบใหม่ สามารถใช้คอมพิวเตอร์โปรแกรม Word , Excel , Visioได้ มีความอดทน สามารถเดินทางไปในสถานที่ต่างๆ ที่ได้รับมอบหมายให้ทำการประเมินราคา ซึ่งอาจจะเป็น ทุ่งนา ตึกรกร้าง หรืออาคารที่พักอาศัยทั่วไป มีมนุษย์สัมพันธ์ที่ดี และมีความรับผิดชอบ มีความช่างสังเกต และรอบคอบในการตรวจสอบ สำรวจทรัพย์สิน มีความรอบรู้ สนใจในข่าวสารต่างๆ เพื่อใช้เป็นข้อมูลในการประกอบอาชีพ มีรถจักรยานยนต์ หรือรถยนต์ส่วนตัว สวัสดิการ : ประกันสังคม ประกันกลุ่ม เบี้ยเลี้ยง ค่าเดินทาง ค่าที่พัก"
Tenant Contract Assistant 2,Central Group (Central Pattana Public Company Limited),"Pathum Wan, Bangkok",Other,Full time,,,"Key Responsibilities: Create a lease agreement for tenants. Review documents and correcting data in DMS system. Work with stakeholders to follow through on the documents. Consult with stakeholders and offer solutions to finish agreement. Do the monthly report. Qualifications: Bachelor’s Degree in related field (Law, Accounting, Finance, Management). Minimum of 1-2 years of responsible experience in related field. Have good communication, human relations and Microsoft Office skill."
Cost & Procurement Manager (C&S),Frasers Property Industrial (Thailand) Company Limited,"Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Responsibilities: Determine cost estimate targets during the pitching stage process and be able to recommend cost effective solutions. Gather information by liaising with stakeholders in order to convert building specifications to cost estimates. Utilize cost methodologies and tools to prepare and maintain reliable and accurate data. Pre-qualify the contractor with the recommendation. Prepare bill of quantity template (BOQ) for prepare cost estimation including direct and indirect cost with estimation condition. Develop the tender documents. Coordinate the meeting, conduct the meeting, and write the minutes of meetings. Prepare cost comparison with the analysis and negotiation. Investigate and identify cost reduction opportunities through cost analysis review. Conduct cost review and make VE cost proposal. Prepare the presentation slide to seek management for CAPEX approval. Assist for construction contract execution including preparing the scope of work, bill of quantities and other related document to the project. Qualifications: Bachelor’s degree in Civil Engineering. Minimum 5 years proven experience in QS, cost estimation and procurement. Good communication skills with the ability to form and maintain good relationships internally and externally. Strong interpersonal, negation & presentation skills. Good communication in English language. Good Microsoft skills. Strong technical mindset and able to read and interpret data and drawing to cost estimation. Knowledge of estimating and procurement techniques. Results orientated and organized with the ability to deliver against deadlines. Strong attention to detail and accuracy skills. Good presentation skills. Proactive and adaptable."
Property Management Senior Associate,"WHA Real Estate Management Co., Ltd.","Bang Phli, Samut Prakan","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Responsibilities: Co-ordinate with relevant parties in Property Management, including external people. Prepare and monitor annual budget. Prepare documents for presenting repair and approval  work requests and other documents. Audit  Asset  and inspections  Building. Prepare reports for presentation to Manager. Meetings with other Departments. Responsibility for  assigned other job. Qualifications: Bachelor’s or master’s degree in Civil engineering, Electrical Engineering, or related fields, with experience and knowledge in building engineering or building equipment, HVAC systems, and other related systems. A minimum of 3 years of experience in building management, warehouse management, and real estate management, including inspection and verification of repairs for both system and structure aspects of buildings (Mechanical& Electrical  and Structure& Architecture). Knowledge of leasing space and details of lease agreements, such as warehouse lease agreements, office lease agreements, shopping centers, and documents related to government  permit applications. Basic knowledge of building and construction laws (special consideration will be given if there is knowledge of  laws related to the REIT. Fund) Good interpersonal and communication skills, proficient in using computers  Microsoft office and basic AutoCAD programs. Ability to communicate, read, and write in English. Owns a personal car and a valid driver's license, able to travel to other provinces. Able to work in WHA Tower, Bangna KM 7, close to Mega Bangna"
"(Urgent) Project Director - Real Estate (Housing) //Salary Up to 150,000//...","PASONA RECRUITMENT (THAILAND) CO., LTD.",Chachoengsao,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Description Business Unit: Real Estate (Housing) Department: Executive Direct Report to COO of Housing Subordinates: 31; Sales Department Manager, Project Manager, Legal Affairs Manager, Marketing Section Manager Scope of work: To lead and drive the team to propel projects in the assigned area, ensuring sales, transfers, and profits align with the set objectives. Additionally, oversee the construction projects to meet the planned goals and effectively manage customer satisfaction. Job Responsibility: - Manage profits, transfers, and sales within the approved zone. - Supervise project costs and expenditures. - Execute sales and marketing activities according to the planned strategies. - Ensure construction projects align with the plan and maintain high quality. - Handle legal matters to oversee customer satisfaction and maintain standards. - Monitor the cash flow of the Business Unit to ensure appropriateness. - Collaborate in developing new projects within the assigned zone and jointly managed areas. Required work experience - 40-45 yrs old (*Not over 48*) - Bachelor's degree in Business Administration, Management, Economics, Marketing, Construction, or related field. - Over 10 years of work experience as a Project Director with direct experience in the Real Estate business only - Strong Knowledge about Real Estate (Housing) or any relevant business - Proficient in MS Office and other relevant computer applications. - Effective communication skills in both Thai and English (listening, speaking, reading, writing). - Responsible and capable of working under pressure. - Ability to analyze and solve specific problems. - Detail-oriented, organized, and able to work well in a team. Working hours: Mon-Thu 8:00-18:00; Fri 08:00-17:00"
Junior Analyst (up to 24 months of past work experience)...,"Knight Frank Chartered (Thailand) Co., Ltd.","Huai Khwang, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job description Collecting data for diverse property sectors. Conducting site inspections and performing property due diligence analysis. Elaborating on property market reports and constructing PowerPoint presentations. Communicating and coordinating internally with other support departments. Providing support for advisory work and research. Building and managing property databases. Assisting in the preparation of proposals. Qualification Bachelor's in Architecture Master's degree abroad (preferable) Proficiency in written and spoken English Knowledge of property laws and regulations Proficient in Microsoft skills (Word, Excel, and PowerPoint) Possession of a driving license Positive attitude and a willingness to learn"
Sale อสังหาริมทรัพย์ (บุรีรัมย์),C.P. Land Public Company Limited,Northeastern > Others,Other,Full time,,,ให้ข้อมูลเกี่ยวกับโครงการและเสนอการขายแก่ลูกค้า ปิดการขายและดำเนินการด้านเอกสารซื้อขาย จัดเตรียมใบเสนอราคา/Promotion เพื่อนำเสนอลูกค้า จัดทำรายงานยอดขายประจำสัปดาห์และยอดขายประจำเดือน ประสานงานฝ่ายกฏหมายเพื่อออกเอกสารสัญญาซื้อขาย ปฏิบัติงานที่โครงการ : พาร์ค คอนโด ดรีม บุรีรัมย์ (ตำบลนางรอง อำเภอเมืองบุรีรัมย์ 31000) คุณสมบัติผู้สมัคร วุฒิการศึกษาระดับปริญญาตรี ทุกสาขา มีทักษะด้านงานขาย การต่อรอง เจรจา บุคลิกภาพดี รูปร่างสมส่วน มีทักษะการขายและการนำเสนอ มีไหวพริบ มีทักษะแก้ไขปัญหาเฉพาะหน้า มีประสบการณ์ด้านงานขายอสังหาริมทรัพย์ พิจารณาเป็นพิเศษ สามารถปฏิบัติงาน 6 วัน/สัปดาห์ได้ (หยุดวันธรรมดา) ยินดีรับนักศึกษาจบใหม่
Office Leasing Manager/ Asset Management Manager,Raimon Land Public Company Limited,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Purpose: The goal of the Department is to maximize the value of all RML existing Office and other project as assignment with response to project not only to emphasize on the number targets but also to find ways to enhancing the brand image of the Company. Also, to assure that all the transaction is going smoothly throughout the transactions. To achieve the goals of the Department, we will continuously lead the team to develop and maintain a sustainable Leasing activity and also to assure that PNL is always under well monitored and controlled throughout the year. Responsibilities: To source new business opportunities and find ways to generate additional income for office projects. Initiate a business plan to improve and optimise the use of space under the company's portfolio. Also, see what is missed in each project and differentiate it to make the projects even more special. Ultimately, the goal is to maximize value of all Commercial Office and retail assets not only in term of numbers but also focus on the brand image of the company Budget planning and performance forecasting. Ensure each property in the portfolio is performing up to the budget/forecast set. Liaison with third parties such as partners, agents, contractors, property management companies, hotel operators. Independently running and managing a team of high-performing staff. To prepare and implement business plan, marketing plan and recommendations for the new potential lands for offices /existing commercial office and retail project (if needed) Responsible to achieve occupancy rate targets, develop merchandising mix and acquire potential tenants and/or operators for existing To review proposal, draft agreements in relation to commercial offices projects Work with partners; sole agent, tenants, construction and marketing team to ensure that all the transaction going smoothly Supervise the team on day to day activities. Focus on the direction/vision of Commercial team leading to the succeed of the projects Lead and motivate the team to work towards the same direction with an objective to reach the same target Keep explore and update on office market status and trends to share the ideas to the team and other related team Work and coordinate closely with all top management to assure RML achieve the ultimate goal Develop yearly commercial office plan to implement throughout the year Set, Monitor and Control P&L for all commercial office projects to assure RML stay in positive numbers in every quarter of the year Do monthly update with property management team to assure that all expenses are used effectively and efficiently Contribute Marketing Plan and execute as planned. Qualification: Minimum of 5 years’ experience in commercial Leasing, tenant management & services. Master’s Degree or above, preferably in real estate, business management or related area. Great interpersonal skills MS Office Suite, Pivot Table Basic Accounting (read, create and interpret P&L and financial statement). Strong experience in managing real estate assets including commercial, retail and hospitality properties. The candidate must be able to effectively liaise with leasing teams, appointed leasing agents, hotel operators, and project partners. Strong analytical skill, negotiation, co-ordination and follow up skills. Goal oriented, energetic, team player and can-do attitude. Fluency in English and Thai, written and spoken. An ability to communicate in Japanese would be advantageous to the role. Able to work independently and as a team within set time frame and under pressure. Working location: Near BTS  Ploenchit Interested applicants, please email your resume in English with a recent photo and expected salary via ""Apply Now"" Raimon Land Public Company Limited. Rajanakarn Building, 19th Floor, 3 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 Thailand T: (+66) 2 029 1889 # 1809 | F: (+66) 2 029 1891-2 www.raimonland.com"
Senior Legal Officer/งานสัญญาภาษาอังกฤษ,Advanced Info Service Public Company Limited (AIS),"Phaya Thai, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,งานร่างสัญญา ตรวจสอบสัญญา แก้ไขสัญญา ทั้งภาษาไทยและภาษาอังกฤษ รวมถึงให้ความเห็นทางกฎหมายเกี่ยวกับบริการ Digital Service ต่างๆ เช่น งาน License Agreement ของรายการช่องต่างๆ ในบริการ AIS PLAY บริการพิสูจน์และยืนยันตัวตน (NDID) บริการนายหน้าประกันภัยและประกันชีวิต บริการเสริมต่างๆ บริการรับชำระเงินทางอิเล็กทรอนิกส์ บริการขายสินค้าทางออนไลน์ การจัดกิจกรรมส่งเสริมการขาย และบริการ Digital Service ที่จะเกิดขึ้นในอนาคต คุณสมบัติ - วุฒิการศึกษา ปริญญาตรีขึ้นไป สาขานิติศาสตร์ - มีประสบการณ์ให้คำปรึกษาด้านสัญญาและกฎหมายอย่างน้อย 5 ปี - สามารถใช้โปรแกรม Ms. Office ได้ดี - มีทักษะการสื่อสารที่ดี รู้วิธีจัดการลดความเสี่ยงในสัญญา - มีความสามารถในการทำงานภายใต้ความกดดัน - สามารถใช้ภาษาอังกฤษได้ดี ฟัง พูด อ่าน เขียน - หากมีผลสอบทักษะภาษาอังกฤษจะพิจารณาเป็นพิเศษ (สัมภาษณ์ภาษาอังกฤษ)
Land Acquisition Manager,"SC Asset Corporation Public Co., Ltd.","Chatuchak, Bangkok",Other,Full time,,,"Urgently Required Responsibility 1. Procurement of land that is suitable and meets the needs of the company. from various sources such as brokers, financial institutions land owner 2. Negotiate the price of land and the terms of the contract to buy and sell land with the landlord 3. Analyze the possibilities in various fields. including real estate law, physical aspect, location of the land market information to select suitable land for the Company's project development 4.Analyze and decide on solving problems in land in order to be able to purchase land to develop projects according to the Company's objectives successfully 5. Plan the purchase of land to follow the direction of the company 6. Conduct model and pricing strategy for Non-Performing Assets (NPA) Requirements 1. Bachelor's degree or higher in any field 2. Experience in land acquisition for more than 10 years ฝ่ายทรัพยากรบุคคล บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน) อาคารชินวัตร ทาวเวอร์ 3 ชั้น 10 เลขที่ 1010 ถนนวิภาวดี – รังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900 โทรศัพท์ 02-949-2544 Website: www.scasset.com"
Government Affairs (Hotel Business)/รัฐกิจสัมพันธ์,Central Group (Central Pattana Public Company Limited),"Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Responsibilities: Liaise with government departments for construction permitting, environmental permitting, lease agreement and renovation project for shopping center Review land acquisition contracts and ensure contractual terms are complete Draft and review government letter, lease agreement including renewal agreement terms and conditions to aligns with law and regulations Participate and plan various community programs and assist to implement all strategies effective according to company business Establish and maintain positive relationships with government departments, land lords and the relevant sectors to support the company's long-term business goals Qualifications: Bachelor's degree or higher in Law, Political Science, Business Administration or related fields Minimum 5 years of working experience in Government Affairs, Government Relations, Regulatory Affairs or Property Acquisition Minimum 5 years’ experience in team management with strong leadership negotiation skills Experience working in Hotel business is required Proven ability to effectively build lasting relationships by demonstrating strong interpersonal and influencing skills throughout all levels of the organization Strong judgment to make decisions on complex business and policy issues and act based on what is in the best interest of the company"
Property Consultant (Resales and Leasing - Japanese speaking),SC Asset Corporation Public Company Limited,"Phaya Thai, Bangkok",Other,Full time,,,Bridge Thailand ( SC ASSET'S Subsidiary Company ) Job Highlights Fluent in English & Japanese International Environment Salary + Commission +++ Roles & Responsibilities To rent out and sell properties as received target To follow and meet clients (including guiding on property tour) To prepare related documents To explore new opportunity in real estate business or any related including survey To source new client channels and stocks To develop and maintain strong relationship with client and ensure a continuous workflow of sales revenue Preferred Qualifications Bachelor’s degree in any field Must be able to communicate in English and Japanese effectively Previous experience as a real estate broker or working for a developer is required Strong interpersonal and communication skills with a track record of achieving high-end residential property sales Excellent personal presentation and customer service skills with a positive attitude Able to work 6 days/week
Digital Marketing Officer/เจ้าหน้าที่การตลาดดิจิทัล,"OXYGEN POOL VILLAS DEVELOPMENT CO., LTD.","Bang Kapi, Bangkok",Other,Full time,25000,34999,"ดูแล วางแผนและจัดทำ Content , Marketing Campaign ลงในสื่อออนไลน์ อาทิ Facebook, TikTok, line, Instagram และอื่น ๆ ดำเนินการวางแผน วิเคราะห์กลุ่มเป้าหมาย วางกลยุทธ์ และจัดทำโฆษณา ยิง Ads ให้กับกลุ่มเป้าหมาย ใน Budget ที่กำหนด ประสานงานกับฝ่ายกราฟิก เพื่อจัดทำรูปภาพ วีดีโอ สำหรับการสื่อสารในช่องทางออนไลน์ วิเคราะห์ สรุป ติดตามและรายงานผล ของ Social Media ในแต่ละ Platform จัดทำรายงานผลการดำเนินงานขาย/การตลาดประจําเดือน ไตรมาส และประจําปีสร้างสรรค์ Content คุณภาพ ทั้งงานเขียน การถ่ายทำ และ ตัดต่อวีดีโอ ให้ตรงกับความต้องการของกลุ่มลูกค้า คุณสมบัติผู้สมัคร รับเฉพาะผู้มีประสบการณ์ด้านอสังหาริมทรัพย์อย่างน้อย 2-3 ปี มีความสามารถในการบริหารจัดการและการวางแผน ทางด้านการตลาดและการขาย มีทัศนะคติและความคิดสร้างสรรค์ในการทํางาน,ชอบ หาความรู้ใหม่ๆเสมอ มีความละเอียดรอบคอบ สามารถวางแผนงานด้านต่างๆได้ มีทักษะในการติดต่อประสานงาน การเจรจาต่อรอง เพื่อรักษาผลประโยชน์สูงสุดของบริษัท มีภาวะผู้นำสามารถวิเคราะห์ แก้ไขปัญหา การตัดสินใจ เสนอแนะแนวทางและข้อปฏิบัติที่ถูกต้อง สามารถแก้ไขปัญหาเฉพาะหน้าได้เป็นอย่างดี สามารถจัดการทีมงานให้ทำงานร่วมกันเป็นทีมได้ มีความรับผิดชอบต่องานที่ได้รับมอบหมาย"
"Sales, Assistant Manager / Manager (Real Estate)/ผู้จัดการ / ผู้ช่วยผู้จัดการ...","NAVARANG ASSET CO., LTD.","Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Description: Coordinate with customers to provide products, promotions, and pricing information by clarifying customer requests, forwarding information, and answering questions. Coordinate with the head of Sales to facilitate everyday operations in a collaborative environment. Sales report; weekly, and monthly by preparing and forwarding sales tracking reports. Train and guide sales staff to achieve each sales target and motivate associates to optimize sales performance Handling and resolving customer service issues or/and complaints Work alongside the Marketing team to plan campaigns and promotions in line with sales activities Visit the specified market frequently to get competitor marketing activities, products, and analyze the advantages/disadvantage Coordinate with banks for the mortgage process Carry out such other CRM functions, activities, and tasks as may be required Qualifications: Bachelor's degree or above in any field At least 3 years experience in Real Estate Business; selling, resale Have strong communication, sales, and presentation skills Have a positive outlook and attitude with a good personality Good command of both written and spoken English (will be an advantage) Good team player with the ability to manage multi-tasks under pressure Be able to work on-site 6 days/week We invite qualified candidates to submit your CV with current photo stating your present and expected salary by click ""Apply Now"" Navarang Asset Company Limited Human Resource Division 31 Portico Building, 3rd Floor, Room no.301 Soi Langsuan, Lumpini, Patumwan, Bangkok 10330 www.navarangasset.com"
Site Acquisition Executive (Quick Service Restaurant),"McThai Co., Ltd.","Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Key Responsibilities: Conduct in-depth market research to identify potential locations for new QSR outlets. Analyze market trends, demographic data, and competitor presence in target areas. Identify and evaluate potential sites for new QSR outlets based on predefined criteria such as accessibility, visibility, and demographics. Collaborate with real estate agents and property owners to explore available properties. Conduct site inspections to assess the suitability of the location, including infrastructure, zoning compliance, and any potential obstacles. Ensure all regulatory and zoning requirements are met for new site selections. Negotiate lease agreements with property owners, including terms, rent, and any additional provisions. Work closely with legal counsel to review and finalize lease contracts. Coordinate with relevant authorities to secure the necessary permits and licenses for new restaurant locations. Ensure compliance with health, safety, and building regulations. Oversee construction and renovation projects at new sites, ensuring they adhere to quality standards and timeline constraints. Collaborate with architects, designers, and contractors. Develop and manage budgets related to site acquisition, including lease costs, construction expenses, and other associated costs. Qualifications: Bachelor's degree in Business, Real Estate, or a related field. 5 years in Site Acquisition the QSR industry. Strong knowledge of real estate markets, zoning regulations, and permitting processes. Excellent negotiation and communication skills. Detail-oriented with strong project management abilities."
Sales Manager/ผู้จัดการฝ่ายขาย,"Narai Property Co., Ltd.",Chon Buri,Other,Full time,,,ความรับผิดชอบ - วางแผนกลยุทธ์ และผลักดันความสำเร็จของงานขาย - ติดตาม บริหารความเคลื่อนไหวของยอดขายยอดโอน และต้นทุนการขายในภาพรวม - บริหารทีมขายให้มียอดเป็นไปตามเป้าหมายที่บริษัทกำหนด - ประสานงานกับหน่วยงานภายในและภายนอกเพื่อดำเนินการด้านการขายและการให้บริการ - วางแผนกลยุทธ์ร่วมกับทีมการตลาดเพื่อสร้างยอดขายโครงการให้เป็นไปตามที่บริษัทกำหนด - ติดตาม รักษาความสัมพันธ์ และขยายฐานลูกค้า - สรุปและรายงานผลประจำสัปดาห์และรายเดือนส่งให้กับทางผู้บริหาร - งานอื่นๆที่ได้รับมอบหมาย คุณสมบัติ - ประจำโครงการ แหลมฉบัง จ.ชลบุรี - สำเร็จการศึกษาระดับปริญญาตรีขึ้นไป สาขาที่เกี่ยวข้อง - มีประสบการณ์บริหารงานขายในธุรกิจอสังหาริมทรัพย์อย่างน้อย 5 ปี - สามารถเดินทางไปดูแลโครงการที่ จ.ระยอง ได้ (เป็นครั้งคราว) - มีทักษะการบริหารทีมงาน และการสื่อสารที่มีประสิทธิภาพ - มีทัศนคติที่ดีสามารถผลักดันทีมงานให้ปฏิบัติงานได้ผลลัพธ์ที่กำหนด - บุคคลิกภาพดี มีใจรักในงานบริการ - สามารถใช้โปรแกรม Microsoft Office ได้ดี
"Senior Real Estate Agent (Sales/ Rental) -  Bangkok, Pattaya, Chiang Mai...","FazWaz (Thailand) Co., Ltd.",Others,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Why Join FazWaz? FazWaz is a leading Proptech company in the real estate industry, representing clients globally in various sectors including residential, off-plan, resort properties, luxury leasing, and vacation rentals. Our unique approach to the business combines technology and collaboration to provide the best experience for both agents and clients. With a network of global resources including a support team, listing team, sales leaders, and cutting-edge technology divisions, FazWaz has closed over $5 billion in real estate transactions since 2016 and recently joined the Lifull Connect family who own & operate the largest network of property portals globally (180 million monthly visitors!) The Role Engage with clients exclusively sourced through FazWaz's robust platform or via professional referrals, eliminating the need for independent prospecting. Establish and maintain rapport with potential buyers, providing expert guidance throughout the property acquisition process. Develop and nurture relationships with property owners, offering your insight and services for the sale or rental of their properties. Utilize our bespoke digital and mobile solutions to stay abreast of market trends and efficiently manage transactions and client portfolios. What We Offer Lead Generation : Our network of over 20 websites generates upwards of 70,000 monthly enquiries, providing a consistent lead pipeline. No Cold Calling : Focus on selling, not prospecting, with our lead-rich environment. Enriched Lead : Directly engage with pre-qualified leads, focusing your efforts on clients ready to take action, significantly reducing the time spent on client acquisition. Competitive Compensation : Attractive commission-based compensation. Enhanced Earning Potential : With fewer co-broke transactions, you have greater control and the potential for higher earnings. Listings : Utilize an extensive database of owner properties, complete with advanced tools for effective listing management. Listing Support : A dedicated team ensures the integrity of our listings, maintaining a clean and up-to-date database. Transaction Support : Transaction team assists you with transfer registration tasks. Career Advancement : Clear paths for progression within the company for those looking to grow their careers. Performance Rewards : Incentives for top-performers who achieve beyond set targets Professional Environment : Our supportive and collaborative work environment is designed to foster success. Networking : Benefit from a vast network of agents, enhancing collaboration and support in deal closures. Personalized Mentorship : A mentorship program that is adapted to your individual professional development needs. What we’re looking for Demonstrable success in real estate sales, particularly within the Thai market. A track record of delivering superior client service. Proven ability to cultivate and maintain professional client relationships. Proficiency in using modern technology and CRM systems for sales and client management. Application Process We welcome applications from agents with a solid background in real estate. Please submit your resume that highlights your experience and explains why you would be a valuable addition to the Fazwaz (Thailand) team."
School Nurse,Kensington International School,"Taling Chan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Roles & Responsibilities: Provide primary healthcare services to students and staffs. Respond promptly to medical emergencies and provide first aid. Coordinate with a contract hospital if there is any emergency case from the school to facilitate hospital admission. Coordinate and communicate with parents of students ensuring you abide by the schools medication policy and ensuring parents are informed correctly about any accidents or health updates in school Manage personal health records of students and staffs including allergies and chronic disease of each individual person Oversee and develop policies and procedures in conjunction with Headteacher and School Manager Assist in the control and prevention of communicable disease by providing information to staff, students and parents about protective measures against communicable disease. Work with the school caterers to provide information on healthy eating, monitor obesity and dietary requirements, and ensure the menu is balanced and nutritious. Order and control inventories of medicines and medical supplies in the medical room. Keep the medical room safe, clean and tidy all the time. Perform other duties as assigned. Requirements: Bachelor's degree in Nursing or a related field Be a registered nurse or licensed practical nurse with first aid and CPR certification. Have knowledge of Thai health standards and regulations. Pediatric experience preferred Experience of working in accident and emergency frontline services is desirable. 2 years’ work experience as a School Nurse in an International School would be helpful. Ability to work independently and collaboratively within a diverse international community. Empathetic and calm personality Strong organisational and multitasking abilities. Excellent communication and interpersonal skills in both Thai and English"
