Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
พนักงานขาย/พนักงานขาย,"Konaka (Thailand) Co.,  Ltd.",Nonthaburi,Account & Relationship Management,Full time,13000,19999,"- พนักงานขายประจำสาขา เซ็นทรัลพลาซ่าแจ้งวัฒนะ เมกาบางนาและเซ็นทรัลบางนา - แนะนำและจำหน่ายเสื้อผ้า,ชุดทำงานภายใต้แบรนด์ Suit select ซึ่งมาจากประเทศญี่ปุ่น คุณสมบัติ 1.เพศชาย,หญิง อายุไม่เกิน 32 ปี 2.วุฒิการศึกษาระดับชั้น ม.3 - ปริญญาตรี 3.มีความรู้ภาษาอังกฤษขั้นพื้นฐาน จะพิจารณาเป็นพิเศษ 4.มีใจรักงานบริการและการขาย 5.บุคลิกภาพดี ส่วนสูง ไม่ต่ำกว่า 155 ซม."
Junior Sales Executives,Ayathai Group Company Limited,"Prawet, Bangkok",Account & Relationship Management,Full time,,,"Job Purpose: The core purpose of this job role is to initialize and manage relationship with customers. You will be serve as first contact point and lead from initial outreach to the making of final purchase. You are responsible for communicating the benefits of the company's products and services in order to open opportunity for selling. You have a range of responsibilities including identifying and educating prospective customers, supporting new and existing clients with information and assistance that relates to products and services. Responsibilities Present and sell the company's products and services via telephone (Cold Calling) to new and existing customers according to the goals set by the company monthly, quarterly and yearly. Search and study Information of prospective customers whom you will call to present  the company's products and services. Create a conversation with customers to find out the basic requirements to open opportunities for selling. Follow up about possibility in purchasing products and services after the cold calling and  improving and resolving issues that customers are interested in to lead to closing sales. Create, maintain and update all customer databases. Prepare a report of the cold calling in both quantity and quality. Report on success in making appointments with customers and sales reports. Qualifications Bachelor Degree in related fields Experience in corporate sales is a plus Highly motivated and target driven with a sense of achievement Excellent selling, interpersonal, communication, negotiation and persuasive skills Ability to create and deliver conversation tailored to the audience needs Relationship management skills and openness to feedback Skilled and up to date in work communication technologies, cloud-based applications and resources, social and business apps. Confidence in working independently and without direct supervision. Available to travel when needed Available to work after office hours and weekends when needed Fluent English is a plus"
Sales Channel Development Manager,Dohome Public Company Limited,"Din Daeng, Bangkok",New Business Development,Full time,,,"Responsibilities: 1. Check standards and propose development of partner stores to meet goals. 2. Develop communication with partner stores to become more well-known in target areas. Focusing on online and offline channels 3. Create target customer groups such as technicians and project owners in the area. To join the group that the company has set or develop to be able to expand. 4. Develop activities of partner stores in the area. Join with the community to create good relationships. Qualifications: 1.At least 3 years experience in retail operations and retail management 2.Experience in Furniture, Bedding, Housewares and Electronic devices is a plus 3.Good analytical and management skills 4.Proficient ability in using Microsoft Office applications 5.Strong interpersonal and communication skills"
"Head of Sales, Commercial & Marketing",Siam Food Services Ltd.,"Khlong Toei, Bangkok",New Business Development,Full time,,,"Key Accountabilities Manage, monitor and review overall business operation functions to ensure smooth and efficient business running by main focusing at Sales, Commercial, and Marketing. Maintain in-depth relations with all members of the management and managerial team. Provide and support organization strategic plan, recommending objectives, accomplishes subsidiary objectives by establishing plans, budgets, and results measurements; allocating resources; reviewing progress; making mid-course corrections. Builds company image by collaborating with customers, principals, government, community organizations, and employees; enforcing ethical business practices. Maintains quality service by establishing and enforcing organization standards. Contributes to team effort by accomplishing related results as needed. Responsible for the preparation, presentation and subsequent achievement of the annual Operating Budget, Marketing & Sales Plan and Capital Budget. Ensure all decisions are made in the best interest. A strong understanding of P&L statements and the ability to react with impactful strategies. Qualifications: Systematic, well organized, great strategic thinking, decision making, outstanding leadership skills and a great attention to detail Excellent customer service skills as well as a business mindset Demonstrable aptitude in decision-making and problem-solving Reliable with an ability to multi-task and work well under pressure A university degree in Business Administration, Marketing, or related fields Excellent command in English, good communication skill both writing and speaking At least 10 years of work experience in Managerial Level Food service background is plus"
เจ้าหน้าที่การตลาดสินเชื่อเพื่อที่อยู่อาศัย  (Mortgage Specialist),Bangkok Bank Public Company Limited,"Sathon, Bangkok",Account & Relationship Management,Full time,,,Job Description ดำเนินงานขายผลิตภัณฑ์สินเชื่อบ้านและผลิตภัณฑ์อื่นๆที่เกี่ยวข้องให้บรรลุเป้าหมายการจดจำนองสินเชื่อและเป็นไปตามมาตรฐานที่ธนาคารกำหนดที่กำหนด สร้างและรักษาความสัมพันธ์กับตัวแทนโครงการที่เกี่ยวข้องเพื่อให้การขายตรงผลิตภัณฑ์สินเชื่อบ้านเป็นไปตามเป้าหมาย จัดทำและตรวจสอบเอกสารการขอสินเชื่อของลูกค้า ติดตามและประสานงานกับหน่วยงานที่เกี่ยวข้องเพื่อดูแลให้การขอสินเชื่อของลูกค้าดำเนินไปอย่างราบรื่นและถูกต้องตามมาตรฐานของธนาคาร Qualification ป.ตรี/โท สาขาการตลาด/บริหารธุรกิจ หรือด้านอื่นๆที่เกี่ยวข้อง มีประสบการณ์การขายผลิตภัณฑ์สินเชื่อบ้าน 2-8 ปี สามารถสื่อความได้ดี มีบุคลิกดี มีมนุษยสัมพันธ์ดี มีความละเอียดรอบคอบ มีความรู้ความเข้าใจในธุรกิจสินเชื่อเพื่อที่อยู่อาศัยมีทักษะการขาย การติดต่อประสานงาน และการบริการลูกค้า สถานที่ปฏิบัติงาน : ธนาคารกรุงเทพ สำนักงานสุรวงศ์ สามารถสอบถามข้อมูลเพิ่มเติมได้ที่ คุณดวงกมล โทร 063-2124381
Technical Sales Manager (B2B) – Solar Business,"Green Yellow (Thailand) Co., Ltd.","Sathon, Bangkok",New Business Development,Full time,,,"The company is the trusted energy partner of private companies to make their energy transition a success, at this moment, seeking for an experienced candidate to join as Position : Technical Sales Manager (Workplace around BTS Saladeang, MRT Silom, Bangkok). Business : Renewable Energy Working hour : Monday – Friday, 9:00 AM – 18:00 PM. Location :19th Floor, Tisco Building, 48/43-44, N Sathon Rd, Silom, Bang Rak, Bangkok 10500. Job Description: Achieve New Business sales wins to exceed target, open new accounts & new relationships. Building lasting, consultative relationships with influencers, business partner and decision-makers in key client accounts. Ensuring that all sales administration is kept up to date. Seek to establish new accounts by calling potential customers. Responsible for business and individuals’ performance management (include corrective action where needed) to achieve local agreed business plan targets and objectives. Weekly and monthly report based on the good understanding of market Deliver requirement. Prepare commercial documents including presentations to customer. Discuss every aspects of the project with customer, including technical team, legal team, and key decision-makers. Manage and coordinate directly with client as well as business partners. Qualification: Excellent relationship with clients. Excellent skills to drive business introducers. Excellent communication and negotiation skills. Good sense of priorities and analytical skills. Proactive and resulted oriented characteristic. Sales-driven, to meet business targets and goals. Independent as well as team player. Good command of English (full professional proficiency). Computer skill – MS Office, salesforce, etc. Knowledge in Solar PPA is a plus. Education: Bachelor’s degree in Electrical Engineering, Energy renewable , or other equivalent Experience: Minimum 5 years of experience as a technical sales, sales engineer , business development, project engineer role in consultancy firm, engineering & construction firm or similar Minimum 5 years of experience in project development or equipment sales. Background in electronic, foods, feed mill, automotive or steel industry Sales experience in Solar Business and B2B Benefit : Attractive Salary Fixed bonus Performance (KPI) bonus Health insurance Dental care Life insurance Provident fund Phone allowance Mileage 14 days annual leave Birthday gift International Environment"
Partnership Manager / Business Development Manager,Wyndham Vacation Resorts (Thailand) Limited,"Bang Kho Laem, Bangkok",New Business Development,Full time,,,"PRIMARY OBJECTIVES: To actively contribute to the company vision of making holiday dreams come true by identifying opportunities for the provision of new business through strategic partnerships such as commercial banks, travel agencies, travel product suppliers to support Club Wyndham Asia. PRINCIPAL RESPONSIBILITIES: Main Responsibilities Prospect for potential new partners and turn this into increased business Contact potential partners within market or geographic area to ensure a robust pipeline of opportunities. Meet potential clients by growing, maintaining, and leveraging network Undertake proactive networking with all relevant potential strategic partners to expand service delivery opportunities Present and educate potential and existing partners about the company’s products Identify opportunities for campaigns, services, and distribution channels that will lead to an increase in sales Work closely with the marketing team and coordinate with partners to deliver marketing campaigns and promotions to end customers Initiate and complete proposals and presentation for new business opportunities Create, negotiate and close commercial agreements Attend industry functions as necessary, and provide feedback and information on market trends Innovation & Project Coordination: Display innovation through inspiring, creating and improving processes and products. Assist Senior Director Marketing with administration and coordination of marketing collateral Leadership: Display leadership values by ensuring effective communication and respecting your peers and managers.  Support others within the team and empower each other wherever possible. Show integrity in all aspects of the position by doing the right thing, taking responsibility and delivering on the promise. Display a Count On Me! service to all internal and external parties. Adhere to all policies and procedures relating to Workplace Health and Safety ensuring the safety of yourself and all other people who may be effected by your conduct in the workplace KEY POSITION CRITERIA: A degree or equivalent qualification is recommended, but a proven background in business development may be sufficient. A proven track record in strong presentation skills is essential Excellent communication skills High attention to detail and problem solving skills Practiced time management skills with the ability to multi-task and delegate appropriately Competence in Microsoft Office programs Ability to work under pressure in a deadline driven environment Ability to work independently, as required At least 1-2 years of experience Benefits As part of this exciting team you will be rewarded and recognized for your achievements with: Global career advancements opportunities Excellent company benefits PLUS the chance to be part of a workplace that makes everyday a fun and exciting Wyndham Vacation Resorts (Thailand) Limited 2074 Charoenkrung Road, Watphrayakrai, Bangkolaem, Bangkok 10120 www.wyndhamAP.com"
Property Consultant/ที่ปรึกษาด้านอสังหาริมทรัพย์,"Amber international Realty Co., Ltd.",Bangkok,Account & Relationship Management,Full time,,,"คุณสมบัติ วุฒิการศึกษาปริญญาตรี มีประสบการณ์ในสายงานการตลาดหรือการขายอสังหาริมทรัพย์ อย่างน้อย 1 ปีขึ้นไป มีทักษะทางด้านการเจรจาและการสื่อสารพร้อมทั้งสามารถ พูด อ่าน เขียน ภาษาอังกฤษได้คล่อง (ถ้าสามารถพูด อ่าน เขียนภาษาจีนหรือภาษาญี่ปุ่นได้ด้วย จะได้รับการพิจารณาเป็นพิเศษ) มีทัศนคติเชิงบวก เป็นมืออาชีพ มีระเบียบ มีวินัย ปรับตัวได้ สามารถคำนวนได้ สามารถใช้โปรแกรมคอมพิวเตอร์ต่างๆได้ดี เช่น Word, Excel, PowerPoint และอื่นๆ มีความคิดริเริ่ม เปิดใจกว้าง มีความรับผิดชอบและมีความน่าเชื่อถือ มีไหวพริบ โดยเฉพาะเมื่อเจอปัญหาต่างๆและสามารถรับมือและแก้ไขได้เป็นอย่างดี มีพลังและแรงผลักดันสู่ความสำเร็จสูง สามารถทำงานร่วมกับคนที่แตกต่างกันได้ดี มีความสามารถในการเติบโตและพัฒนาเปลี่ยนแปลงไปในทางที่ดีขึ้นภายใต้ความกดดัน หน้าที่และความรับผิดชอบหลัก หาลูกค้าใหม่ผ่านทางช่องทางต่างๆ ดูแลลูกค้าที่ได้รับจากทางบริษัทเพื่อนำเสนอห้องเช่าและขายเพื่อให้ได้ยอดขายตามที่บริษัทกำหนด หาห้องที่ตรงกับความต้องการของลูกค้าเพื่อนำเสนอทั้งเคสเช่าและขาย นำเสนอข้อมูลห้องเช่าและขาย และพาลูกค้าชมห้องและโครงการเพื่อปิดการขาย เจรจาต่อรองกับทั้งฝั่งเจ้าของและคนเช่า/คนซื้อ เพื่อปิดการขาย ประสานงานและส่งข้อมูลให้กับฝ่ายsupportเพื่อเตรียมสัญญาต่างๆทั้งเคสเช่าและขาย สร้างความสัมพันธ์กับบุคคลทั้งภายในและภายนอกองค์กร เพื่อให้การปฏิบัติงานมีประสิทธิภาพสูงสุด สรุปรายงานการขาย รายสัปดาห์และรายเดือน เพื่อส่งรายงานการติดตามการขายให้หัวหน้างาน จัดการและแก้ไขปัญหาที่เกิดขึ้นในแต่ละดีลให้ทุกฝ่ายพอใจ ทำงานร่วมกับทีมการตลาดเพื่อวางแผนแคมเปญและโปรโมชั่นให้สอดคล้องกับกิจกรรมการขายและยอดขายที่ต้องการ ทำงานร่วมกับทีมการตลาดเพื่อทำคอนเท้นต่างๆสำหรับการหาลูกค้าใหม่ๆ ออกดูโครงการที่กำหนดเป็นประจำเพื่ออัพเดทความรู้ กิจกรรมทางการตลาดของคู่แข่ง ข้อมูลโครงการ เพื่อนำมาพัฒนาการขายและการปิดการขาย ประสานงานกับแผนกต่างๆ เพื่อส่งต่อข้อมูลที่ถูกต้องอย่างรวดเร็ว ปฏิบัติงานอื่นๆที่ได้รับมอบหมายจากหัวหน้างานและบริษัท ค่าตอบแทนและสวัสดิการ -              เงินเดือนเริ่มต้นตามประสบการณ์ -              CommissionและIncentiveตามยอดขายที่ทำได้ -              โบนัสประจำปี(ตามนโยบายของบริษัท) -              ประกันสังคม -              ประกันสุขภาพกลุ่ม -              ตรวจสุขภาพประจำปี -              เข้าคอร์สอบรมเพื่อพัฒนาความสามารถตามตำแหน่งงาน -              พักร้อนปีแรก 6 วัน -              Outingประจำปี วันทำการ;                จันทร์ – เสาร์(หยุดเสาร์ที่ 2 ของเดือน) , การทำงานแบบผสม สลับเข้าออฟฟิศ และ Work from Anywhere เวลาทำการ;              9.30 – 18.30 สถานที่ตั้งบริษัท;       102 ชั้น 1 ซอยสุขุมวิท 26 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110"
Sales Executive (Bangkok),"Khiri Travel Co., Ltd.","Mueang Nonthaburi, Nonthaburi",Account & Relationship Management,Full time,20000,24999,"Join a dynamic team Creativity and a genuine passion for responsible travel are at the core of all we do at Khiri Travel. We’re real specialists in each of our destinations, living up to our reputation, we share our passion for discovery. We love what we do and that shows in the team spirit. Dream destinations are our place of work, and we take it as our responsibility to care for and ensure they remain fabulous to visit for generations to come. We truly believe tourism can be a force for good. Position: Sales Executive Job Description The Sales Executive is part of the Sales Department, a hive of creative and commercial activity. At the core of our work is making our clients fall in love with our knowledge, efficiency, creativity and punctuality. Our clients are specialist tour operators from around the world, for whom the Sales Executive creates itineraries and calculates costs resulting in successful sales and happy travelers. The Sales Executive adds value in all communications, enthusiastically uses our IT systems and cooperates with all others in the company. Reporting to: Sales manager Key Roles & Responsibilities Enthusiastically adopt the Company’s Mission, Purpose and Core Values Design itineraries with passion and calculate costs with precision Make reservations for each dossier as needed and cooperate with other departments in the company ensure correct implementation of your created program Add value to client communications, by pro-actively giving relevant advice and exceeding expectations in efficiency, punctuality and friendliness Collaborate with colleagues in other Khiri countries, in particular when it pertains multi-country itineraries Know our preferred suppliers and effectively communicate the virtues of including these in our proposals Use Khiri IT systems as per instructions, consistently and precisely Translate your passion for “destination Thailand” in all your communications Keep track of arrivals of your programs, and communicate with relevant partners before and during operations Build long-term relationship with our overseas partners and local supplier What we’re looking for: Bachelor degree, preferably in Tourism, Business or Communications At least 2-3 years’ work experience in Tourism or Hospitality Hard working and accountable Open to learn new systems Good English communication skills, in particular in writing Positive attitude and sincere desire to learn on the job Responsible team player who can thrive working independently Committed to Khiri Values and Mission What we offer: Full time, 5 days a week, with flexible scheduling (office is open 6 days a week and open on public holidays) Based at our Nonthaburi office, close to MRT Purple Line A friendly and outgoing team, that celebrates successes frequently Career advancement opportunities in the Khiri Travel Thailand organization 12 holidays per year, additional days for each year of employment to a maximum of 16 holidays per year Annual discretionary bonus"
Senior Sales Executive (Logistics),"Nathalin Co., Ltd. (The Trinity Company Limited)",Chon Buri,New Business Development,Full time,,,"กำหนดกลยุทธ์และวางแผนงานขายตัวแทนออกของ (Shipping) และ Freight Forwarding ให้สอดคล้องกับกลยุทธ์ของบริษัท สร้างความสัมพันธ์ที่ดีกับลูกค้าเก่าและมองหาลูกค้าใหม่ เสนอขายงานบริการ Shipping, Air & Sea Freight และกระตุ้นยอดขายให้เพิ่มมากขึ้นอย่างต่อเนื่อง วิเคราะห์และติดตามตลาดอุตสาหกรรมโลจิสติกส์ เพื่อนำมาใช้ให้เกิดประโยชน์สูงสุดกับธุรกิจของบริษัท จัดทำข้อมูลและความต้องการของลูกค้าแต่ละราย จัดทำรายงานประจำเดือน เช่น รายได้ ค่าใช้จ่ายและกำไรขั้นต้น หน้าที่อื่นตามที่ผู้บังคับบัญชามอบหมาย"
Stock & Logistic Staff,"Neobiotech (Thailand) Co., Ltd.","Vadhana, Bangkok",Account & Relationship Management,Full time,,,"Position : Stock & Logistic Staff Main responsibility : Release product out from stock : Release product to customer Receive product into stock : Receive return product , receive product from purchase Record release and receive product in Program Packing products and delivery products. Delivery product by Messenger , Post , Kerry , Skootar and Bus tour Other job assign by manager Qualification Bachelor’s degree related field Stock & Logistic Prefer have experience in Stock & Logistic department or related field Basic computer (Ms.Office) Can speak English will be advantage Be detail oriented ,  have service mind and team work Neobiotech (Thailand) Co.,Ltd. Best Product & Service under the motto of No.1 IMPLANT SERVICE Interested persons please send resume with details of experience and qualifications. current salary and desired salary rate and current photos toNeo Biotech (Thailand) Co., Ltd. No. 16 Compomax Building, 4th, 5th Floor, Room No. 401,501, Soi Ekkamai 4, Sukhumvit 63 Road, Phra Khanong Nuea, Wattana, Bangkok 10110 To know more details Please contact Ms.Oum Tel. 02-020-1536 About us Neo Biotech with over 20 years of experience in the dental implant industry. We are a Korean company that is a global leader in dental implants. Our products are created using innovation and new ideas. Combined with advanced techniques for the best quality. Neo Biotech is a leading manufacturer and supplier of products. and complete solutions for dental implants Prosthodontics and Digital Dentistry Since our establishment in 2000, we have been relentlessly striving to find new and better solutions in all aspects of implant dentistry. With the core belief that our solutions must be simple, safe and fast (3S) for both dentists and patients, today our products, services and educational offerings It has a presence in more than 70 countries around the world through its subsidiaries and distributors. (Distributors). Headquarter : https://www.neobiotech.com [link removed] Thailand branch : https://www.neobiotechthailand.com"
Business Development Executive,"CP MATCH CO., LTD.(Head Office)","Phra Khanong, Bangkok",New Business Development,Full time,,,"Who are we? CP Match Co., Ltd. is a newly established subsidiary under the umbrella of Charoen Pokphand Group (CP Group), focusing on CRM, Online Ordering and Vending Machine solutions for both B2C & B2B businesses. We aim to provide best-in-class technical solutions and business consultant to our clients and creating competitiveness in the digital economy. Key Responsibilities: Drive BD-related functions, including collecting user needs, defining requirements, and aligning directions among key stakeholders. Act as a bridge between clients and internal teams. Ensure responsibility for end-to-end project execution to completion. Organize and lead meeting with key stakeholders to: 1) present company’s solution to acquire new partners 2) update project progress with existing partners 3) understand partner’s need, identify gaps to initiate new business opportunities Project management: Monitor project performance, project timeline and manage stakeholder’s expectations to deliver best product / solution for our partners within agreed timeline and scope Prepare commercial presentations and required documents for external partners (e.g. project proposal, quotation) Partner relationship management: provide consultations and identify further opportunities and develop long-term partnerships with strategic partners Prepare presentation to executives for internal meetings Key Requirements: Bachelordegree from accredited university Minimum of 1-2 years of experience in Business Development, Business Analyst, Project Manager or related fields Understanding of digital product development or software industry is required Good communication and presentation skills as this role will required collaboration with multiple teams Confident, self-motivated and positive mindset Excellent communication and presentation skills in both Thai & English Ability to work under-pressure, able to work independently while being a good team player"
Sales Executive,"Inteltion Co., Ltd.","Phaya Thai, Bangkok",Account & Relationship Management,Full time,,,"Job Description: Present company's products and services, or any related materials to provide them about the solution and details. Achieving sales target assign by Sales Director. Study and develop a good understanding of the possible applications of new technologies, and suggest customers on how those technologies can be applied to help improve their businesses. Maintain good relationship with existing customer. Monitoring customer order and report. Support Sales Manager for Documentation, Quotation, Letter/Email to Customer/Partner. Requirement: Minimum Bachelor's Degree in BA, Marketing or related field Minimum 5 years of experience in IT sales Had technical knowledge in IT field is a plus Strong Presentation, Communication, and Negotiation Skill Computer literacy (Microsoft Office, Word, Excel, and PowerPoint) Good command in English is a must"
Business Development Executive or Sales representative,Deepwear International Fashion Agency,"Vadhana, Bangkok",New Business Development,Full time,,,"Business Development Executive or Sales representative Responsibility: - Conduct Market Research : You will be responsible for conducting market research to identify new business opportunities, as well as to stay up-to-date on industry trends and competitor activities. This will involve analyzing market data, identifying potential clients, and developing strategies to target them effectively. - Develop Sales Strategies : You will work with the sales team to develop and implement effective sales strategies that align with the overall business goals. This may involve identifying target markets, developing pricing strategies, and creating promotional materials. - Build and Maintain Relationships : You will be responsible for building and maintaining relationships with clients, as well as with other stakeholders such as suppliers and industry experts. This will involve networking, attending industry events, and staying in touch with clients to ensure their needs are being met. - Negotiate Contracts : You will be responsible for negotiating contracts with clients, ensuring that the terms and conditions are favorable to the company while also meeting the needs of the client. - Provide Customer Support : You will be responsible for providing ongoing customer support to clients, including answering questions, resolving issues, and providing guidance on the use of the company's products or services. - Analyze Sales Data : You will analyze sales data which may involve tracking sales performance, analyzing customer feedback, and monitoring competitor activities. - Manage Sales Pipeline : You will be responsible for managing the sales pipeline, including tracking leads and opportunities, updating the CRM software, and providing regular updates on sales progress to management and colleagues. Qualification/ Skills: - Bachelor's degree in Sales, Business Administration, or Fashion / fashion design. - A proven experience in B2B sales, business development, or account management. Experience in the industry the company operates in is preferred. - Demonstrated track record of achieving sales targets and driving business growth. Consistent overachievement of quotas is highly valued. - Strong communication and interpersonal skills, with the ability to build and maintain relationships with clients at different levels of seniority. - Excellent negotiation and presentation skills, with the ability to articulate value and close deals. - Ability to understand clients' needs and tailor solutions to meet their requirements. - Strong analytical and problem-solving skills, with the ability to use data to inform sales strategies and decision-making. - Ability to work independently and as part of a team, with a high level of self-motivation and initiative. - Proficient in Microsoft Office and CRM software, with experience in using sales tools such as Salesforce, and other softwares. - Willingness to travel when necessary. - Strong verbal and written communication skills in English, a second language is a plus. - Knowledge of market research and analysis techniques, with the ability to gather and analyze market intelligence to inform business development strategies. - Strong organizational and time-management skills, with the ability to prioritize tasks and manage multiple projects simultaneously. - A positive attitude and a willingness to learn and adapt to new challenges and opportunities."
Sales Executive,"Royal Lacewood Co., Ltd.","Yan Nawa, Bangkok",New Business Development,Full time,35000,54999,"Job Descriptions Drive Sales Revenue in designated territory, forming strong relationships with clients / เพิ่มยอดขายในเขตการขายที่ได้รับมอบหมาย และกระชับความสัมพันธ์กับลูกค้าในแนบแน่น End to end ownership in deal-making to execute and coordinate on proposal, negotiations to delivery & customer satisfaction / มีการเสนอขาย ประสานงาน ต่อรองและเจรจาตกลงในข้อกำหนดเงื่อนไขต่างๆให้จบขั้นตอน ที่ลูกค้าพึงพอใจ Actively outreach to new and existing clients of both leading restaurants and hotels / เพิ่มศักยภาพในการขยายฐานลูกค้าใหม๋และที่มีอยู่ในหมวดโรงแรมและร้านอาหาร Keep close communications with clients to manage inventory demand forecasting and new product development / สื่อสารกับลูกค้าอย่างใกล้ชิดในเรื่องความต้องการสินค้าต่อสต๊อคที่มีรวมถึงการพัฒนาสินค้าใหม่ๆ Target-driven working culture to plan and execute revenue growth strategy, closely coordinating with founder and management / ตั้งเป้าหมายในการทำงานเพื่อบรรลุพร้อมสร้างกลยุทธ์ในการเพิ่มรายได้ โดยประสานงานอย่างใกล้ชิดกับฝ่ายจัดการ Benefits Quarterly Commissions Payout / คอมมิชชั่นการขาย ทุกไตรมาส Travel Allowance, Car Depreciation Expense / ค่าใช้จ่ายในการเดินทาง, ค่าเสื่อมรถ Annual Performance-based Bonus โบนัสต่อปีโดยขึ้นกับผลงาน Qualifications 1-4 years of experience of experience in Sales or Tourism/F&B Industry / มีประสบการณ์ในการขาย หรือธุรกิจท่องเที่ยว หรือ ธุรกิจอาหารและเครื่องดื่ม อย่างน้อย 1-4ปี Proficiency in Business Thai and English / มีความเชี่ยวชาญในเชิงธุรกิจทั้งภาษาไทยและภาษาอังกฤษ Interest in the Food & Beverage and Hospitality industry / มีความสนใจในธุรกิจอาหารและเครื่องดิ่ม Bachelor Degree, open to all faculty / จบการศึกษาปริญญาตรี"
Golf Specialist/Golf Specialist,"Siam Takashimaya (Thailand) Co., Ltd.","Khlong San, Bangkok",Account & Relationship Management,Full time,30000,54999,"Job descriptions: Manage sales and staff to acheive the company target. Manage popular brand products, best-selling products, new products, detailed promotional products. Take care customers and manage customer complaints, questions and problems Take care of the sales staff and checking the manpower of work in daily to make sure for the efficient operation. Analyze and create customer data and build good relationships with customers to create the maximum satisfaction for the customer Manage inventory to have sufficient stock quantity and efficiently use storage space. Supervise the storage of product stock to be orderly, clean, convenient, fast search And properly stored to reduce defective products. Control the store's products properly to prevent lost products. Control and inspect the arrangement of products according to visual merchandising principles. Control and check the availability of services such as price tags, cash registers. Training, consulting and development of sales staff and PC/BA in the company standard. Qualifications Bachelor's degree or higher in related field. At least 5 year's experience in retail business especially sport or golf catagory. At least 2 year's experience in supervisor level. Good service mind, communication skill and problem solving. Have analytical skills, Planning and going into details of the job. Able to work in shift."
Sales and Business Development,"Thairung Partners Group Co., Ltd.","Khlong Toei, Bangkok",New Business Development,Full time,,,"Responsibilities : Close Leads from admin. Drive Sales Through online and offline channel. Work with Business Partners to drive sale. Qualification : Sales Experience. Good command in Thai and English. Possess ""can do"" attitude. Who we are? We are a small and dynamic start up backed by a large automotive conglomerate. Eazy car is all about improving the vehicle ownership experience for our member. We give people that are typically underserved, the opportunity to own a vehicle totally risk-free and hassle-free. We do this by providing a complete solution of vehicle, service, insurance and support for a fixed monthly subscription. We work at a fast pace with a focus on results. Our vision is a future whereby all vehicle ownership uses the Eazy Car subscription model. If you also believe in this vision then join our team and drive the next era of vehicle ownership with us!"
Merchandise & Buyer (Perishable & Frozen),Big C Supercenter Public Company Limited,"Phra Khanong, Bangkok",New Business Development,Full time,,,"Monitor overall sales, margin, and other income to achieve or exceed the company target for all channels. Sourced local and oversea products & suppliers. Completed all negotiations on annual trade terms, target rebates, and other incomes. Drive category growth by developing departmental assortment strategies with respect to sub-category split, range plan, SKU Count, new vs. carryover, pricing, margin and retail pricing. Develop compelling merchandise assortments in partnership with utilize trend and competitive insights, build hindsight. Develop and coordinate the strategy and partnerships between the merchandising department and the other department leaders including Inventory Planning, Marketing. Coordinate with the key suppliers on the entire merchandising process from negotiating trading terms and rebates program, competitive pricing, evaluating suppliers’ performance as well as developing suppliers’ network & long-term relationship. Compile reports and analysis for reviewing the effectiveness of promotional programs, pricing strategies, keeping abreast of marketing trends and proposing business actions for Management review. Qualifications: Bachelor or Master degree in Business Administration, or related fields Good command of Thai and English both written and speaking, and computer literary; excel and power point. 3+ years of experience in merchandising, Sourcing. Good analytical, numerical skills and has high-level of business acumen and financial management Multi-tasked person with result-oriented. Has entrepreneur spirit and is a self-starter with sense of urgency Strong interpersonal skill to collaborate closely with different functional areas and strong negotiation skill with proactive, initiative and work well under pressure."
