Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
ผู้จัดการศูนย์โภชนาการอาหารสัตว์เลี้ยง,Nutrix Public Company Limited,"Min Buri, Bangkok",Food Technology & Safety,Full time,,,"หน้าที่ความรับผิดชอบ : ควบคุมและกำกับดูแล การดำเนินการส่วนการทำ Palatability test, Feeding test และ Digestibility test เพื่อเป็นไปอย่างเรียบร้อยและถูกต้องตามหลักสากลเพื่อตอบสนองตามความต้องการของหน่วยงานภายในบริษัทและลูกค้า ประสานงาน,ร่วมกับหน่วยงานที่เกี่ยวข้องในการทดสอบอาหารเพื่อให้เกิดประสิทธิภาพสูงสุดในการวางแผนการวิจัยและพัฒนา ควบคุมดูแลการดำเนินงานตามการมอบหมายพิเศษอย่างมีประสิทธิผลและสอดคล้องกับกลยุทธ์และแผนการดำเนินการขององค์กร บริหารจัดการแผนการดำเนินการด้านสุขภาพสัตว์ทดลองความเป็นอยู่และการรักษาให้มีประสิทธิภาพสูงสุด ตลอดจน ดูแลความเรียบร้อยของศูนย์โภชนาการอาหาร สัตว์เลี้ยงนูทริกซ์ ในทุกมิติ คุณสมบัติ :- วุฒิการศึกษาระดับปริญญาตรี สาขาสัตวแพทยศาสตร์ หรือสาขาที่เกี่ยวข้อง มีประสบการณ์ในการทำงานด้านบริหารงานอย่างน้อย 5 ปีในระดับผู้จัดการ มีทักษะในการสื่อสารและมนุษยสัมพันธ์ที่ดี มีความสามารถในการสื่อสารกับพนักงานทุกระดับ มีทักษะในการพูด เขียน อ่านภาษาอังกฤษได้ดี มีทักษะความเป็นผู้นำ แก้ไขปัญหาได้เป็นอย่างดี ความสามารถใช้คอมพิวเตอร์ได้เป็นอย่างดี Microsoft Office สถานที่ปฏิบัติงาน :-  ปฏิบัติงานที่ ศูนย์โภชนาการสัตว์เลี้ยง ตั้งอยู่เลขที่ 24 ถนนสุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร วันหยุดประจำสัปดาห์ : วันเสาร์- วันอาทิตย์"
Biomedical Engineer/วิศวกรเครื่องมือแพทย์,"ITRIS Medical (Thailand) Co., Ltd.",Bangkok,Laboratory & Technical Services,Full time,,,"หน้าที่หลัก ทำการดูแลรักษาเครื่องมือทางการแพทย์ภายในโรงพยาบาลที่เป็นลูกค้าตามตารางที่บริษัทกำหนด ซ่อมแซมเครื่องมือทางการแพทย์ภายในโรงพยาบาล ประสานงานซ่อมรวมทั้งให้คำแนะนำด้านเทคนิคแก่ทางโรงพยาบาล ทำงานตามนโยบายของบริษัทฯ และหัวหน้างาน คุณสมบัติ วุฒิการศึกษาระดับปริญญาตรีสาขาอุปกรณ์การการแพทย์ หรือสาขาที่เกียวข้อง มีประสบการณ์ในด้านการซ่อมเครื่องมือแพทย์ อย่างน้อย 1 ปี ขึ้นไป รักงานบริการ และสามารถประสานงานกับลูกค้าได้ดี มีความรู้พื้นฐานทางด้านคอมพิวเตอร์ สามารถปรับเปลี่ยนเวลาการทำงานได้ตามความเหมาะสม Those who are interested in the above vacancy are invited to send the application letter, resume with recent photo by e-mail via ""Apply Now"" All applications will be treated strictly confidential and will be saved for future opportunities."
R&D Chemist/นักเคมี,Dyno Paints Limited,"Bang Phli, Samut Prakan",Chemistry & Physics,Full time,,,"Main Responsibilities Conduct physical and chemical tests on raw material samples. Assist in new product development and improvements of existing products. Coordinate with other departments in the company to solve problems. Write technical reports of the test results. Qualifications A bachelor's degree in chemistry or related field Proficiency with computers and scientific equipment. At least 2 years of experiences, preferably in Manufacturing environment. Good presentation, documentation, and reporting skills. Strong problem-solving, critical thinking, and analytical skills."
"Sales Executive (Polymer: Rubber, Plastic)","Behn Meyer Chemicals (T) Co., Ltd.","Lat Krabang, Bangkok",Chemistry & Physics,Full time,,,"Requirements : Bachelor’s Degree of Science in Chemistry, Chemical Engineering, Plastic Technology, Plastic Technology, Rubber Technology, Petrochemicals, Polymer Science or in a related field. At least 2 years sales experience in chemical raw material of Rubber, Resins or Plastic additives. Good command of spoken & written English. Good Attitude and Interpersonal skill. Able to commit and work with a team. Own vehicle and driving license. Able to travel upcountry and aboard. Responsibilities: Set aggressive sales targets and implement plans to achieve goals. Provide sales performance by submitting activity and reports such as weekly work plans, customer visit reports, and budget reports. Promote assigned products and service to customers with the aim of budget, sales growth, and gross profit. Execute the day-to-day work with the current and potential customers to offer product. Visit customers, update market information to the CRM system. Establish potential customers to create new pipeline and expand customer networks. Operate sales activities within the scope of commercial policy and market information. Ensure all sales activities are followed by the company rules and compliances. Effectively manage individual expense used for sales operation in the assigned areas according to company policy."
Product Specialist,Hollywood International Ltd.,"Ratchathewi, Bangkok",Biotechnology & Genetics,Full time,20000,34999,"URGENTLY REQUIRED!! Job Descriptions : Performing product demonstrations for customers. Scheduling training sessions for staff. Provide marketing intelligence information including competitors’ information. Coordinate with supplier in foreign countries, maintain relationships, and find new products. Qualifications : Bachelor’s Degree or above in Engineering or Sciences such as Mechanical, Mechatronics, Electronics, Industrial, Instrumentation, Automation, Telecommunication, Information Technology, Biotechnology, Microbiology, Biology, Medical Technology, or any other related fields. Good Command of spoken and written English. Have good presentation adn problem solving skills. Service minded and good personality. Have own car and be able to travel upcountry. An attractive remuneration & fringe benefit will be offered to the successful candidates. Please apply to the following address in writing together with your resume, recent photo and telephone number. Human Resources Department HOLLYWOOD INTERNATIONAL LTD. 501/4-8 Phetchburi Road, Rajtaywee, Bangkok 10400 (nearby Rajtawee intersection) Direct line : 0-2653-8255, 0 - 2653-8556,0 - 2251-6032 Ext. 775 Fax : 02-653-9797"
DATA ANALYST,Puraido Co Ltd,"Vadhana, Bangkok","Mathematics, Statistics & Information Sciences",Full time,,,"SALARY: THB 20,000 – 40,000 We are seeking a skilled and driven Data Analyst to become a valuable member of our dynamic team. As a Data Analyst, you will play a pivotal role in driving data-driven decision-making across various departments. You will work closely with stakeholders to gather requirements, analyze data, and present findings that will guide strategic business decisions. Daily Responsibilities: Conduct daily performance analyses across MID's, banks, gateways, etc. Identify and communicate any issues requiring management attention. Perform exploratory investigations using data tools such as Power BI, Redshift, and PostgresDB. Collaborate with the Data Science team to review and contribute to dashboard development. Generate ad-hoc Excel reports as needed. Manage alerts and handle manual data entry tasks. Weekly Responsibilities: Prepare marketing reports and evaluations, collaborating closely with the Media Team. Analyze weekly performance data across MID's, banks, gateways, etc. Monthly Responsibilities: Provide strategic recommendations to the product or data team for future developments. Generate monthly reports on financial performance related to business operations. Create monthly reports on risk assessments, chargebacks, alerts, etc. Compile monthly reports on marketing efforts, including costs and Return on Ad Spend (ROAS)."
Technology & Technical Services Manager- Feed Additives  based in BKK...,Cargill Group Thailand (กลุ่มบริษัทคาร์กิลล์ ประเทศไทย),"Pathum Wan, Bangkok",Biological & Biomedical Sciences,Full time,,,"JOB PURPOSE AND IMPACT The Technology & Technical Services Manager , is a technical expert responsible for providing advice and insights to category customers while helping the business achieve growth targets. In this role, you will understand customer strategies and needs and help them to improve their results and reach and exceed their goals through product solutions and services. You will also identify new business development opportunities within existing customers or with new opportunities, find and propose solutions, lead projects, communicate and train customers. You will be a trusted advisor to customers and provide strategic and technical direction for account managers. The role will focus on providing technical support to South Asia countries: India, Bangladesh, Sri Lanka, Pakistan. KEY ACCOUNTABILITIES Partner with the customer's research and development team for category's customers to understand the business strategy and anticipate needs of the customer. Participate in technical involvement in customer contract negotiation, quarterly meetings, propose strategy, positioning and value proposition. Collaborate with commercial department on providing product, application, ingredient, processing expertise and training. Act as the technical link with marketing and technology team within research and development functions working directly with other functions to assess opportunities for improvement and provide advice and consultation. Deploy the category strategy and ensures all applicable teams are in line to build overall value for the category. Constantly expand knowledge on customers, the application and markets to create new innovation ideas for new projects. Assess performance against key criteria for customers with the most significant impact at the business level and grows incremental contribution margin to meet agreed targets. Independently handle complex issues with minimal supervision, while escalating only the most complex issues to appropriate staff. Other duties as assigned MINIMUM QUALIFICATIONS Bachelor’s degree in a related field or equivalent experience Working knowledge of feed additives, with specific focus on phytogenic (e.g. essential oils, plant extracts), pre/pro/postbiotics, mycotoxin binders, organic acids, enzymes and antioxidants Two or more years experience translating customer or industry needs into commercial solutions Minimum of four years of related work experience Other minimum qualifications may apply Fluent in English communication skills are speaking, listening, writing and reading PREFERRED QUALIFICATIONS Master's degree or other post-secondary degree Action oriented with emotional intelligence, energetic, good influencing skills Understanding of production technologies used for final application Working knowledge of food safety processes and requirements Understanding of livestock and regulatory requirements relevant to feed additives categories KEY BEHAVIORS Plan and prioritize work to meet commitments aligned with organizational goals. Hold self and others accountable to meet commitments. Make sense of complex, high-quantity, and sometimes contradictory, information to effectively solve problems. SKILLS AND EXPERIENCES TO BE GAINED Strong written and verbal communication skills Ability to work cross-functionally in a global and matrixed environment Ability to balance needs with capabilities while meeting needed customer specifications"
R&D Assistant Manager (Ayutthaya),Charoen Pokphand Foods Public Company Limited,Ayutthaya,Food Technology & Safety,Full time,,,"Job Descriptions: A role of Product Development Manager /Deputy Director is responsible to drive growth, efficiency, and quality through leading, championing, and executing of product development process and Technology programs and projects through the development of new products, raw materials, and processes. This position will also serve as a technical subject matter expert and provide business technical guidance, both tactical and strategic. Main Responsibilities: Responsible for Sauce and Seasoned Food. Initiate R&D innovation which results in the development of new products to support marketing program/ promotion to deliver 100% customer satisfaction and achieve company’s business goals. Lead new product development projects from concept to full launch which includes but not limited to developing product recipe, ingredients, sourcing suppliers, approving suppliers, selecting equipment, developing ops procedure and manuals. Collaborate and lead cross functional team to reach project objectives including but not limited to Marketing, Operations, Engineering, Finance, Purchasing, and QA. Able to manage multiple projects and priorities, and work independently. Maintain good working relationship and coordination with Operations team, Finance team and Supply Chain Management team with a view to ensuring proper implementation of new products consistent with the company’s short and long terms sales and profit growth objectives. Applies basic food science knowledge in ingredient functionality and process technology to develop new or improve existing products. Monitor and follow up performance of new products launched both sales and quality, anticipates and analyses causes affecting performance, and provide recommendation to Management and Operations to improve its performance. Work with Operation, Finance and Purchasing team to conduct value analysis and ensure favorable Cost of Goods ratio to sales through cost implement project. Continue to track competitor and pricing analysis and try to position our product at the accessible price to consumers. Prepare related reports on regular basis Weekly, Monthly, Quarterly and Annually to R&D Director, Management and Operations Team Responsible for pre & post analysis of all new products launch and report to R&D Director, Management and Operations Team Demonstrates ability to understand and lead application of consumer research and experimental design (taste test verification) Show good communication skills both verbal and written, including timely and accurate documentation of work cascading to related parties to launch new products effectively. Foster and build a learning organization based on R&D talent and recognition. Own and drive continuous improvement mind-set and culture . Job Specifications: Experience in food innovation or new product development plus solid marketing knowledge. Bachelor’s degree or equivalent in Food Science, Technology, Food Engineering, or related technical fields. Passionate for Food Development Strong knowledge of product development from bench top to full scale production. Prior experience must include design of experiments and functionality of raw materials. Demonstrated excellence in project management and capability to lead cross functional projects. Strong ability to work cross functionally with people in other disciplines and/or business areas. Statistical analysis knowledge Ability to manage multiple tasks, good hands-on skills and fast actions. Strong in innovative, Drive for result, familiar in fast faced working environment. Good English communication skills, proficiency in English communication and presentation skills. Stage gate process experience"
QA & Regulatory Officer,"Central Watson Co., Ltd.","Khlong Toei, Bangkok",Laboratory & Technical Services,Full time,,,"Key Responsibilities Support QA & Regulation team. Work with TFDA for product registration, license application & renewal. QA control according to Group QA guideline and maintain factories audit. OB product formulation validating with TFDA announcement and Group guideline. Complaints management for OB quality issues. CSR functional support. Qualifications Bachelor ‘s degree in Cosmetics Science or Chemical Science Minimum 2 years of related experiment for Details, patient & Calm / Fresh Graduate are also welcome Able to work with government style, multitasking and flexible Good science knowledge while have opened commercial mind Good command of spoken and written English Prefer to work with own car (Driver's license card) Expert in Microsoft Office (Excel, Word, Power Point)"
Quality Assurance Specialist (Food Chemical / Rayong),International Flavours & Fragrances (Thailand) Ltd.,Rayong,Chemistry & Physics,Full time,,,"It’s an exciting time to join our newly combined organization and become part of the New IFF! We serve a large variety of end markets and our products can be found in thousands of consumer products around the world. These include Animal Nutrition, Biorefinery, Dietary Supplements, Beverage, Home Care, Microbial Control, Perfumery, Food, Personal Care, Pharma. We are looking for a dedicated individual to join our team as a Quality Assurance Specialist . This position is based in Thailand and report to Quality Manager. Your Focus As Quality Assurance Specialist, you perform quality assurance functions including QC record or batch record review, product release, investigations, waivers, audit support and customer complaints. How You Will Contribute 1. Quality Management System Can perform all responsibilities associated with Quality Assurance System Develop and evaluate new or revised procedures using methodology and in-depth understanding of all procedures in the QA system, Ensure documentation and records are maintained according to plant procedures and the quality system Support associated with Quality Assurance System ISO 9001, FSSC 22000,cGMP, HACCP and EXCiPACT. Monitor plant KPI. Customer Audit Support - Compile quality and manufacturing records and conduct complete batch review for customer audits. Respond to related audit findings; Customer complaints - Provide support as needed to document, track and maintain customer complaints in plant and sale force complaint systems. Contact customer, lead investigations, determine root cause and corrective or preventive action.  Follow up with customer and respond to customer in writing.  Summarize and communicate results to Sales and plant. 2. cGMP, HACCP and FSSC22000 cGMP – Monitor cGMP control program in plant. HACCP - Establish HACCP Program and evaluate performance of Food safety system, validation and verification coordinator such as CCP, cleaning, process etc. Support Food Safety and Quality recognize activity. 3. Quality Assurance Review Batch record, in-process record, quality testing results prior release. Represent quality on plant business point teams, quality improvement teams and other meetings to address quality issues and provide QA perspective.  Work with engineers, operators and other team members to complete projects. Ensure all testing, reporting and product release is in alignment with quality system. Ensure documentation and records are maintained according to plant procedures and the quality system. Define and optimize quality assurance procedures to maximize efficiency while maintaining high compliance to standards, train personnel as necessary. Follow up all nonconforming product or material, process deviation corrective and preventive action. Recall coordinator, support quality manager. Right First Time Report - Calculate and report Right First-Time quality figures to plant and divisional personnel. Provide Monthly report, product or process capability statistical report. Ensure all activity and product quality conform with both of Thai and customer’s country regulation Comply with external and internal requirements and regulations (OSHA, cGMP, HACCP, ISO 9001, FSSC 22000 and EXCiPACT etc). What will you need to be successful Minimum Degree with Bachelor of Science Degree in Food technology, Chemical technology, Chemical Engineering, Microbiology, or related fields of study or equivalent combination of education and experience. 5 - 7 years’ experience in Quality& Food Safety system management, analytical, quality control in Food Manufacturing or Pharmaceutical. Experience with basic laboratory equipment and analytical testing procedures. Experience with Quality System management ISO 9001, cGMP & HACCP, FSSC 22000, pharmaceutical quality management and EXCiPACT is preferred. Excellent computer skills and software knowledge, including proficiency in programs such SAP, Microsoft Office. Formal statistical training and demonstrated ability to apply statistical techniques to laboratory methods and plant processes. Demonstrated ability to apply chemistry concepts to solve problems. Knowledge of QC techniques and experience with ISO9001, cGMP & HACCP, FSSC 22000, EXCiPACT and USP quality requirements relative to pharmaceutical excipients and food additives. Highly organized and self-motivated. Ability to work in a fast-paced environment while maintaining quality requirements and meeting deadlines. Excellent interpersonal skills.  A strong team player. Strong oral and written English communication skills. Ability to effectively communicate at various levels of the organization, with demonstrated attitude of respect towards others. Overtime and occasional weekend work as required to complete testing and projects in accordance with business and customer demands. IFF is an Equal Opportunity Employer. At IFF, we believe that your uniqueness unleashes our potential.  We value the diverse mosaic of the ethnicity, national origin, race, age, sex or veteran status. We strive for inclusive workplace that allows each of our colleagues to bring their authentic self to work regardless of their religion, gender identity & expression, sexual orientation, or disability. Visit IFF.com/careers/workplace-diversity-and-inclusion to learn more"
นักวิชาการสิ่งแวดล้อม,"Air Save Co., Ltd.","Saphan Sung, Bangkok","Environmental, Earth & Geosciences",Full time,,,1. วุฒิการศึกษาระดับปริญญาตรีขึ้นไป สาขาด้านสิ่งแวดล้อมหรือที่เกี่ยวข้อง 2. ประสบการณ์ทำงาน 3 ปีขึ้นไปพิจารณาเป็นพิเศษ 3. สามารถใช้งานโปรแกรม Microsoft office 4. ความรู้ทางด้านภาษาอังกฤษอยู่ในเกณฑ์สามารถใช้งานได้ 5. มีความมุ่งมั่น เพื่อให้งานสำเร็จลุล่วงด้วยดี
Sales Supervisor / Sales Officer - Food product (Retail Market),"Thai Nippon Foods Co., Ltd.","Pathum Wan, Bangkok",Food Technology & Safety,Full time,,,"อัตราเงินเดือน: 25,000 - 35,000 บาทต่อเดือน รายละเอียดงาน เป็นผู้นำทีมในฐานะหัวหน้างาน รับผิดชอบตลาดค้าปลีก FMCG (กลุ่มธุรกิจสินค้าอุปโภคบริโภค) ขยายตลาดตามประสบการณ์เดิม ติดตามความต้องการทั้งหมดและการเจรจาครอบคลุมถึงความรับผิดชอบของลูกค้า ประสานงานระหว่างทีมขายและส่วนที่เกี่ยวข้องเพื่อให้งานเป็นไปอย่างราบรื่น (เช่น RD, ACC, แผนวางแผน, แผนกคลังสินค้า ฯลฯ) วิจัยตลาดและตลาดลูกค้าเพื่อสร้างแนวคิดใหม่ของ NPD การควบคุมสต็อคสินค้า การร้องขอการผลิต (ตรวจสอบการวางแผน) และหลีกเลี่ยงสินค้าหมดสต๊อก สนับสนุนและปฏิบัติตามคำสั่งผู้บังคับบัญชา คุณสมบัติผู้สมัคร วุฒิปริญญาตรี มีประสบการณ์ด้านการขายหรือขายปลีก 1-2 ปี ติดต่อผู้ซื้อได้ มีประสบการณ์ด้านการขาย FMCG (กลุ่มธุรกิจสินค้าอุปโภคบริโภค) ในตำแหน่งนี้ หากมีประสบการณ์ด้านธุรกิจอาหารจะพิจารณาเป็นพิเศษ มีประสบการณ์การทำงานด้านผลิตภัณฑ์อาหารที่ดูแลตลาดค้าปลีก (ซูเปอร์มาร์เก็ต/ไฮเปอร์มาร์เก็ต) สามารถใช้คอมพิวเตอร์ได้ดี มีบุคลิกภาพดีและมีใจรักการบริการ มีทักษะในการแก้ปัญหา สื่อสาร และเจรจาต่อรองได้ดี มีความกระตือรือร้น ตรงต่อเวลา เปิดใจกว้าง และทำงานหนัก สามารถทำงานภายใต้ความกดดันและตรงต่อเวลาได้ สามารถขับรถได้และมีใบขับขี่ ทำงาน 5 วัน/สัปดาห์ (จันทร์-ศุกร์) 8.30 - 17.30 น. สามารถทำงานที่อาคารรีเจ้นท์เฮ้าส์ได้ (ใกล้ BTS ราชดำริ)"
Urgent...Public Health Station / เจ้าหน้าที่ให้บริการด้านสุขภาพ (Contract),"Touch Technologies Co., Ltd. ",Bangkok,Laboratory & Technical Services,Contract/Temp,,,Job description ให้คำปรึกษา ให้คำแนะนำด้านสุขภาพให้แก่ผู้รับบริการทั้งกลุ่มที่มีร่างกายปกติ กลุ่มเสี่ยง และผู้ที่มีปัญหาด้านสุขภาพโรคต่างๆ ที่มาใช้บริการ ณ หน่วยให้บริการ ให้คำแนะนำ บริการคัดกรอง ตรวจสุขภาพเบื้องต้นให้แก่ผู้รับบริการ โดยใช้เครื่องมือ และอุปกรณ์ประจำหน่วยบริการ บันทึกข้อมูลการใช้งานรวมถึงปัญหาที่เกิดขึ้น สามารถแก้ไขปัญหาที่เกิดขึ้นเบื้องต้นได้ ทำแบบประเมินความเสี่ยงคัดกรองต่างๆตามกลุ่ม NCDs ที่กำหนดและบันทึกข้อมูลลงในระบบ ตรวจสอบดำเนินงานด้านประชาสัมพันธ์และการสื่อสารความเสี่ยงด้านสุขภาพแก่ชุมชน เพื่อให้ประชาชนมีความรู้ สามารถป้องกันตนเองจากโรคและภัยสุขภาพ ศึกษา  ค้นคว้า  วิเคราะห์  วิจัย  สำรวจ รวบรวม ข้อมูลทางวิชาการเบื้องต้นที่ไม่ซับซ้อน  เกี่ยวกับงานด้านสาธารณสุข เช่น  การส่งเสริมสุขภาพ  การเฝ้าระวังโรค  การควบคุมป้องกันโรคและภัยสุขภาพ  และการฟื้นฟูสุขภาพ สรุปรายงานเกี่ยวกับการดำเนินงาน  หรือรายงานการรวบรวมข้อมูลทางวิชาการด้านสาธารณสุข  เสนอผู้บังคับบัญชา  เพื่อประกอบการวางแผนในการปฏิบัติงาน ร่วมพัฒนาเนื้อหา  องค์ความรู้  คุณภาพมาตรฐานเกี่ยวกับงานด้านสาธารณสุข  และระบบบริการสุขภาพ  โดยบูรณาการแบบองค์รวมว่าด้วยการคุ้มครองและส่งเสริมภูมิปัญญา  เกี่ยวกับงานด้านสาธารณสุขและระบบบริการสุขภาพ  และจัดทำคู่มือ  แนวทางปฏิบัติ  เอกสารวิชาการ  สื่อสุขศึกษา  ประชาสัมพันธ์  เพื่อให้ประชาชน มีความรู้ สามารถ ป้องกันตนเองจากโรคและภัยสุขภาพ ประสานการทำงานร่วมกันทั้งภายในและภายนอกทีมงานหรือหน่วยงาน เพื่อให้เกิดความร่วมมือและผลสัมฤทธิ์ตามที่กำหนดไว้ ดูแลความสะอาดเรียบร้อยและสิ่งแวดล้อมของหน่วยให้บริการ คุณสมบัติ ปริญญาตรี วิทยาศาสตร์บัณฑิต สาขาสาธารณสุขศาสตร์ หรือสาขาที่เกี่ยวข้อง ยินดีรับนักศึกษาจบใหม่
R&D Specialist (RTD),AB Food & Beverages (Thailand) Ltd.,"Phra Pradaeng, Samut Prakan",Food Technology & Safety,Full time,,,"Responsibilities Manage product development process Lead technical part of new product development project assigned by R&D Manager for products to be produced at PSM factory or co-manufacturing/co-packer/Licensed brand in TH/Asia region. Prepare and monitor project timelines & development plans together with concerned department. Perform preliminary screening, selection & finalization of available raw material based on complete criteria in alignment with quality, sensory, and safety. Suggest appropriate process design & selection depending on product requirement. Perform prototype development & improvement until attending final product that meets consumer and customer needs Co-ordinate with internal & external department for production trial run, sensory test, product analysis & other NPD activities. Improve existing product by adjusting product formula, process, raw material replacement etc. to have benefit of cost saving (CEP), line efficiency, product palatability and quality Arrange and lead meeting with related functions to update status of each project. Follow up action plan and process solutions for any issues to ensure the achievement of the agreed launch plan. Ensure the finished product meet with targeted shelf life and process any extension if unmet with target by giving technical & experiment support All record document is well recorded during product development process for efficient future tracking. Ensure and execute regulatory requirement for the markets/countries commercialized with Evaluate post launch of the product and process for improvement and fulfil customer satisfaction. Others Support all quality system i.e. GHP, HACCP, ISO, Halal etc. Perform other assignments as assigned by NPD manager/Regional technical service Director. Qualifications Bachelor's degree or Master's degree in a related field. Experience in research and development (UHT or RTD products). Understanding of marketing strategies and how to apply them to product development. Analytical skills and good communication and presentation skills. Strong project management skills"
R&D Research (Pet product) @Talingchan/ Up to 40K (Hybrid working),"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Bang Phlat, Bangkok",Biotechnology & Genetics,Full time,,,"Job Description: Conduct clinical research on veterinary products in order to develop products formulation (existing products/new products) Keep updating about veterinary research knowledge in order to conduct product development effectively Provide technical specification and proper usage to sales and marketing team Coordinate with the graphic director on product packaging. Must: Bachelor degree in veterinary science or veterinary related At least 1-2 years of experiences in R&D/researcher for pets’ supplement, pets’ foods or pets’ medicines Basic English communication PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok You can apply your resume via  Pimwimol_T @ persolkelly com / Line ID: Faiipt"
Food Production Manager,ManpowerGroup Thailand,Chon Buri,Food Technology & Safety,Full time,,,"Responsibilities: Managing the production of Instant Noodle Fulfill customer orders with maximum benefit from both the plant and the organization and the opportunity for you to plan both the employees and the production machines. Set strategic plans at the division level and targets of the production division. Instant Noodle so that the production process goes according to plan Set guidelines for production in line with production formulas. production control conditions, environmental quality management system standards, and others as specified by the Company's policy Including preparing the annual expenditure budget of the production section. Instant Noodle in order to control expenses effectively. Qualifications; Bachelor's Degree in Food Science food engineering, electrical engineering, mechanical engineering or related More than 5 years of experience in food production control ( Instant Noodle Process ) Good Knowledge of production planning - manpower and machinery. Good Knowledge of administration and management of employees in the production line. Good Knowledge of GMP, HACCP, ISO9001, ISO14001, BRC Good Knowledge of food production Can work on Saturday work at Siracha Factory Interested candidates please send your update resume, current and expected salary with contact details to: ManpowerGroup Thailand - Eastern Seaboard Branch 143/165 Moo 12, T.Nong-prue, A.Banglamung Chonburi 20150 Contact no. 033-135014 ext.3414 or 081-104-8842 Contact person Khun Jurairat Srimala - Recruitment Consultant"
QC Technician,Sensient Technologies (Thailand) Limited,"Bang Phli, Samut Prakan",Food Technology & Safety,Full time,,,"Qualifications Working at the factory in Bangplee, Samutprakarn Working days: Monday – Friday and alternate Saturdays (ทำงานวันเสาร์เว้นเสาร์) Bachelor’s degree or equivalent education in a technical degree required. 5 or more years of quality control experience in a commercial or manufacturing environment. Knowledge and experience in Quality tools preferred. Knowledge and experience in microbiological laboratory Ability to communicate well in English Good Knowledge of Microsoft Office Applications Essential Duties & Responsibilities: Conduct routine testing per QC methods and protocols. Participate in Formal Root Cause Analysis and implement corrective actions. Design, conduct and analyze measurement systems analysis. Conduct examinations and quality control inspections on products, materials, etc. at various stages of the production process. Operate and maintain various lab instrumentation using accepted GLP procedures. Record and measure data, calculate results. Perform a variety of laboratory tests on all raw materials and finished products using written methods and procedures. Approve and reject samples, following product guidelines and specifications, record results on every sample analyzed using lab working instructions. Participate in Gage R&R and other statistical studies of QC methods. Back up to the Tech Lab Technician performing testing of all Tech products and backup to the Regulatory staff if required. Part of Food Safety Management System team member and assist in all Quality audits. Please send your resume together with related documents to "" APPLY NOW "" (Please also indicate the position applied for.) Wipawan Ngovathana Sensient Technologies (Thailand) Ltd. 14th Floor, Maneeya Center Building 518/5 Ploenchit Road, Patumwan Bangkok 10330 Tel. 02 254 8181, ext. 29"
DATA ENGINEER,"New Concept Product Co., Ltd.","Lat Phrao, Bangkok","Mathematics, Statistics & Information Sciences",Full time,,,"สถานที่ปฏิบัติงาน : สำนักงานใหญ่ ซอยลาดพร้าว 107 วันและเวลาทำงาน : 08:30 - 17:30 วันจันทร์ ถึง วันศุกร์ และวันเสาร์สุดท้ายของเดือน รูปแบบการทำงาน : Onsite 100% Job Description หน้าที่หลักของ Data Engineer คือ สร้างและควบคุมประสิทธิภาพการทำงานของโครงสร้างพื้นฐานสำหรับการจัดการและประมวลผลข้อมูลตั้งแต่ data pipeline, data integration จนไปถึงการปรับปรุงระบบการจัดเก็บและการเรียกใช้ข้อมูล ให้มีประสิทธิภาพมากที่สุดกับทุกฝ่าย หน้าที่หลักในการดำเนินงาน ออกแบบและพัฒนา data pipeline เพื่อขนย้ายข้อมูลให้มีประสิทธิภาพ โดยมีประสบการณ์การทำงานกับ Data Base on-premise หรือ cloud จัดทำ data integration and data cleansing จากแหล่งที่มาต่างๆ ปรับปรุงระบบการเก็บรักษาและการเรียกข้อมูล ร่วมงานกับ Data Scientist และ Analyst เพื่อให้ได้แนวทางการจัดการข้อมูลที่น่าเชื่อถือและมีประสิทธิภาพ คุณสมบัติที่ควรมี ระดับการศึกษา ป.ตรี - ป.โท ในสาขา Computer Science, Information Systems หรือสาขาที่เกี่ยวข้อง มีประสบการณ์การเขียนโปรแกรมในภาษา เช่น SQL, Python, Java มีประสบการณ์ในการประมวลผลข้อมูล อาทิ การดึงข้อมูล File, API, การ Migrate ข้อมูลจาก Database (SQL Database) มีความเข้าใจเกี่ยวกับ data warehousing และ cloud platform เช่น AWS หรือ Azure (พิจารณาเป็นพิเศษ) Explore our story at https://www.ncp.co.th/en/about-ncp/ncp-story/"
