Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Customer Experience Executive/เจ้าหน้าที่ลูกค้าสัมพันธ์,"CARAMEL CRISP (THAILAND) CO.,LTD.","Khlong Toei, Bangkok",Administrative Assistants,Full time,20000,24999,"Are you customer service focused? Do you like to talk on the phone and to help others? Are you a problem solver? Join the Garrett Popcorn Customer Experience team! Garrett is looking to fill a position supporting our e-commerce team. You will be assisting customers via phone, and email, with their new orders, checking existing orders, processing returns/ replacements; answering pre-sales product questions, providing Shop specific support, and interacting with Kerry Express tools for shipping information. Job Responsibilities Include: Answer incoming customer inquiries while delivering excellent customer experience (via email and phone) Engage with customers in a friendly and professional manner while actively listening to their concerns Provide timely and thorough resolution to customer inquiries in accordance with the company's customer experience policies Common inquiries include product information and recommendations, tracking, and status updates, quality complaints Record customer information within our customer service applications, which may include ZenDesk and/or NetSuite Maintain “expert” status on company products, new releases, and features Communicate with management to escalate problems, recommend resolutions, and improve our customer experience Provide administrative support to Off Site Kitchen team Packing and arrange for courier service Must also have the following Qualifications/Experience: Must have a friendly and professional speaking voice Must be patient and have clear and professional communication skills (written and verbal) Problem Solver Strong sales ability: must be able to enthusiastically motivate customers to purchase Garrett Popcorn products Proficiency in cloud based based-systems, and Microsoft office applications (Outlook, Word, Excel) required Experience with Zendesk or other CRM ticket-based system, Chat and Facebook Messenger a plus Professional experience within an e-commerce setting English language skills are preferred เจ้าหน้าที่ลูกค้าสัมพันธ์ คุณเป็นคนที่ชอบการบริการหรือไม่? คุณชอบที่จะตอบคำถามและช่วยเหลือผู้คนโดยใช้โทรศัพท์? คุณเป็นนักแก้ไขปัญหาไหม? ถ้าใช่ มาทำงานกับเรา Garrett Popcorn Customer Experience team! Garrett กำลังมองหาตำแหน่งงานที่จะคอยช่วยเหลือทีมอีคอมเมิร์ซ คุณจะเป็นคนที่คอยช่วยเหลือลูกค้าของเราทางโทรศัพท์ และ ทางอีเมล เกี่ยวกับคำสั่งซื้อ, สถานะคำสั่งซื้อ ,ขั้นตอนการคืน หรือ เปลี่ยนสินค้า ,ตอบคำถามเกี่ยวกับตัวสินค้า ,คอยตอบคำถามต่างๆ เกี่ยวกับหน้าร้าน และ ให้ข้อมูลการจัดส่งให้กับลูกค้าโดยใช้ โปรแกรมของ Kerry Express หน้าที่ความรับผิดชอบ : ตอบคำถามให้กับลูกค้า โดยที่ลูกค้าจัต้องได้รับความพึงพอใจสูงสุด (ทางอีเมล ,โทรศัพท์ และ Line) รับฟังปัญหาของลูกค้าอย่างมืออาชีพและเป็นมิตร ทำให้ลูกค้ารู้สึกว่าได้รับการรับฟังและการช่วยเหลือ สอบถามถึงปัญหาของลูกค้า และ แก้ไขปัญหาให้กับลูกค้า ตามวิธีและนโยบายของบริษัท ตอบคำถามทั่วไป ได้แก่ ข้อมูลผลิตภัณฑ์และคำแนะนำ การติดตาม การอัปเดตสถานะ การร้องเรียนด้านคุณภาพ บันทึกข้อมูลของลูกค้า ในแอปพลิเคชั่น customer service ของบริษัท (Zendesk และ/หรือ NetSuite) เป็นผู้เชี่ยวชาญ เกี่ยวกับ สินค้าของบริษัท ,สินค้าออกใหม่ และ คุณลักษณะต่างๆของสินค้า รายงานหัวหน้างาน เกี่ยวกับปัญหา รวมถึงแนะนำวิธีแก้ไขปัญหา และ ทำให้ลูกค้าได้รับประสบการณ์ที่ดีขึ้น สนับสนุนงานเอกสารของทีมครัวกลาง Packing สินค้าเพื่อจัดส่งให้กับลูกค้า คุณสมบัติที่ต้องการ : มีน้ำเสียงที่เป็นมิตรและมืออาชีพ มีความอดทน และ มีทักษะในการสื่อสารที่ชัดเจนและมืออาชีพ (ทั้งพูดและเขียน) เป็นนักแก้ไขปัญหา มีทักษะในการขาย : สามารถจูงใจลูกค้าให้ซื้อสินค้าของ Garrett Popcorn มีความชำนาญในระบบคลาวด์ และ Microsoft office (Outlook, Word, Excel) มีประสบการณ์การใช้ Zendesk หรือ ระบบCRM ticket-basedอื่นๆ , Chat และ Facebook Messenger มีประสบการณ์ในการ set ธุรกิจอีคอมเมิร์ซ ถ้ามีทักษะภาษาอังกฤษจะพิจารณาเป็นพิเศษ"
"Division Director, HR/ผู้อำนวยการฝ่ายทรัพยากรบุคคล",Principal Healthcare Company Limited,Northeastern > Others,Administrative Assistants,Full time,,,"รายละเอียดหน้าที่งาน : 1. ทบทวนแผนอัตรากำลังขององค์กรเพื่อให้สอดคล้องกับแผนธุรกิจและทิศทางขององค์กร - วางแผนและออกแบบระบบการสรรหาว่าจ้างพนักงานทุกตำแหน่งงาน ให้มีการประเมินผล, การตรวจสอบคุณวุฒิ, คุณสมบัติต่างๆ ให้ได้ตามใบกำหนดหน้าที่งานและคุณสมบัติของแต่ละตำแหน่งงาน และตรวจสอบการจัดทำใบกำหนดหน้าที่งานของทุกตำแหน่งงานในองค์กร เพื่อพิจารณาความสอดคล้องของงานและคุณสมบัติ - ประเมินและคาดการณ์ความต้องการที่เกี่ยวข้องกับทรัพยากรบุคคลสื่อสารความต้องการเชิงรุกกับสมาชิกฝ่ายทรัพยากรบุคคลและการจัดการธุรกิจ 2. เป็นที่ปรึกษาและให้คำแนะนำในการบริหารทรัพยากรบุคคลของแต่ละหน่วยงาน - เป็นที่ปรึกษาด้านการจัดการในประเด็นที่เกี่ยวกับทรัพยากรบุคคลและผลักดันให้เกิดองค์กรที่พนักงานมีความพึงพอใจและเป็นผู้นำหรือกระตุ้นเพื่อให้เกิดการเปลี่ยนแปลง - วางแผนและพัฒนากระบวนการทำงานของแผนกให้เป็นระบบและมีประสิทธิภาพ 3. บริหารจัดการเพื่อให้เกิดการพัฒนาศักยภาพบุคลากรให้ตอบสนองต่อความต้องการขององค์กร - วิเคราะห์โปรแกรมการพัฒนาทรัพยากรมนุษย์เพื่อแก้ไขช่องว่างความสามารถ & วางแผนแผนการพัฒนาทรัพยากรมนุษย์สำหรับพนักงานแต่ละตำแหน่ง - ทบทวนแผนและงบประมาณการฝึกอบรมประจำปีของบริษัทฯ เพื่อส่งเสริมการพัฒนาศักยภาพของบุคลากร 4. พัฒนาศักยภาพทีมงานของตนเอง - พัฒนาบุคลากรให้มีศักยภาพมากยิ่งขึ้นเพื่อตอบสนองความต้องการขององค์กรได้ดียิ่งขึ้น และพัฒนาคนรุ่นใหม่เพื่อเป็นผู้สืบทอดตำแหน่ง คุณสมบัติ : - ปริญญาตรี สาขาบริหารทรัพยากรมนุษย์, รัฐศาสตร์, สังคมศาสตร์, จิตวิทยาอุตสาหกรรม - มีประสบการณ์ในงานบริหารทรัพยากรบุคคล อย่างน้อย 15 ปี - มีประสบการณ์ในตำแหน่งผู้จัดการอาวุโสหรือผู้อำนวยการไม่น้อยกว่า 5 ปี - มีความรู้เรื่องกฏหมายแรงงาน - สามารถเดินทางต่างจังหวัดได้ (14จังหวัดทั่วประเทศ) - ความรู้ในงานบุคคล การบริหารงาน การสอนงาน รวมไปถึงความรู้ในเรื่องธุรกิจโรงพยาบาล สถานที่ปฎิบัติงาน : Bangkok Business Center Building 29 สุขุมวิท ซ. 63 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 Interested candidates please click ""APPLY NOW"" PRINCIPAL HEALTHCARE COMPANY LIMITED Bangkok Business Center,Sukhumvit 63 Rd. Klongton-Nua,Wattana,Bangkok 10110 Thailand."
Coordinator (Chinese Speaking)/เจ้าหน้าที่ประสานงาน(ภาษาจีน),"Treasure Products Co., Ltd.",Chon Buri,Administrative Assistants,Full time,30000,34999,แปลการสนทนาและเอกสารต่างๆที่เกี่ยวข้อง ประสานงานระหว่างลูกค้าของบริษัทกับทางโรงงาน สามารถสื่อสารภาษาจีนได้ ทั้งในด้านฟัง พูด อ่าน เขียน งานอื่นๆที่ได้รับมอบหมาย คุณสมบัติ สื่อสารภาษาจีนได้ ยินดีรับนักศึกษาจบใหม่ สามารถสื่อสารและประสานงานได้เป็นอย่างดี สวัสดิการ สหกรณ์ออมทรัพย์ โบนัสตามผล ประกันสังคม
Recruiter (1 year contract),"Appman Co., Ltd.","Khlong Toei, Bangkok",Administrative Assistants,Full time,,,"Job description: Recruitment Reviewing CVs, Employee referral check; Selection of candidates. Interview arrangement; Conduct interviews with the Line Managers. Updating the vacancies and provide the summary report to related party on weekly basis. Updating the Organization Chart and provide the summary report to related party on monthly basis. To ensure the recruitment productivity in order to serve the company's expansion Conduct Employment Contract Signing and Documentation. Coordinate related party for Onsite Recruitment, job fairs, job advertisement etc. Reviewing the Job Advertising invoices before forwarded to HR Manager for approval. Provide reports or Data summary/analysis to management as per required. Assist on the ad-hoc task/report when situation required. Responsible for other project as assigned. Qualifications: Bachelor's Degree in Human Resource Management, Public Administration, or related fields Minimum 2-3 years experience in recruitment Good communication and interpersonal skills and team member Proactive, well organized and result oriented Good command in English Ability to demonstrate initiative and assertiveness Ability to plan and manage work in an efficient manner Ability to work well under stress and time pressures Very detailed oriented Benefits: Working with dynamic team, young people, you will have a chance to learn new skills and to gain valuable experience Annual Salary Increase 2 Times / Year Group InsuranceAccident (THB 9,000/Accident) IPD (THB 3,000/Day) OPD (THB 1,000/Call/Day) Dental (THB 3,000/Year) TGIF(Thanks God It’s Friday)Party THB 300 per week Notebook Provided Annual Leaves 10 Days / Year Passing Toeic speaking, you will get 2,000THB/ month (Add to your salary) -------------------------------------------- Don't worry if you just graduated from university. Your skill in making modern webs is what we will be looking at. Prepare your resume and contact us and we will see what you can do! AppMan Co., Ltd. - 2525 FYI Center tower 2 unit 801-807 8th Floor Rama 4 Road Khlong Toei Bangkok 10110 [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]  [link removed]www.appman.co.th [link removed] Tel : 092-252-5932"
Project Coordinator (12 Months Contract),Evolution Wellness (Thailand) Ltd.,"Sathon, Bangkok",Administrative Assistants,Contract/Temp,,,"Job description and duties: General construction admin support (PMI’s / variations / instructions etc) Procurement support on pricing and raising PO’s Coordination of fit out activities to Club and all related parties Management and coordination of sub-contractors and suppliers Review and inspection of installations on site General site supervision and support Authority inspections as required Quality control on installations Site Safety and cleanliness Qualifications: Bachelor’s degree in Architectural or Mechanical Engineering or related fields 3+ years of experience and knowledge in Project Coordinator, Admin Support Excellent interpersonal, Coordination and communication skills Good command of English Good analytical thinking and excellent communication ability. Good Knowledge, Ability to use MS Word, Excel and PowerPoint Pleasant personality, positive attitude and good interpersonal skill Ability to work multi-tasking and under pressure or handling tight deadlines"
Senior Site Coordinator,Chanintr Living Ltd.,Bangkok,Administrative Assistants,Full time,,,"Scope of Responsibility Project Management: Manage assigned projects, including both residential and coordination projects with Client's Project Site Team, Project Consultant, Main Construction Contractor, and related parties. Attend site meetings for each project. Conduct site inspections of Mechanical, Electrical, and Plumbing works provided by the main contractor with support from the Installation Team. Collaborate with the operation and installation teams to design a comprehensive project plan covering product ordering, parts acquisition, local support, delivery, and installation. Develop a detailed work plan that identifies and sequences the activities necessary for the successful completion of the project (Installation Plan). Monitor project progress and make adjustments as necessary to ensure successful completion. Regularly review the quality of completed work with the Installation Team to ensure it meets project standards before handover to end customers. Coordinate with the Client for project handover, ensuring proper paperwork and timeline management. Reporting: Submit a weekly site visit plan to the General Manager. Provide Job Site Reports. Submit Site Inspection Forms when the site is ready for installation. Other Responsibilities: Perform other tasks as assigned by the General Manager. Working Details: Location: Thonglor Showroom and Project Sites Working Hours: 10:00 - 19:00 hrs. or 9:00 AM - 18:00 hrs. (Flexible working hours following client appointments) Working Days: Mon-Fri + 2 Saturdays per month Working on Weekends: As per customer request or as required by the area of responsibility as a contribution. A Must: Able to work at construction sites or assigned locations. Willingness to travel upcountry or abroad to visit job sites. Availability to be contacted during weekends and holidays in case ofurgency. Qualifications: Graduate Diploma or Bachelor's Degree in management or a related field Minimum of 5 years of experience in project management for houses or condominium projects. Experience in managing kitchen installation projects is an advantage. Proficient in English communication, both speaking and writing. Detail-oriented, well-organized, self-motivated, and driven. Dynamic, enthusiastic, and proactive. Willingness to work on public holidays and weekends. Ability to work upcountry or travel abroad."
HR Manager/ผู้จัดการฝ่ายบุคคล,"Charterway international Co., Ltd.","Mueang Nonthaburi, Nonthaburi",Administrative Assistants,Full time,45000,69999,"- นำเสนอนโยบายและกำหนดกลยุทธ์ด้านการบริหารทรัพยากรมนุษย์ (HRM/ HRD)ให้สอดคล้องกับแผนธุรกิจของบริษัทฯ - การกำหนดหน้าที่ความรับผิดชอบ และคุณสมบัติเฉพาะตำแหน่ง (JD – JS) ตามแผนธุรกิจของบริษัท - วิเคราะห์ข้อมูล วางแผนด้านกำลังคนให้สอดคล้องและรองรับกับการเติบโตขององค์กร - ดูแลและจัดการระบบการประเมินผลและตัวชี้วัดต่างๆในการประเมินเพื่อให้เกิดผลงานระดับสูง - ดูแลกระบวนการสรรหาและการคัดเลือกบุคคลากรที่มีคุณภาพและตรงกับความต้องการกับหน่วยงาน - การจัดทำ ระเบียบการปฏิบัติงานของพนักงานให้สอดคล้องกับธุรกิจบริษัทและกฎหมายแรงงาน Code of Conduct - ประเมินความต้องการในการฝึกอบรมและพัฒนาบุคลากรให้มีสมรรถนะพร้อมในการเติบโต - ดูแลสวัสดิการ ค่าตอบแทน เพื่อสร้างแรงจูงใจให้แก่พนักงานและเป็นไปตามระเบียบ ถูกต้องตาม หลักกฎหมายแรงงาน - การวางระบบแรงงานสัมพันธ์ เพื่อการสร้างเสริมความสัมพันธ์ในองค์กร โดยการสำรวจความพึงพอใจในการทำงาน - ประสานงานเรื่องของกฎหมายแรงงาน - การวางระบบการพิจารณาความดีความชอบและบทลงโทษ เพื่อให้พนักงานมีวินัยในการทำงาน - บริหารจัดการ Talent management เพื่อให้เกิดพนักงานที่มีความสามารถโดดเด่น - งานอื่นๆ ตามคำสั่งของผู้บังคับบัญชา คุณสมบัติ - วุฒิปริญญาตรีขึ้นไป สาขาทรัพยากรบุคคล บริหารธุรกิจ หรือสาขาที่เกี่ยวข้อง - มีประสบการณ์ด้านทรัพยากรบุคคล 5 ปีขึ้นไป - มีความรู้เกี่ยวกับกฎหมายและข้อบังคับการจ้างงานที่เกี่ยวข้อง - มีทักษะในการสรรหาบุคคลากรได้ตรงตามที่บริษัทกำหนด - มีทักษะด้านมนุษยสัมพันธ์ การสื่อสาร และการจัดองค์กรที่ดีเยี่ยม - มีความสามารถวางแผนและกลยุทธ์ในการสรรหาแรงงาน กฎหมายภาษีอากรที่เกี่ยวข้องกับงานบุคคล - มีความรู้ พรบ.คุ้มครองแรงงาน, สถาบันพัฒนาฝีมือแรงงาน พรบ.ประกันสังคม, และข้อบังคับเกี่ยวกับการจ้างงานที่เกี่ยวข้อง พ.ร.บ.คุ้มครองข้อมูลส่วนบุคคล(PDPA) - มีทักษะการวางแผนงาน คิดวิเคราะห์ แก้ไขปัญหาเฉพาะหน้า ควบคุมสถานการณ์ และตัดสินใจได้ดี - มีความรู้งานพัฒนาบุคลากร ( Training & Development ) สวัสดิการบริษัท - ปฏิบัติงาน วันจันทร์ - วันศุกร์ เวลา 08:30น. - 17:30น. วันเสาร์ เวลา 08.30น. - 12.00น. - ประกันสังคม - ประกันอุบัติเหตุ - ตรวจสุขภาพประจำปี - วันหยุดประจำปี , พักร้อน - โบนัสประจำปี (ตามผลประกอบการ) - ปรับเงินเดือนประจำปี - สวัสดิการเพื่อสนับสนุนการปฏิบัติงาน (ค่าโทรศัพท์,ค่าเสื่อม,ค่าน้ำมัน) - ค่าคอมมิชชั่นบางตำแหน่งงาน - สวัสดิการในโอกาสต่างๆ (แต่งงาน,มีบุตร,อุปสมบท,ณาปนกิจ) - ฝึกอบรมเพื่อพัฒนาศักยภาพพนักงาน - กิจกรรมสร้างสัมพันธ์อันดีร่วมกัน (ปีใหม่,กีฬาสี,ท่องเที่ยวประจำปีในประเทศ/ต่างประเทศ) ที่อยู่บริษัท บริษัทชาร์เตอร์เวย์ อินเตอร์เนชั่นแนล จำกัด ที่ตั้ง 4, 7-9 ม .8 ถนน รัตนาธิเบศร์ บางกระสอ เมือง, นนทบุรี 11000 ข้อมูลการติดต่อ คุณฝ่ายทรัพยากรบุคคล โทรศัพท์ : 092-246-5105,085 -488-5048 ID Line : hrctw"
E-Commerce admin,Do Day Dream Public Company Limited,"Saphan Sung, Bangkok",Administrative Assistants,Full time,,,"Responsibilities : 1. ดูแลช่องทางการขายทุกแบรนด์ของบริษัท ผ่านช่องทาง Online platform - marketplaces 2. ติดต่อ + สร้างความสัมพันธ์อันดีกับคู่ค้า (marketplace) เพื่อเพิ่มยอดขาย 3. ช่วยเหลือ KAM ในเข้าร่วมแคมเปญหลักๆของ platform เพื่อเพิ่มยอดขาย Qualifications : ปวส - ปริญญาตรี บริหารธุรกิจ การตลาด หรือสายงานที่เกี่ยวข้อง ประสบการณ์ 1-2 ปีขึ้นไปสายงาน online Working Place: Do Day Dream Public Company Limited : 32 Keharomklao Road, Saphansung, Bangkok 10240 Link: https://goo.gl/ma [link removed]ps/HXbpxnvspeD2 [link removed] Company Website: www.dodaydream.com and www.namulife.com"
Assistant HR Manager (HRBP),Sodexo Services (Thailand) Ltd.,"Vadhana, Bangkok","PA, EA & Secretarial",Full time,35000,44999,"Assist in the HRBP Manager and process follow by the company’s policy. Handle& Control human resources operation against employee life cycle (Compensation& Benefit) Plan & execute HR strategy to support business strategy. Analyze and monitoring retention report, overtime report, labor cost. Have good knowledge and understanding of Thai labor laws. Manage daily administrative  affairs in assist in handling administrative budgets and expenses, ensure compliance with company  policies and regulations. Assist in handing employment related  and disputes and maintaining  a good  working environment. Other assignment as assigned by Manager: Recruitment project, Job Advertising Project. Qualifications : Bachelor's degree in HR Management ,Political science or any related field. Minimum 5  years experience in HRBP management role. Good command  of English  communication. Ability to  handle  multi-tasks at one time Good communication  and presentation skills. Can work under pressure, dynamic person , work as a team."
Sales Admin and Coordinator/เจ้าหน้าที่ประสานงานฝ่ายขาย ประจำ คลองหลวง ปทุมธานี,"Linde Material Handling (Thailand) Co., Ltd.",Pathum Thani,Administrative Assistants,Full time,,,งานเอกสารฝ่ายขาย ดูแลจัดการสัญญาเช่าของลูกค้า จัดซื้อต่างประเทศ และในประเทศ ประสานงาน กับ Shipping & Freight Forwarder และฝ่ายบริการ บันทึกรับสินค้า และควบคุม stock Weekly monthly report อื่น ๆ ตามที่ได้รับมอบหมาย สนใจติดต่อสอบถาม คุณปพิชญา โทร 028325999 Ext 955
Assistant HR Manager/ HR Manager (New Set-Up Company),PRTR,Bangkok,Administrative Assistants,Full time,,,"Our client is a dynamic and rapidly growing Medical Device and Pharmaceutical company. As we embark on this exciting journey, they are seeking a dedicated and experienced Human Resources to join our team and play a key role in shaping the company culture and supporting our talented workforce. Responsibilities Developing and implementing effective recruitment strategies to attract top talent. Conducting thorough screening and interviews to ensure the selection of qualified candidates. Managing the onboarding process, ensuring a smooth transition for new hires. Fostering a positive and inclusive work environment. Handling employee relations matters, and addressing concerns and conflicts promptly and professionally. Implementing and overseeing employee engagement initiatives. Developing and maintaining HR policies and procedures in compliance with local labour laws and industry regulations. Keeping abreast of changes in labour laws and ensuring the company's policies remain up-to-date. Identifying training needs and coordinating training programs to enhance employee skills and capabilities. Supporting career development initiatives to help employees achieve their professional goals. Working closely with managers to guide performance improvement and career development plans. Administering employee benefits programs, including health insurance, retirement plans, and other perks. Addressing employee inquiries and concerns related to benefits. Maintaining accurate and up-to-date HR records and databases. Generating HR reports as needed for management analysis. Qualifications Bachelor's degree in Human Resources, Business Administration, or a related field. 3-5 years of experience in HR roles. Able to work as an individual. Strong knowledge of labour laws and regulations. Excellent communication and interpersonal skills. Ability to maintain confidentiality and handle sensitive information with discretion. Proven organizational and problem-solving abilities."
Admin Specialist,"MDPI (Thailand) Co., Ltd.","Huai Khwang, Bangkok",Administrative Assistants,Full time,,,"Responsibilities: Lead the admin team and follow up the progresses of admin projects Provide guidance for the admin team members Ensure professional services at the reception desk (welcome visitors, receive/transfer incoming calls, etc.) Assist employees with administration queries (e.g., attendance, work time, personal leave, etc.) Provide support with the administration of employee benefits (pension, health insurance, social insurance, etc.) Provide support and data to the accountant for the payroll process (e.g., track working hours, absences, etc.) Ensure an accurate follow-up of all admin-related payments and invoices Provide support to employees and visitors to arrange meetings and travels Participate actively in the organization of staff events and activities (e.g., book restaurants, lunches, off-site locations, etc.) Maintain internal systems, including data management Organize office and other public areas When required, perform other duties as assigned Requirements: Have 2 years experiences Bachelor’s Degree in any major Excellent communication skills in both written and spoken English, TOEIC score 500+ or other English proficiency tests Computer literacy Good knowledge of admin processes in general Ability to act with confidentiality and professionalism Proactive mindset and readiness to work in a fast-paced environment Ability to prioritize and work independently Demonstrated ability to establish effective and cooperative working relationships built on trust Preferred Qualification: Fluent Mandarin Benefits: Flexible working hours Laptop provided 5 working days a week Annual bonus Position allowance Tutorship and tutor allowance Travel abroad to other MDPI branch offices Travel allowance Group health insurance Social security Annual physical exam New member physical exam Paid annual leave Team activity fund, snacks, and birthday activity fund"
Jewelry Assistant and Office Admin/ตำแหน่ง ผู้ช่วย Jewelry และ Admin,"Kisna Gems Studio Co., Ltd.","Khlong San, Bangkok",Administrative Assistants,Full time,,,"หน้าที่ความรับผิดชอบ -นับจำนวนเพชรของแต่ละ order -จัดการ jewelry designs ตามความต้องการของลูกค้าเเละทางบริษัท -รับ jewelry order เเละช่วยเตรียมในขั้นตอนส่งออกในทุกๆวัน คุณสมบัติ -เป็นคนใส่ใจในรายละเอียดเเละรอบคอบ -มีความรับผิดชอบ Your job duties include:- 1) Counting small stones and putting them in order bags 2) Organize various designs of jewelry as per requirement 3) Help in jewelry order preparation everyday 4) Help in jewelry production process You must have knowledge of:- 1) Detail Oriented 2) Responsible This is your chance to join a very fast growing company and build your career. We are expanding very fast, and you will see your career grow with us"
Plant Administrative Senior Section Manager,"BIG (Bangkok Industrial Gas Co., Ltd.)",Rayong,Administrative Assistants,Full time,,,"Principle Accountabilities: Manage, facilitate overall General Affairs process to provide effective and efficient support to the operation of the company e.g. transportation, canteen, laundry, cleaning service and general office support. Monitor any operational related permits & licenses, etc. This can be EHS and/or related; including managing and providing data entry/keeping/maintenance as necessary. Facilitate visitor process/record Coordinate with user/supplier to maintain and repair office facilities to be ready for use and in good condition for employees. To assist in reviewing the contractor’s contract related administration tasks i.e. leasing service. Manage and control stationary, office supplies, office equipment including issuing purchasing requisition to order new office items and maintain sufficient stock level. Good managing of outsources company such as cleaning company to ensure professional looks and hygiene. Timely manage and control all services and contracts that will be provided by suppliers. Establish and maintain all document management control. Manage and control all related risk management, especially for business continuity planning and compliance management of general administration functions. Develop reports, filling and controlling all related to general affair tasks and other related documentation system. Provide logistics support for event and business trip i.e. meeting/event management by making arrangements including travel, lodging, transportation and etc. Coordinate with IT to ensure office automation, equipment is ready for users.Provide secretariat support to Plant management team. Maintain focus on continuous process improvement opportunities Supervising day-to-day operations of the administrative department and staff members. Requirements: Bachelors Degree in Business Administration or related field 10 years of direct experience or related field Good command of English Language Ability to manage of multitask by day to day Strong communication and presentation skills Good analytical and logical skills An energetic personality who enjoys being part of plant environment A passion for showing leadership and initiative Based at Rayong province"
Admin Coordinator/ประสานงานธุรการ,"Surfacelab (Thailand) Co., Ltd","Bang Phli, Samut Prakan",Administrative Assistants,Full time,,,"Responsibilities : Perform general administrative, clerical, and executive support tasks to ensure organizational sustainability. Organize and facilitate workflow to ensure a productive workplace Collaborate with directors to devise and implement strategic administrative improvements Oversee expenditures and work with the accounting department to manage the company's budget Perform basic bookkeeping tasks as needed Evaluate current employees; provide support where needed Assign work tasks, create schedules, and manage calendars HR - Recruit, hire and train new employees based on departmental needs and payroll Qualifications : 5 years working experience Good in English conversation and writing"
HR payroll specialist (contract 1 year),"Flywheel Digital (Thailand) Co., Ltd.",Bangkok,Administrative Assistants,Full time,,,"HR payroll specialist (contract 1 year) Flywheel Digital (Thailand) Your responsibilities will include: Manage end-to-end payroll process, including administration to reporting and reconciliation, tax, social security, and payslip Handle onboarding, offboarding, and transfer administration for all people movements (e.g. new hires, promotions, transfers, re-designation, resignations/terminations, etc Support new joiners’ onboarding and offboarding process, including collating staff movement announcements, planning and executing team orientation and other engagement programs such as office welcome tours, interns' community program Coordinates office facilities contracts and related operations Monitor, upkeep, and ensure the security and accuracy of employees' records and documents in HRIS including leave and OIL records. Maintain and update employee handbook, guidelines, policies, and process flows. Process employee requests for information and related employment visas, permits, and regulatory applications Generate and analyze HR reports to improve efficiency and effectiveness of people's decisions Support tracking and monitoring HR budget and expenses, as well as tracking data of employee laptops Assist in implementing Performance Management process Facilitate setup of Employee Engagement activities, including but not limited to Company and Country Townhalls, outing, games nights, AMAs, etc Partake in research and development of Culture building initiatives, as well as learning and development opportunities for employees Assist in streamlining current HR processes Other ad-hoc tasks as assigned Who we look for - the ideal profile: 2-3 years of relevant experience Experience with running payroll is a must Understand Thailand regulation and follow labor law and procedure Highly motivated, nimble and takes initiative to take up new challenges Self-starter and able to work independently. Passion to create an inclusive, high performance and fun work culture Resourceful team player who is confident to bring ideas to the table Detailed-oriented with strong organizational and administrative skills Proficient in MS Office 365 and MS office suite, as well as Google Suite Preferably with a specialisation in Human Resources or Social Sciences (Psychology, Sociology, Economics, Organisational Behaviour) etc What we offer BTS Chitlom Flexible working hours/ Work from Home Health Insurance Incentive Bonus! Fun Working Environment 13 Annual leaves"
Admin/เจ้าหน้าที่ดูแลระบบ / การเงิน บัญชี,"Whiz Global Entertainment.,Co.Ltd","Vadhana, Bangkok",Administrative Assistants,Full time,,,รับสมัคร: Admin ประจำบริษัท เงินเดือน: ตามตกลง สถานที่ : Spaces Bangkok Summer Hill (บีทีเอส พระโขนง) คุณสมบัติ วุฒิปริญญาตรี มีประสบการณ์ในตำแหน่ง จะพิจารณาเป็นพิเศษ มีมนุษยสัมพันธ์และทัศนคติทีดี มีความรับผิดชอบ ไหวพริบดี มีทักษะการสื่อสารและประสานงานผู้อื่นได้ดี มีความสามารถและทักษะในใช้คอมพิวเตอร์ในระดับปานกลาง-ดี จัดเตรียมเอกสารที่จำเป็นเกี่ยวกับบริษัททั้งหมด 💻  บัญชี / การเงิน ประจำบริษัท เงินเดือน 💰 ตามตกลง สถานที่ Spaces Bangkok Summer Hill (บีทีเอส พระโขนง) คุณสมบัติ วุฒิปริญญาตรี จัดทำและตรวจสอบเอกสาร จัดทำลงบันทึกรายรับ-รายจ่ายของบริษัท จัดทำรายการภาษีซื้อ-ขายได้ มีความสามารถและทักษะในใช้คอมพิวเตอร์ในระดับปานกลาง-ดี ปฎิบัติงานอื่นๆที่ได้รับมอบหมาย ติดต่อสอบถาม: ชื่อผู้ติดต่อ : สุพิชชา (ไอซ์) Tel : 084-9329032 หรือแอด ID Line: ticenn กรุณาส่งประวัติการทำงานพร้อมรูปถ่ายปัจจุบัน และเบอร์ติดต่อ รวมทั้ง ID Line เพื่อบริษัทฯ ติดต่อกลับนัดสัมภาษณ์ บริษัท วิซ โกลบอล เอ็นเตอร์เทนเม้นท์ จำกัด
