Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Software Tester / Quality Assurance Engineer,"The Thai Credit Bank PLC.,",Bangkok,Engineering - Software,Full time,,,"Job Description: Coordinate with Business Analyst to study and research IT Business Requirements & Functional Requirements. Test system (UI testing, API testing) Coordinate with developers to prepare for SIT testing and coordinate with business users to plan and support UAT to ensure that the system is developed to meet user requirements. Coordinate for collecting test results / monitoring the status of fixing bugs and coordinating for Re-Test as well as summarizing the test results (bugs & issues report) for corrective actions in SIT Qualifications: Bachelor's degree or higher in Computer side Information Technology or related field. Experienced in preparing Test Case / Test Script and system testing in parts of UI and API. Proficiency in SQL or various testing tools. Have knowledge and understanding about system development (Application Development Lift-Cycle), Performance and Capacity Validation. Experienced with Automated Testing and JMeter is a plus."
Business Development Officer (Manager level) *** Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Pathum Wan, Bangkok",Business/Systems Analysts,Full time,45000,54999,"Duties Contact the existing partners or approach new partners to obtain necessary information Approach a new or existing partners to earn business cooperation Coordinate with internal and external parties to execute the project plan or to enable the new product/process/initiative Oversee or follow up and control the ongoing project schedule Assist to research/explore a new potential segment in terms of market size and business feasibility Requirement Bachelor/Master’s degree in Business Administration or related field. At least 3-5 years of work experience as Business Development, Marketing      field in financial industry Strong in Market Research, Presentation, Data analysis Exp fintech / startup field is preferable Good communication in English (TOEIC 800 up) PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. K.Tartara (Fang) Tel. 096-9629646 Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th [link removed] for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know."
Recruitment Consultant (Engineering),"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Sathon, Bangkok",Sales - Pre & Post,Full time,,,"Specialized Staffing Team is providing recruitment and staffing service to our clients in Engineering, Tech & Digital, as well as Healthcare industries. We are now expanding and looking for ""Engineering Recruitment Consultant"" to join the team. Responsibilities: Conduct full cycle of recruitment for Engineering related positions from sourcing, pre-screening, coordinating with clients, until offering stage and contract management. Business development activities to connect with new clients. Build and maintain relationship with clients (Account Management). Other recruitment related duties. Qualifications: 1-2 Years experience in Engineering related field. Sales or recruitment experience is a big plus. Good communication skills and interpersonal relationship building ability Work well under pressure and be able to handle difficult situations. Good attitude with fast-paced sales working environment Good command of English Term: Permanent (Full-time) Package: Competitive (salary + incentive)"
Problem Management and Incident Management  (Urgent!),PTT Digital Solutions Company Limited,"Chatuchak, Bangkok",Help Desk & IT Support,Full time,,,"Job Descriptions Coordinate, standardize, and lead all ITIL problem management activities ensuring root cause and prevention is identified Proactively detect and prevent future problems/incidents and initiate the Problem Management process to allow quicker diagnosis and resolution. Prepare statistics, KPI and trend reports for use in the problem management process. Identify problems through the review and focus on optimizing processes Collaborate with subject matter experts to refine operating processes and procedures to deliver and restore service more efficiently Coordinate, convene and facilitate major incident and problem review meetings Ensure the problems progress through the Problem Management process in a timely and prioritized fashion Create and deliver external content regarding service disruptions Ensure that the problem management information reflects accurate errors and is complete Develop trend analysis and prepare service improvement plans to address identified gaps Ensure recurring incident resolution is addressed with urgency Manage and maintain information stored in the problem database Maintain a comprehensive understanding of all aspects of product delivery and operations Job Specifications Bachelor degree in computer related and/or other appropriate academic major. A minimum 3-5 years experience working in ITSM positions , Problem Management and Incident Management At least 3 year experience with support numerous in HW/SW/Applications Knowledge in incident management and project management Knowledge in ITIL Certifcations Use of a ticketing system ,Servicenow ,Remedy Strong personality that can command a room ITIL experience Good problem management and incident management Good command of spoken and written English (TOEIC: 550 up)"
Software Tester (Intern)/นักศึกษาฝึกงานตำแหน่ง Software Tester,Kiatnakin Phatra Bank Public Company Limited,"Vadhana, Bangkok",Testing & Quality Assurance,Contract/Temp,,,"• Undergraduate student in Computer Engineering, Computer Science, IT or related field. • Passionate in Automated testing is advantage. (Selenium, Appium, ROBOT Framework and etc.) • Familiarity with database technologies such as oracle,microsoft sql server is preferred. • Understanding of software development with focus on software testing processes and methodologies (SDLC or Agile). • Good interpersonal skills with ability to work in multi-cultural team with people from various backgrounds. • Strong passion and desire to move forward and lift up own skills under a challenging environment."
Corporate Planning Officer ***Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Bang Rak, Bangkok",Business/Systems Analysts,Full time,30000,44999,"Location: Bangrak, Bangkok  (BTS Saladaeng) Working hour : Monday – Friday / Flexible working hour (WFH 2 days) Duties: Leading and Training Lead and train the team members to improve CSR, compliance, internal audit, and internal control know-how Lead and train employees about CSR, compliance, internal audit, and internal control. Conducting internal audit and internal control Participate and coordinate CSR committee. Audit the JSOX and internal control as an internal auditor and coordinate with external audit. Conduct activities for Legal compliance, IT policy, digitalization and other company regulations, policy, and strategy. Promote ethic survey and improve ethic survey score. Set internal control system and perform internal audit. Build up risk management system. Conduct other activities related to CSR, compliance, audit etc. Coordinate with regional and external Handle assignments as assigned such as litigation, task force, cost reduction, urgent research and others Ensure that employee comply with law, company's policies, rules, and regulations such as ethics and SHE regulations. Comply and collaborate operating procedure and the Company' Standards System such as ISO9001, ISO14001, PSM, ECO Factory, Energy Management System and 5S. Qualifications: Bachelor’s or Master’s degree major Business, Accounting, Finance, Legal or related Minimum 3 years working experience in Corporate Planning, Internal Control or related fields. Experience in CSR, compliance and audit experience Good command in English *Equivalent TOEIC 550 Well communication and coordination skills Microsoft Office and tableau Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. K.Napatsorn (Koy) Tel. 06-1495-4629"
IT Sale Manager,"Techdirect Co.,Ltd.","Din Daeng, Bangkok",Sales - Pre & Post,Full time,,,"Overview Sale Manager: The Sales Manager has a key leadership role responsible for leading and managing the sales team to achieve revenue targets and drive business growth. This position involves strategic planning, team development, client relationship management, and collaboration with other departments to ensure overall organizational success. Responsibilities: Sales Team Leadership: Recruit, train, and develop a high-performing sales team. Set clear sales goals and targets for the team. Provide ongoing coaching and feedback to enhance individual and team performance. Motivate and inspire the team to achieve and exceed sales objectives. Strategic Planning: Develop and implement strategic sales plans in alignment with organizational goals. Analyze market trends, competitor activities, and customer needs to identify growth opportunities. Formulate and execute effective sales strategies to penetrate new markets and expand the customer base. Performance Monitoring and Reporting: Establish key performance indicators (KPIs) for the sales team and monitor performance regularly. Prepare and present sales reports, forecasts, and analysis to senior management. Use data-driven insights to make informed decisions and adjustments to sales strategies. Client Relationship Management: Build and maintain strong relationships with key clients and partners. Collaborate with the sales team to understand customer needs and provide solutions. Address and resolve customer concerns in a timely and effective manner. Sales Process Optimization: Streamline and optimize the sales process for efficiency and effectiveness. Implement best practices in sales methodologies and techniques. Work closely with marketing to ensure seamless coordination between sales and lead generation efforts. Budget Management: Develop and manage the sales budget, ensuring cost-effectiveness and resource allocation. Monitor expenses and revenue to ensure financial targets are met. Cross-Functional Collaboration: Collaborate with other departments such as marketing, product development, and customer service to achieve overall business objectives. Provide input to product development based on customer feedback and market trends Qualifications: Bachelor's degree in business, marketing, or a related field (master’s degree is a plus). Proven experience in sales management, with a successful track record of meeting or exceeding sales targets. Strong leadership and team management skills. Excellent communication and interpersonal skills. Strategic thinking and problem-solving abilities. Knowledge of the industry and market trends. Proficiency in CRM software and Microsoft Office Suite. Experience working with government agencies."
Process Transformation (Manager),PTG Energy Public Company Limited,"Huai Khwang, Bangkok",Programme & Project Management,Full time,,,"Main Purpose of this job: To set an overall strategy to improve and optimize processes for the entire organization and support business goals. Respond to rapidly change in customer needs to enable businesses to operate efficiently and effectively as well as seek opportunities for continuous improvement. Major Tasks / Responsibilities Analyze requirements and prioritize critical findings from business and technology perspectives and translate them into business process management to improve business operations with practical and measurable solutions Understand business requirements and recommend any potential solutions in terms of people, process, and technology to support business decision and customer need to create new experience with high customer satisfaction Set strategic planning, make decision and also provide a highly consultative approach to the stakeholders, scope develop and deliver an end-to-end business case to improve Customer Experience and increase Customer Satisfaction/Engagement Initiate and manage all projects related to process &amp; work improvement Develop plan, monitoring, update project status report and management report including any critical issues to the related stakeholders. Support and encourage working team to design new processes with new technology to support future business expansion in digital era Other special assignments Job Specification Bachelor's degree or higher in Industrial Engineering, Computer Science, Information Technology, Operational Research or any related field. Experience 7 years up strong in Process Improvement and Project Management Experience in Digital Platform, Retail, Energy industry are preferred Thought leadership, experience and track record in executing business transformations, process re-engineering and change management within large enterprises Demonstrated “Can-do” attitude and eagerness to learn Strong analytical, innovative and logical thinking, problem solving, and problem identification skills Good leadership skill, relationship building, interpersonal, communications, and persuasive skills Excellent verbal and written communication skills in English and Thai"
Network and System Engineer - WFH  *please see more detail in email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,Engineering - Software,Full time,45000,54999,"Job Descriptions: Follow Global IT Policy to order to implement local practice Ensure regional computer networks, system and practices with Sarbanes Oxley (SOX) compliance and satisfying internal and external audits Maintain secure, stable and robust data center and network services Maintain user support and IT services Change management Vendor management Other tasks as assigned Requirement : Bachelors in Computer Science, Computer Engineering, or related fields. Minimum 3 years’ solid experience in Network & System Engineer or related fields Must have experience in maintaining computer systems and implementing IT police Good written and spoken English *Report to regional Hands on experience with Cisco Firewalls, VPN Concentrators, CME, WAAS, router, switch and Fort iGATE firewall will be advantage Hands on experience in supporting Microsoft Windows servers and Office applications Hands on experience in Windows AD Group Policy, McAfee Antivirus and End Points Hands on experience in VMWare and datacenter supports Experience in Change Management is a Must Experience in Vendor Management is a Must *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางาน เพอร์ซอลเคลลี่ เอชอาร์ เซอร์วิสเซส (ประเทศไทย) จำกัด Or Mynt : 0646284222"
Manager: Digital Service Management,"Thaioil Energy Services Co., Ltd.",Chon Buri,Help Desk & IT Support,Full time,,,"Location : Sriracha, Chonburi Responsibilities : Team Leadership and Management: Lead and develop the customer service team, set and monitor performance goals, foster a collaborative work environment. Incident and Change Management: Resolve IT incidents and manage changes efficiently. Service Level Management: Define and uphold SLAs ensuring service quality meets expectations. Endpoint Solutions and Support: Manage endpoint solutions and provide user support. Conference and Broadcast Room: Oversee room scheduling and tech maintenance. Customer Service Excellence: Continuously improve service experience and gather stakeholder feedback for enhancements. Incident Escalation: Handle high-priority incidents until resolution. Budget and Resource Management: Manage budgets and optimize resource allocation. Qualifications : Bachelor's degree in a relevant field; a master's degree is a plus. Proven experience in a managerial role within the digital or IT service industry. Strong technical knowledge in IT incident and problem management, change management, endpoint solutions, and conference room technology. Exceptional leadership, communication, and interpersonal skills. Ability to work under pressure, prioritize tasks, and make sound decisions. Experience with service level management and customer satisfaction initiatives. Familiarity with ITIL or similar service management frameworks is advantageous. Welfare : Medical Insurance Accidental Insurance Long Service Emblem Co-operative Club & Activities All Positions Required Good command of English and computer literacy Interested candidates should submit the application with recent photo, resume, academic transcript, ID card, English proficiency test result (TOEIC) and any other supporting documents on www.thaioilgroup.com Contact : Recruitment Team Thaioil Energy Services Company Limited 163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230 Tel: 038-359-040, 038 -408500 Ext. 19821-19827 Fax: 038-359-018 Ext. 6279 Website: www.thaioilgroup.com"
Consumer Insight Analyst (Social Media Data),"Wisesight (Thailand) Co., Ltd.","Chatuchak, Bangkok",Business/Systems Analysts,Full time,20000,29999,"The ultimate goal in data research is to find consumer insights from social media data to best serve the objective(s) of clients in terms of business such as supporting the decision making process or measuring the performance of their business to a more precise level. Responsibility Handle Social Media Data Learn and understand the objectives of each business or industry assigned and set up the tools or crawlers in ways that can best collect data to directly serve the needs of clients from different industries Gather and clean the unrelated data from the data collected Code, categorize, and label the data from the voices of customers on social media Display Social Media Data and Insights Understand the basic of a business process and how a business and/or its stakeholders can leverage from having data to insightfully analyze the processed data and deliver that insights to clients Incorporate data to create a report with the analysis using Powerpoint or PowerBI Present reports to clients and handle inquiries in a professional manner Use social media data to create and deliver quality reports to support clients’ business decision making and measure the business performance Qualifications Holds a bachelor degree or above in Economics, Statistics, Marketing, Business Management, or related field Enjoys working with data! as you would be spending 80% of your time dealing with it Has creativity and able to make sense out of the social data to turn it into insights best serves the client’s business objectives Comfortable using MS Excel with knowledge of fundamental functions, and able to handle a large amount of data Good at using MS PowerPoint and can create a professional report to present to clients Understand Research Methods Knowledge Base such as descriptive analysis Good analytical and logical thinking skills and experienced in working with data analyzation Experienced in data visualization tools (e.g. Power BI, or Tableau) Preferred Qualification Familiar with social media measurement, knows the matter values such as Engagement Rate, Interaction Rate Has some understanding or experiences in working with social media or marketing strategies"
Project Manager/ Installation/ผู้จัดการโครงการ/งานโครงการติดตั้ง,"Multi Innovation Engineering Co., Ltd.","Thawi Watthana, Bangkok",Sales - Pre & Post,Full time,30000,54999,"Systematic Indicator Business [link removed]  [link removed] Telecommunication [link removed] System and Network [link removed] Responsibilities: Determine steps necessary to meet project deadlines. Respond with urgency and flexibility to meet frequently changing project schedules; Establish and maintain effective sales relationships with major accounts/customers; Communicate with mills and other distributors to determine the availability of products; Lead meetings with sales and management with prepared reports to communicate monthly performance updates; Maintain required documentation in job folders and on the computer system to support the projects. Assemble all information relating to the projects; Maintain and develop a productive team by hiring, training, providing professional development, and daily performance management for all installers; Daily truck routing with internal software to ensure timely delivery and installation; Monitor the progress of installs with meticulous attention to detail; Communicate logistics of job sites for receiving deliveries in the most expeditious and cost-effective manner; Collaborate with STM to ensure SOP is used for ticket writing; Assist when needed to complete installation jobs; Perform consistent, timely follow-up with suppliers, tracing as many as thirty separate shipments of items depending on the complexity of the job; Communicate job schedules to coordinate with the client, the general contractor, and/or Field Supervisor; Always professionally represent the company ensuring quality customer service; Manage email inbox for incoming deliveries and local vendor pickups. Requirements: Exceptional written and verbal communication skills and Bachelor’s degree in Engineering disciplines, System Integration is a plus. Maintain a professional demeanor with customers at all times; Must have strong mathematical skills for product calculations, which are critical to the project; Must be able to interpret/understand blueprints; Knowledge of installation procedures; Knowledge of flooring products; High school diploma or equivalent, or relevant experience."
RPA Developer,"transcosmos (Thailand) Co., Ltd. (Head Office)","Din Daeng, Bangkok",Engineering - Software,Full time,,,"Job Descriptions Design and develop RPA solutions using industry-standard tools and technologies, considering the specific needs of BPO processes. Collaborating with other teams to ensure successful deployments and effective utilization of RPA tools. Build, test, and deploy RPA bots to automate manual and repetitive tasks, ensuring high accuracy and reliability. Optimize bot performance to improve process efficiency within the BPO context. Implement security and compliance measures to protect sensitive data processed by RPA solutions in alignment with industry standards Create comprehensive documentation for RPA solutions, including process designs, technical specifications, and testing documentation. Provide regular reports on the effectiveness and impact of RPA implementations within the BPO operations. Work closely with the Data Analysis to ensure seamless integration of RPA solutions with data collection and analytics tools, facilitating data-driven decision-making Qualifications 1-2 years of experience as an RPA Developer or similar role where you utilized your expertise in RPA tools extensively. Experience in designing and developing RPA solutions using leading RPA platforms (e.g., UiPath, Automation Anywhere) Strong programming skills and familiarity with scripting languages Knowledge of process automation and the ability to analyze and optimize workflows. Proficiency in process mapping and the ability to document existing processes and design efficient automation workflows. Excellent problem-solving and analytical skills Collaborative mindset and the ability to work effectively in cross-functional teams. Familiarity with data analytics and an understanding of how RPA can support data-driven processes is a plus. Strong communication skills and the ability to explain technical concepts to non-technical stakeholders. Ability to multitask in a fast-paced environment and prioritize the most critical tasks and projects. Proficiency to communicate in English. Working conditions Mon – Fri 8.45 – 17.45 Pakin office https://bit.ly/3RSrYwz"
Business Continuity Lead,"SCB DataX Co., Ltd.","Chatuchak, Bangkok",Security,Full time,,,"Our Company Do you want to be part of Thailand banking transformation? Data is the core of the new financial services era, and we are open for the opportunity to be part to drive this change at the core. SCB DATAx is a new venture of the Siam Commercial Bank (SCB) holdings, a leading financial services and digital services holdings in Thailand and ASEAN. As part of the transformation of SCB into a group of product and technology companies, under the SCBx brand, SCB DATAx is the technology company to centralize data and provides AI and data science services and products to the group. With a leading-edge cloud native data & AI platform, our vision is to support the group to providing everyone in our region with the opportunity to prosper. We work on forward-thinking challenges of centralizing, analyzing and sharing information. We collaborate with companies and experts in many different domains, embrace diversity and all that while having a good laugh and joy in work. About Team and Role As a dynamic and innovative AI/ML startup operating in the fintech industry, we are seeking a motivated and skilled Business Continuity Senior or Lead to join our Risk Management team. This role offers an exciting opportunity to be of a fast paced and agile environment and contribute to the continuous improvement of our risk management processes. At DataX, we understand the importance of maintaining uninterrupted business operations in the face of various disruptions, including natural disasters, cyberattacks, and unforeseen incidents. In this role, you will play a critical role in developing and implementing strategies to ensure the continuity of our critical functions, safeguarding our organization from potential risks. Responsibilities Develop, implement and maintain comprehensive business continuity plans, ensuring critical functions can continue during and after disruptions. Conduct business impact assessments (BIA) to identify potential risks, prioritize critical processes, and develop appropriate recovery strategies. Perform risk assessments to identify vulnerabilities, evaluate potential impacts, and recommend risk mitigation measures. Coordinate the development of IT Disaster Recovery plans and ensure their effectiveness through regular testing and updates. Collaborate with cross-functional teams to define roles and responsibilities during a recovery effort and establish communication protocols. Provide regular updates and reports to management, group leadership, and regulators as required, highlighting the status of business continuity efforts. Foster a culture of awareness and preparedness throughout the organization by conducting training sessions and promoting best practices. Develop, mentor, and lead a small team to ensure effective execution of business continuity plans and activities. Stay informed about industry trends, emerging risks, and regulatory requirements related to business continuity, integrating them into the organization's strategies and plans Qualifications Bachelor's degree in a relevant field (e.g., Business Administration, Risk Management, Technology) or equivalent practical experience. Proven experience in developing and implementing business continuity plans within a complex and regulated environment. Strong expertise in conducting business impact assessments (BIA) and risk assessments. Demonstrated ability to coordinate IT Disaster Recovery plans and conduct regular tests to validate their effectiveness. Excellent communication and stakeholder management skills with the ability to effectively report to management, internal groups, and regulators. Experience in leading and mentoring a team, fostering a collaborative and high-performing environment. Knowledge of industry best practices, standards, and regulations related to business continuity (e.g., ISO 22301, NIST SP 800-34). Strong analytical and problem-solving skills, with the ability to think strategically and provide innovative solutions. Ability to handle stressful situations effectively and work under tight deadlines. Professional certifications in business continuity management (e.g., CBCI, MBCI) are highly desirable"
Sr. Programmer (ERP)/หัวหน้างานด้านการทำงานระบบ ERP,Proterial (Thailand) Ltd.,Chon Buri,Engineering - Software,Full time,30000,44999,"Responsibilities Optimize operational processes across various ERP modules, particularly focusing on Financial Statements, General Ledger, Accounts Payable, Accounts Receivable, Costing, and Fixed Assets. Identify and resolve functional issues within the ERP system, offering solutions to improve efficiency. Analyze current operational procedures to suggest enhancements in ERP performance. Assist in the process of integrating financial reporting within the ERP system. Collaborate in the formulation of action plans influenced by analytical findings and operational insights. Support the Financial & Accounting Team in customizing reports and providing operational assistance. Address and resolve ERP-related challenges promptly. Assist in preparing and presenting operational and analytical reports to the management team. Help in customizing and creating new financial reports as per team requirements. -Perform additional tasks as assigned by Chief Staff, Manager, or General Manager. Qualification Bachelor’ degree Major Information Technology (IT) or Computer Engineering, Computer science or other related fields 3-7 years of experience, preferably in a manufacturing environment. Skills in identifying and addressing operational issues in work processes Knowledge of information security management principles. Practical experience in a manufacturing context."
Technical Service Engineer,"FBH Technology (Thailand) Co., Ltd.","Chatuchak, Bangkok",Telecommunications,Full time,,,"Responsibilities Responsible for commissioning, acceptance, maintenance, inspection, technical issue support, and troubleshooting of FTTx equipment (OLT and ONU, etc.). Responsible for engineering data collection and archiving. Responsible for providing technical training and support to customers, agents, subcontractors, and agents management. Collaborate with international engineering representatives of related equipment and network. Collect and provide feedback on equipment and network application information, as well as suggestions for product improvement. Collaborate with sales/marketing colleagues to maintain and manage customer relationship satisfaction. Perform other responsibilities/tasks as assigned. Qualifications: Major in Telecom, Electrical Engineering, or a related subject. Other majors with similar relevant working experience are also acceptable. 1 year or more of experience in commissioning, acceptance, maintenance, inspection, technical issue support, and troubleshooting of FTTx equipment. New graduates are also welcome. Fluent in English; proficiency in Chinese is a plus. (HSK5 or an equivalent level is also acceptable.) Strong sense of responsibility and a good team spirit."
"System Engineer UNIX, Linux and Windows Administrator","PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Pathum Wan, Bangkok",Engineering - Software,Full time,55000,69999,"To be responsible of co-fronting clients for System integration services (including service proposal, implementation, maintenance, etc.) Details - Propose and design, test, implement the IT Infrastructure System (Mail system, Directory service, and Endpoint security) - Design the integrated IT Infrastructure System with Microsoft Active Directory according to the client’s requirements - Implement and manage the network infrastructure that supports clients' connectivity requirements - Project management based on the given timeframe and the budget (project team can be executed internal team and external (partner) team) - Design projects with the compatible and feasible delivery of the services - Manage (or deploy by him/herself) implementation of the solutions for cloud environment - Migrate existing systems (on-premise) to the new solution - Monitor and maintain high availability applications, systems, and associated infrastructures - Provide advanced network troubleshooting and support to resolve complex issues escalated from engineers or clients. - Create, update, revise any documents (ie. Network diagrams, risk&issue logs, communication plans, handover documents) to ensure the information are kept for the team, as well as kept in the on-line system - Ensure the allocation of the internal & external resources depending on the technical situation and issues - Improve and upgrade the current systems and solutions Requirement At least 4 to 5 years experience in UNIX, Linux and Windows Administrator - In-Dept knowledge of Enterprise IT Infrastructure System (Mail system, Directory service, and Endpoint security) - Setup and maintain documentation, and standards - Having experience in mail system with Microsoft Active Directory - familiar with Microsoft AzureAD and M365 services - Must be a service mind, staff and customer orientated team player Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th [link removed] for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know."
Assistant Business Development Manager - Sales,"Globe Syndicate (Thailand) Co., Ltd.","Suan Luang, Bangkok",Business/Systems Analysts,Full time,,,"Position Assistant Business Development Manager - Sales Location Phatthanakan Rd., Suanluang, Bangkok Working Hours Monday - Friday, 09:00 - 18:00 ___________________________________________________ Responsibilities: Taking care of the business development plans for sales and marketing. Researching and analyzing the company’s competition and expanding to potential markets. Discussing new projects with top management and achieving the target goals. Planning strategies to find new prospects and maintain current customers. Listening to, and developing sales requirements. Identifying and developing new business opportunities that are in line with corporate objectives and command goals. Summarizing and interpreting results for top management Job Qualification: Bachelor’s Degree or higher in Marketing or a related field. Experience in Sales, Business Development, or Marketing at management level. Strong in analysis programs. (Intermediate Microsoft skills) Good English communication skills. Willingness to learn and take risks to deliver exceptional results. Able to work under pressure and handle performance targets. Pro-active, Eager to learn, Well-organized person, Self-motivated, Sales-Oriented, and able to multi-task to complete projects on time and to the satisfaction of both clients and candidates. Excellent interpersonal skills, Good Personality, Willing mindset, Professional working with a Good attitude. Benefits: Social Security Insurance Welfare Loans Annual Bonus Annual Salary Increase Company trip."
IT Security Specialist,"Asset Net Co., Ltd.","Huai Khwang, Bangkok",Security,Full time,,,"Job Summary: We are seeking an experienced IT Security Specialist to join our fintech team. The IT Security Specialist will play a crucial role in safeguarding our systems, data, and operations from cyber threats and ensuring compliance with industry regulations. If you are a dedicated professional with a strong background in IT security and a passion for fintech, we want to hear from you. Key Responsibilities: Security Policy Development: Develop and implement IT security policies, standards, and procedures to ensure the confidentiality, integrity, and availability of data. Risk Assessment: Conduct regular risk assessments and security audits to identify vulnerabilities and provide recommendations for improvement. Incident Response: Manage and respond to security incidents and breaches, including incident detection, analysis, and resolution. Access Control: Implement and manage access control measures, including user access, authentication, authorization, and encryption. Network Security: Configure and monitor network security measures, such as firewalls, intrusion detection systems, and VPNs. Compliance: Ensure compliance with industry-specific regulations and standards, and other relevant financial regulations. Security Training: Provide security awareness training to employees and promote a security-conscious culture within the organization. Security Tools: Select, deploy, and manage security tools and technologies to protect the organization's IT infrastructure. Security Monitoring: Monitor and analyze security logs and events to identify and respond to security threats. Vulnerability Management: Identify and remediate vulnerabilities in systems, applications, and infrastructure. Security Documentation: Maintain up-to-date documentation of security policies, procedures, and incident reports. Qualifications: Bachelor's degree in Information Security, Computer Science, or a related field (Master's degree preferred). Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), or similar certifications preferred. Proven experience in IT security, especially in a fintech or financial services environment. Strong understanding of financial industry regulations and compliance requirements. Experience with security tools and technologies, including firewalls, intrusion detection systems, and antivirus software. Knowledge of encryption, PKI, and secure data transmission protocols. Excellent problem-solving and analytical skills. Strong communication and interpersonal skills. Ability to work independently and as part of a team. Detail-oriented and highly organized."
SALES EXCUTIVE/เจ้าหน้าที่ฝ่ายขาย,"V.L.K. TECHNO TRADE CO., LTD.","Lam Luk Ka, Pathum Thani",Sales - Pre & Post,Full time,25000,29999,"Job Description Initiate and establish new customers and maintain relationships with existing customers. Work closely with customers to present a technical perspective on the company’s sales offering and get new customer. Coordinate sales effort with team members and other departments. Achieve sales targets of company products & services within assigned industry/ account and outcomes within schedule Manage sales target and reporting sales information, resolving problems. Identify and analyze market, handle sales and marketing activity to meet customer inquiries. Report back on sales progress, feedback and attainment of goals. Strive to gain competitive and keep up with industry developments. Qualification Details Bachelor’s Degree in any fields 1-3 years experience of Sales. Good command of spoken and written English. Good communication skills. Driver's license with own car Workplace Area : Lam Luk Ka District, Pathumthani Working Hour : 8:30 – 17:30 (Monday - Friday) Salary : 25,000 – 30,000 THB Allowance : Car Maintenance : 5,000 THB / Month Gasoline & Expressway : Actual follow as receipt Commission , Social Security , Insurance, Provident Fund Bonus warranty : 1 month Salary increased : 1 time / Year (Apr of every year)"
Sales (steel),JAC Recruitment Thailand,"Bang Rak, Bangkok",Sales - Pre & Post,Full time,,,"Business type: Trading Position: Sales (Steel) Salary: up to 35,000 THB Location: BTS Saladaeng / MRT Silom Employment Term: Permanence Job Description: Maintain relationships with existing clients and find new potential target markets. Handle products relate to welding consumable, long product, coil & sheet, and any steel product. Contact customers in Automotive, construction, dealer, and other. Sales report. Any tasks assigned by manager. Qualifications: Bachelor’s degree in engineering or in related field. Good command in English. Have a driver’s license and own car to commute to work. Steel industry experience will be an advantage. Interested candidate, please send your resume in English (Word format only) along with your recent photo and expected salary to us by APPLY JAC Personnel Recruitment Ltd 10F Emporium Tower  622 Sukhumvit Soi 24 Klongton, Klongtoey, Bangkok 10110 Contact : K. Natcha Office Number: 02-261-1270 Time: 9.00 am - 6.00 pm Website : https://www.jac-recruitment.co.th [link removed]"
