Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Sales Executive,"SUPERNAP (THAILAND) CO., LTD.","Pathum Wan, Bangkok",New Business Development,Full time,,,"General Purpose of the Position: This position is responsible for closing new business with new and existing clients. This position will also be responsible for maintaining and improving client relationships through regular communication based on SUPERNAP initiatives. This position will report to the Commercial Director. Essential Duties and Responsibilities: Performs effective and accurate data center tours that educate clients, channel partners, and carriers about the unique and industry-leading capabilities of the facilities with the goal of closing new business. Manages the complexities of enterprise solution sales with clients. This process includes RFIs, RFPs, marketing information, relationship building, and customer/prospect communications. Identifies new opportunities for additional product sales and expansion opportunities. Provides daily, weekly, and monthly reporting of pipeline and forecast using Salesforce. Manages the end-to-end sales process and provides status to SUPERNAP (Thailand) leadership. Establishes and continues productive and professional relationships with key personnel in each client’s company. Communicates effectively with clients on new products and service offerings. Keeps abreast of competition, competitive issues and products. Attends and participates in sales meetings, tours, and trade shows. Prepares written and visual presentations, reports, and price quotations. Conducts contract negotiations with a focus on new revenue generation. Conducts contract negotiations with a focus on new revenue generation. Interacts with clients in a manner that reflects the positive, professional image of SUPERNAP (Thailand) Essential Duties and Responsibilities Demonstrates strong business acumen. Excellent written and verbal presentation skills. Strong verbal communication skills in English is a must. Work independently without having to be micro-managed. Ability to multi-task and prioritize effectively and efficiently. Represent the company professionally, both internally and externally, including furthering the company image with the shareholders, employees and the community. Effective organizational skills and ability to respond to requests effectively and efficiently. Required to intermittently work weekends and /or off-hours to to support tour schedules. 3 - 5 years for Sales experience for the strategic account management. Knowledgeable Data center business is preferred. Having Cloud, SD-WAN, and Connectivity service offerings is advantages. Demonstrate a consistently attitude and optimistic outlook. Computer Equipment and Software: Intermediate skills in Microsoft Office; Excel, PowerPoint, Word, and Outlook Advanced skills and knowledge of the Internet Intermediate skills in Sales Force Education and Experience: Bachelor's degree in Business or another related field. 3-5 years relevant sales experience in a large IT company"
Sales Manager(Training center)/ผู้จัดการฝ่ายขาย(สถาบันฝึกอบรม),"Mind Edge Innovation Co., Ltd.","Ratchathewi, Bangkok",New Business Development,Full time,45000,54999,"- ดูแลภาพรวมยอดขายให้เป็นไปตามเป้าหมาย และให้บริการลูกค้าให้ได้มาตราฐาน - รักษาความสัมพันธ์ลูกค้าและขยายธุรกิจไปยังองค์กรต่าง ๆ - ให้คำปรึกษาลูกค้าด้านการเรียน การอบรม เพื่อประสิทธิภาพทางการเรียนรู้ - กำหนดเป้าหมาย และให้คำปรึกษาแก่น้องในทีม - เตรียมข้อมูลในการนำเสนอลูกค้า Proposal, วางแผนการทำงานของทีม, สรุปรายงานการทำงาน คุณสมบัติ - ปริญญาตรีขึ้นไปไม่จำกัดสาขา - ประสบการณ์ด้านการบริหารทีมขาย ถ้าเป็นทางด้านการศึกษาจะพิจารณาเป็นพิเศษ - มีทักษะด้านธุรกิจ และการวิเคราะห์ข้อมูล - มีทักษะด้านการคอมพิวเตอร์ MS Office (Word, PowerPoint, Excel) - สื่อสารดี และมีทัศนคติที่ดี - มีรถยนต์ส่วนตัว เวลาปฏิบัติงาน : วันจันทร์ - ศุกร์ เวลา 9.00 – 18.00 น. สถานปฏิบัติงาน : ยืดหยุ่นได้ตามความเหมาะสม 1. สถาบันฝึกอบรม SLDC อนุเสาวรีย์ชัยสมรภูมิ (ซอยราชวิถี12 ) 2. สำนักงานที่ ประเสริฐมนูญกิจ-เกษตรนวมินทร์ (ใกล้ร้านอาหาร Chocolate Ville)"
Sales Engineer (Supervisor) - Bowin Chonburi / PIDSTH,"Panasonic Solutions (Thailand) Co., Ltd.",Eastern > Others,New Business Development,Full time,,,"Position: Sales Engineer (Welding Robot) Level: Supervisor Work Location: Bowin, Chonburi Province Competitive Salary & Performance Bonus Qualification: Bachelor's Degree of Mechanical Engineering, Electrical or any related field. At lease 2-5 years working experience of Sales for Industrial products, Spare part , Machinery, Sales Manufacturing is advantage. Knowledge of FA, PLC, Censor, Relay, CAD, Drawing 3D. Experience of System Automation (FA), IOT Sales and B2B Business would be advantage. Programming Language (C, or Python is advantage) Be able to work at Bowin office, Chonburi Province. Have own car and driving license. Job description: To achieve business plan by develop sales and maximize all resources both BKK & bowin branch office (Rayong / Chonburi). Achieve sales result by maintain current as well as increase market share by develop new customer. Operation control of Bowin sales result, staff management and inventory control. Research market demand & execute sales promotion activities. Support to distributors to expand their business. Window of customer not only sales but also service jobs. Cooperate with service engineer to maximize sales and customer satisfaction. Issue Quotation by Excel. Products: Welding Robot Machine. Benefits: Variable Bonus 2 times / year Medical Group Insurance Provident Fund Annual Leave In-house Training"
Student Internship (Recruiter),"BigFish Hunter Co., Ltd.","Huai Khwang, Bangkok",New Business Development,Part time,,,"Location: The 9th Tower, Rama 9 Period : 3- 6 Months Conditions: Hybrid Work Job Highlights Source & review resumes, Conduct interviews Japanese, Chinese, English, Creative, Analytical Excellent communication & organization skills Job Description INTERN POSITION BIGFISH HUNTER THAILAND Intern Recruitment Specialist: Intern Sales Administrator Intern Marketing Administrator Chinese Language Support Intern Intern Recruitment Specialist: Candidate Sourcing: Set a target number of qualified candidates the intern should source and submit to the recruitment team each week/month. Interview Conversion Rate: Measure the percentage of candidates sourced by the intern who pass the initial screening and are invited for interviews. Time-to-Fill: Track the average time it takes for a job position to be filled from the moment it is posted, with the intern's assistance. Candidate Feedback: Gather feedback from candidates on their recruitment experience and satisfaction with the process. Intern Sales Administrator: Sales Support Efficiency: Measure the time taken by the intern to complete sales administrative tasks, such as order processing or data entry. Lead Generation: Set a target number of leads the intern should generate for the sales team per week/month. Sales Conversion Rate: Measure the percentage of leads generated by the intern that convert into actual sales. Customer Feedback: Collect feedback from customers on their experience with the sales process and support. Intern Marketing Administrator: Marketing Project Completion: Set specific marketing projects for the intern to complete and measure their successful execution. Social Media Engagement: Track the growth in social media engagement metrics (likes, shares, comments) for the company's platforms. Content Creation: Measure the intern's contribution to content creation, such as blog posts, social media posts, or email campaigns. Marketing Campaign Performance: Analyze the performance of marketing campaigns, such as click-through rates or conversion rates. Chinese Language Support Intern: Language Assistance: Evaluate the intern's effectiveness in providing language support for internal communications and documentation. Translation Accuracy: Assess the accuracy of translations for company materials and communications. Cross-Cultural Communication: Measure the intern's ability to facilitate smooth communication between teams with language differences. Language Proficiency Improvement: Monitor the intern's language proficiency progress through assessments or evaluations."
Head of Sales & Solution Management,"ALL NOW LOGISTICS CO., LTD.","Phra Khanong, Bangkok",Management,Full time,,,"JOB DESCRIPTION Display strong leadership to lead Retail Sales Team in order to achieve the sales target. Stay committed and provide guidance to the team, leading them in adapting to any changes in the business environment. Conduct sales planning in line with a challenge sales target. Looking for new customers and handle team to drive revenue from 3rd Parties revenue for Last-mile, Mid-Mile, Cross-dock, and Warehouse. Manage sales pipeline, set priority, and ensure conversion rate to deliver a healthy sales pipeline. Develop negotiating strategies and position and lead negotiation with key accounts. Responsible for managing customer's complaints, ensuring and fulfilling customer requirements to increase contract renewal rate through collaboration with operation. Provide competitive transport solutions and pricing to acquire new business including a proposal for pricing, operation processes. Implement a long-term operation strategy to gain revenue in existing customer Responsible for all activities of transportation Bidding Projects. JOB SPECIFICATION Bachelor or Master’s degree in Logistics and Supply Chain, Economics, Business Administration, or related field. Minimum 10 years of experience in Key Account Management / Business development, preferably from Inland Logistics service provider with a background required. High Experience in influencing and engaging senior management in own and customer organizations Experience with leading Sales Professionals based on facts & data Positive thinking and solution focus. Strong leadership - Encourage & drive the team to achieve the task together. Strong commitment and ownership to delivering sales and profit target. Good communication skills in both Thai and English for business conduct level. Experience in project management will be advantaged. Have a driving license and own a car ."
Sales Coordinator (Contract 1 Year) (Working Hybridge),G-Able Company Limited,"Yan Nawa, Bangkok",Account & Relationship Management,Contract/Temp,,,"Key Responsibilities: Receive and process sales orders accurately and in a timely manner. Act as a liaison between the sales team, customers, and internal departments. Communicate with clients to gather information, provide updates, and address inquiries. Assist in preparing sales materials, presentations, and proposals Maintain and update customer databases and sales records. Generate and analyze sales reports to provide insights to the sales team. Ensure data accuracy and integrity in sales-related systems. Provide administrative support to the sales team, including scheduling meetings, preparing documents, and handling correspondence Support the sales team in preparing quotes, proposals, and contracts. Qualifications: Bachelor's degree in Business Administration, Marketing, or a related field. Proven experience in a sales coordination or administrative role. Strong organizational and multitasking skills. Excellent communication and interpersonal skills. Proficient in Microsoft Office Suite and CRM software. Detail-oriented with a focus on accuracy."
Sales Executive / Chonburi / salary up to 35K,"PASONA RECRUITMENT (THAILAND) CO., LTD.",Chon Buri,Management,Full time,,,"Location : Donhualor, AmphurMuang, Chonburi working hours : Monday - Friday 8.00 - 17.00 (Work Saturdays : 14 days / year) Salary : 20 - 35K Job Description : - Finding and developing business with new Thai local customers. - Visiting customer - Issue quotation as requested by customer Sales area: Chonburi, Bangkok, Ayutthaya, Chachoengsao, Nonthaburi, Pathum Thani, Rayong, Samutprakarn, Prachinburi Qualification : - Bachelor's degree in any field. - Lower-intermediate level of English (Exchange emails in English with client) - 2 years of Sales experience (in manufacturing field is preferred) - Sales experience in similar industry is an advantage - Good in MS office * Industry and product knowledge will be taught. * Having own car/driver's license is NOT required. Benefit : - Social insurance - Health/Life/Accident/IPD Medical Insurance - Provident fund - Commuting allowance *No allowance given if commute with company bus. - Bonus: depending on the company performance - Attendance Allowance - Lunch provided (at company canteen) - Commuting van - Living cost support - Dental fees - Birthday gift - Medial check up - Medical allowance - Language allowance (TOEIC, JLPT) - Uniform provided - Company trip (once a year) - Business trip allowance"
Sales Manager - Modern Trade/ Traditional Trade/สถานที่่ทำงาน ซอยจตุรมิตร...,"Mahakit Rubber Co., Ltd.","Bang Phli, Samut Prakan",New Business Development,Full time,,,"Modern Trade รายละเอียดงาน • วางแผนผลักดันยอดขายในกลุ่ม Modern Trade ให้เป็นไปตามเป้าหมายที่กำหนด • วิเคราะห์ลูกค้าและเจรจาต่อรองเรื่องค่าใช้จ่ายเพื่อให้บริษัทฯได้รับผลประโยชน์มากที่สุด • วิเคราะห์คู่แข่งช่องทางการขายเพื่อให้สู้กับคู่แข่งได้และติดตามความเคลื่อนไหวของของสินค้าคู่แข่ง • วางแผนการหาลูกค้าใหม่เพิ่มช่องทางการขายใหม่ๆและรักษาฐานลูกค้าปัจจุบัน • การวางแผนกิจกรรมและโปรโมชั่นให้กับลูกค้า • ทำสรุปรายงานในแต่ละเดือนเรื่องอุปสรรค์จุดเด่นจุดด้อยของสินค้าหรือบริการ • ประสานงานกับทุกฝ่ายได้อย่างรวดเร็วหากเกิดปัญหาและสามารถแก้ปัญหาเฉพาะหน้าได้ดี • บริหารทีมขายให้ขายได้ตามเป้าหมายที่กำหนดไว้ • ประชุมปรับทัศนะคติกับทีมขายให้เข้าใจและมีเป้าหมายแบบเดียวกันภายใต้นโยบายบริษัทฯ Traditional Trade รายละเอียดงาน • วางแผนผลักดันยอดขายในกลุ่ม Traditional Trade ให้เป็นไปตามเป้าหมายที่กำหนด • วิเคราะห์ลูกค้าและเจรจาต่อรองเรื่องค่าใช้จ่ายเพื่อให้บริษัทฯได้รับผลประโยชน์มากที่สุดวิเคราะห์คู่แข่งช่องทางการขายเพื่อให้สู้กับคู่แข่งได้และติดตามความเคลื่อนไหวของของสินค้าคู่แข่ง • วางแผนการหาลูกค้าใหม่เพิ่มช่องทางการขายใหม่ๆและรักษาฐานลูกค้าปัจจุบัน • การวางแผนกิจกรรมและโปรโมชั่นให้กับลูกค้า • ทำสรุปรายงานในแต่ละเดือนเรื่องอุปสรรค์จุดเด่นจุดด้อยของสินค้าหรือบริการ • ประสานงานกับทุกฝ่ายได้อย่างรวดเร็วหากเกิดปัญหาและสามารถแก้ปัญหาเฉพาะหน้าได้ดีบริหารทีมขายให้ขายได้ตามเป้าหมายที่กำหนดไว้ • ประชุมปรับทัศนะคติกับทีมขายให้เข้าใจและมีเป้าหมายแบบเดียวกันภายใต้นโยบายบริษัทฯ คุณสมบัติผู้สมัคร 1. ไม่จำกัดเพศ 2. การศึกษาระดับปริญญาตรีหรือสูงกว่า ในสาขาการตลาด, บริหารธุรกิจ หรือที่เกี่ยวข้อง 3. มีประสบการณ์ทางสายงานขาย Modern Trade /Traditional Trade 3-5 ปีขึ้นไป 4. ประสบการณ์ด้านการตลาดและการขายสินค้า FMCG 5. มี passion ด้านงานขายและงานบริการ 6. มีความสามารถในการวางแผน, ตัดสินใจ, ประสานงานกับฝ่ายอื่น ๆได้เป็นอย่างดี 7. ยืดหยุ่นเวลาการทำงานได้ 8. มีภาวะผู้นำ สามารถทำงานภายใต้แรงกดดันได้เป็นอย่างดี"
Sales Coordinator,"ITOPPLUS Co., Ltd.","Din Daeng, Bangkok",New Business Development,Full time,,,"Key Responsibility Responsible for finding potential leads to support the sales team according to the specified KPI Work under the company policy by taking into account the highest efficiency in work Communicate with customer lists that will provide basic information about online marketing planning, both in terms of Google marketing and website preparation services. Follow the list of interested customers to register and record information about the business in Google Forms for the sales team. Support the sales process via telephone, line and email to customers or make a customer appointment to hold a meeting in the closing process Coordinate with the sales team and related departments to achieve the common goals of the company Prepare daily performance reports and increase the efficiency of work continuously Perform other duties as additional assignments Qualifications Bachelor degree in any field Computer literacy (MS Word, Excel, Powerpoint) At least 1 year of working experience. Having experience in sales coordinator will be an advantage. Have ability to learn and continuous develop themselves Able to work under pressure"
Key Account Manager (Mobile Phone)- B2B/System Integrator (SI),"Thai Samsung Electronics Co., Ltd.","Yan Nawa, Bangkok",New Business Development,Full time,,,"Internal Job Title : Assistant Manager - B2B Key Account Management Account: B2B accounts (such as Retail, Energy, Insurance, Manufacturing, Enterprise etc.) Product : Mobile Phone / Tablet Location : Empire Tower, Sathorn, Bangkok Job Summary: Manage and ensure satisfaction with ethic and discipline in the assigned territories or customers and/or business partners Manage and maximize business opportunities to achieve assigned business target Cooperate with internal team to ensure smooth business operation support such as approval workflow, Supply Chain Management (SCM), Purchase Order (PO) and billing. Responsibilities: Experienced with managing broad customer segments (Government, Education and State Enterprise) and solution selling ability Identify specific prospects/partners to approach while communicating the specific value proposition for their business and use case. Responsible for business growth, filter and qualify leads and speedily build a pipeline of opportunities and will thoroughly research & become knowledgeable about prospect industries and clients Lead the project sales approach to vertical partners and targeted clients and deliver against sales target Maximize growth opportunity from existing partners ensuring plans and activities are in place to meet projections and create contingency plans to address any challenges Accountability for the end to end sales and implementation process to ensure successful delivery of deals Innovative approach to business and building partnerships Performs other duties as assigned by management /direct supervisor Fill the business development pipeline by engaging with prospects, partners, and key customers. Lead and implement go-to-market propositions in a given business sector. Work with Product, Supply Demand Management, Solutions Engineering and Marketing teams to produce a focused proposition. Build and maintain relationships to influence long-term strategic direction and act as an advisor to the customer. Self-motivated with a great sense of urgency and follow-through. Qualifications: University graduate, prefer in business, economics, IT or engineering At least 5 years’ experience in selling and flexible to keep learning Good in English communication both speaking and writing Passion, good pacing and Team Player Positive attitude and good interpersonal relationship Rather be a hunter than a farmer with hunger to success Self-motivated with a great sense of urgency and follow-through"
Sale executive,"Icom Tech Co., Ltd.","Huai Khwang, Bangkok",Account & Relationship Management,Full time,,,ขณะนี้บริษัทต้องการขยายธุรกิจและสร้างทีมขาย สินค้าที่ขายคือ Vivitek โปรเจคเตอร์ และ Kaspersky แอนตี้ไวรัส หน้าที่ความรับผิดชอบ ดูแลลูกค้าเก่า และขยายฐานลูกค้าใหม่ ดูแลรับผิดชอบงานขายให้บรรลุเป้าหมาย สามารถทำงานเป็นทีมได้ดี รักงานขาย มีมนุษยสัมพันธ์ดี สามารถเจรจางานขายได้ดี ออกพบลูกค้าเพื่อกระตุ้นยอดขายและสร้างสัมพันธ์ที่ดีกับลูกค้า คุณสมบัติ วุฒิการศึกษา ปริญญาตรี ประสบการณ์ขาย 3 ปีขึ้นไป มีประสบการณ์งานขายสินค้าโปรเจคเตอร์(เครื่องฉายภาพ) จะพิจารณาเป็นพิเศษ มีประสบการณ์งานขายสินค้า Software/Antivirus จะพิจารณาเป็นพิเศษ มีรถยนต์และใบขับขี่ Full Time & Part Time สวัสดิการ ค่านายหน้าไม่จำกัด  (Unlimited Commission) ค่าน้ำมัน ค่าเบี้ยเลี้ยง-เดินทางที่พัก วันและเวลาทำงาน: หยุดเสาร์-อาทิตย์ ทำงานจันทร์-ศุกร์ 9.00-18.00 น.
Sales Representative (Distributor),"URC (Thailand) Co., Ltd.","Saphan Sung, Bangkok",Account & Relationship Management,Full time,,,"รายละเอียดงาน : ขายสินค้าของ URC ให้กับร้านค้าปลีกในพื้นที่รับผิดชอบที่ได้รับมอบหมายลงสินค้าภายในร้าน จัดการสุขอนามัยของผลิตภัณฑ์ (FIFO, Product return, Bad order) ขยายขอบเขตการจัดจำหน่าย (หาลูกค้าใหม่) อัพเดทและรายงานสถานการณ์ตลาดและคู่แข่ง คุณสมบัติ : วุฒิปริญญาตรีขึ้นไป สาขา การตลาด หรือสาขาอื่นๆ ที่เกี่ยวข้อง มีประสบการณ์ทำงานด้านงานขาย หรืองานที่เกี่ยวข้องอย่างน้อย 2 ปี มีทักษะในการบริหารความสัมพันธ์ที่ดีกับลูกค้า มีทักษะในการเจรจาต่อรองที่ดี และการปิดการขาย มีความกระตือรือร้นที่จะเรียนรู้และมีทัศนคติที่ดี"
Area Sales/(Sales Zone),"REVER AUTOMOTIVE CO., LTD.","Pathum Wan, Bangkok",Account & Relationship Management,Full time,,,"Developing Sales program that maximize sales from the assigned accounts to the target. Set standards and objectives for member of dealer. Optimize and oversee operations to ensure efficiency in internal audit for sales report Conducting market research develop and implement sales initiatives, developing and implementing sales strategies and product knowledge. Regularly review product & Service quality and train dealer with standard policy and sales policy. Appraise sales performance from dealer and provide feedback to improve sales target. Qualifications : Bachelor’s degree or master’s degree in business administration, marketing or related field. Experience Area sales in Automotive background is a plus. Min. 3 years in People Management and/or experience in managing in Dealer network. Good command in English Adaptive communication skill Ability to work under pressure and business dynamic. We can offer: A potentially rewarding career with an expanding company in a growing organization An exciting and challenging working environment with a high level of flexibility and responsibility"
Sales and Marketing Officer,Private Advertiser,Chon Buri,Management,Full time,,,"ไฮไลท์เด่นของงาน Excellent command of English or Chinese Able to work in Pattaya Marking Sales experience preferred Qualifications High school or above Excellent command of Chinese or English Simple computer operation Marking Sales experience preferred Job Responsibilities Present and sell company products and services to current and potential clients Prepare presentations, proposals and sales contracts Promote new and existing products, specifications, benefit to customer Coordinate with customers about inquiries and product specification via website or phone call. Working time and Location: Monday-Saturday 10.00 am – 7.00 pm Interview Location : Shop L10, Baywalk Residence Pattaya 555/5-6 Moo 10, Pattaya Beach Road, Nomgprue, Bang Lamung, Chonburi, 20150 Working place : Pattaya Salary Fresh graduate : Base salary 15,000 + Bonus +Allowance Experience Manager : Base salary 25,000 + Bonus +Allowance Benefit Commission Bonus Fare allowance SSO Annual holiday คุณสมบัติ มัธยมศึกษาตอนปลายขึ้นไป สามารถใช้ภาษาจีนหรืออังกฤษได้เป็นอย่างดี สามารถใช้งานคอมพิวเตอร์ได้เบื้องต้น มีประสบการณ์ด้านการขายจะพิจารณาเป็นพิเศษ ความรับผิดชอบต่อหน้าที่ นำเสนอและขายผลิตภัณฑ์และบริการของบริษัทให้กับลูกค้าปัจจุบันและลูกค้าเป้าหมาย จัดเตรียมการนำเสนอ ข้อเสนอ และสัญญาการขาย โปรโมทสินค้า บริการของบริษัทให้ลูกค้า ประสานงานกับลูกค้าเกี่ยวกับการสอบถามและรายละเอียดสินค้าผ่านทางเว็บไซต์หรือทางโทรศัพท์ สวัสดิการ ค่าคอมมิชชั่น โบนัส ค่าเดินทาง ประกันสังคม วันหยุดประจำปี"
Business Development Assistant,Artelia (Thailand) Company Limited,"Vadhana, Bangkok",New Business Development,Full time,,,"Business Development Assistant. ARTELIA ENGINEERING (THAILAND) CO., LTD. Working Hours: Mon - Fri 08.00-17.00 Head Office: Artelia at Ekkamai, Bangkok Job description: Be the internal key-contact for all administrative duties for the business development, sales & marketing departments. Update business development monitoring tools : CRM software and excel tables. (tracking incoming leads and follow up potential clients) Prepare business development reports and dashboard. Update databases and customer records. Prepare & update marketing documentation : company presentation, project references, social-media, hardcopies, advertisement. Proactively seek new business opportunities & client in the market. Proactively seek networking events, forum, and exhibition that the company could attend. Step by step, becoming experts on company service offerings. Support offer’s preparation in collaboration with the business development manager and engineering department. Performing basic customer service functions, like answering questions and orient client the business developer manager or correct company departments. Support management and/or other company departments (Finance, Engineering, HR) for specific tasks if required. Qualification: Basic education: Bachelor’s degree in marketing, Business Administration or relevant field or higher Experience: 2-3 years in Business Development, Sales Work experience as a Sales Account Executive or similar role Hands-on experience with multiple sales techniques (including cold calls) Familiarity with MS Excel (analyzing spreadsheets and charts) Fluent in English Good communication and negotiation skills Understanding of sales performance metrics Excellent communication and negotiation skills Ability to deliver engaging presentations Having personal (Would be advantage)"
Client Services/เจ้าหน้าที่ฝ่ายบริการลูกค้า,"Eridu Co., Ltd.","Phra Khanong, Bangkok",New Business Development,Full time,,,"Job Description You will work closely with clients to develop and execute innovative marketing strategies on e-commerce platforms. Duties include identifying new opportunities, building client relationships, and ensuring our campaigns meet client objectives. Responsibilities: Growing your brand portfolio by: Preparing joint business plan and driving weekly/monthly/quarterly reviews of performance against targets Advising your brands on go to market strategy for new product ranges Planning promotional campaigns and coordinating execution Managing daily engagement with your large brand accounts by: Managing price competitiveness, assortment, and stock availability Working with cross-functional teams to resolve any issues impacting brand performance on all platforms (operations, fulfillment services, marketing, finance etc.) Conducting regular analysis on sales, traffic, conversion, and customer funnel. Driving and sharing insight to guide promotional and marketing input Day to day operations on executing graphic briefs, store set ups, cutting & uploading banners, and campaign submissions to platform Discussions and execution with platform on campaigns and well as visibility management and submissions Key Experience Industry Expertise:2-5 years of professional experience in ecommerce enablers, internet startups, or renowned international brands is highly desirable. Familiarity with platforms such as Lazada, Shopee, or TikTok will be considered an asset depending on the role level. Skills and Attributes Exceptional client-facing aptitude paired with strong communication skills in both English and Thai. Outstanding interpersonal abilities, complemented by a proactive approach to problem-solving. Ability to thrive in both individual and collaborative settings, underscored by a willingness to take hands-on action. Robust negotiation and brand management skills, underpinned by a commitment to achieving growth for brand partners. Demonstrable capabilities in leading projects, devising account plans, and providing mentorship to team specialists. Strong analytical acumen with a data-driven orientation. Proficiency in Sheet is a must, along with the ability to swiftly use our software and tools."
Sales Representative,B.GRIMM Carrier (Thailand),"Bang Na, Bangkok",New Business Development,Full time,,,"Company: B.GRIMM Carrier (Thailand) Limited Location: InterLink Tower 1858/78, Bangna-Trad Rd., KM.4.5, Bangna, Bangkok 10260 Job Description: Develop and implement sales target to achieve company objectives. Monitor and follow-up for collection of payment to meet deadlines. Expand market share to cover overall potential area. Develop and maintain a good business relationship with key account companies. Actively search and develop new business opportunities. Monitor and report on competitors' activities to identify company promotion and provide proper promotions to gain sales volume. Handle customer issues with resolution. Make Dealer active by sales result. Visit Dealer and maintain update promotion. Support Dealer requirements. Qualification : Bachelor’s Degree in Marketing or related fields. At least 5 years of experience in industrial sales or customer services. Mature, self-motivated and self-confident person with good presentation skill. Positive thinking and customer centric. Good interpersonal and communication skills. Good command of English with Thai native speaking. Have own car and driving license Interested applicants can apply via APPLY NOW or if you would like to learn more about this position, please contact: Khun Phisut Promlok - Talent Acquisition Manager Mobile Number: 063 829 6221"
Sales Director - ETC,Zuellig Pharma Ltd.,Bangkok,Account & Relationship Management,Full time,,,"Responsible to lead, motivate, develop, monitor sales team to meet or exceed assigned sales budget, in accordance with unit/value Role & Responsibilities Responsible to lead, motivate, develop, monitor sales team to meet or exceed assigned sales budget, monthly or cumulatively by year-end Work closely with internal (including Marketing, Medical Affairs, Market Access, Communications) and external stakeholders (Principal/Client). Develop and maintain effective personal relationships within the team, company and target clients. Lead sales strategies and execution of Marketing & Sales activities, all operational implementation of designated programs Ensure the motivation, recruitment, training, development and evaluation of the sales team including field force Appraisal of sales management within the team, recommend promotions, terminating, and salary adjustments Operate within the approved budgetary cost controls where and when commitments are identifiable Ensure company policies are properly implemented by field Report and take action on any deviation Show self and team development accordance to company core and professional competencies Manage changes and recommend strategy to keep company competitive advantage that fit with situation Qualification Bachelor's or Master's Degree in Pharmacy or related fields Minimum 10 years' commercial experience of leading sales function in pharmaceutical industry Track record of delivery of high impact of customer facing initiatives Strong leadership skill with track record in various therapeutic area/team Strong strategic thinking, judgement and influencing skills, to influence and lead across local markets to ensure strong executional commercial focus Strong leadership attributes to set direction, generate commitment, balance short and long-term needs & constructively resolve issues Effective cross-functional team leadership and influencing skills Effective interactions with internal & external customers and stakeholders to drive success"
Sales Executive (Real Estate),"Altitude Development Co., Ltd.",Bangkok,Account & Relationship Management,Full time,,,"Duties and responsibilities Identify new sales channels for the company. Coordinate both internal and external collaboration within the organization to ensure smooth and successful workflow as per guidelines. Solve problems, make decisions, and analyze issues to support the sales team for seamless operations. Coordinate both internal and external collaboration within the organization to ensure smooth and successful workflow as per guidelines. Contribute to presenting various marketing channels. Take responsibility for sales targets in the assigned area. Collect customer data and manage customer relationships, including obtaining customer satisfaction assessments for performance measurement. Take responsibility for contract creation, reservation agreements, various purchase documents, and coordinate with the finance and banking departments. Welcome and showcase products both in online and offline formats to facilitate sales and the delivery process to customers. Manage the sales office, central areas, and model homes in accordance with company regulations and policies. Provide feedback to the sales team for development. Attend sales team meetings and other assigned team meetings. Generate various reports as assigned. Perform other duties as assigned. Qualifications Completed a bachelor's degree in any field. A passion for learning is essential. Sales experience in luxury products would be an advantage. English language communication skills. Basic understanding of business management, finance, marketing, real estate, architecture, and related fields. Good personal presentation and interpersonal skills. Negotiation and presentation skills. Proficient in MS Office, Excel, CRM, NAV, ICON, or experience working with sales management systems. Able to work well under high-pressure situations."
Business Development (Sales)/เจ้าหน้าที่พัฒนาธุรกิจ (ขาย),บริษัท เรลเลเวนท์ ออเดียนซ์ จำกัด,Bangkok,New Business Development,Full time,,,"You will be responsible for selling digital marketing solutions including websites, social media marketing, display and mobile marketing to businesses. This is a full-time opportunity for someone who is interested in a fast-paced and challenging sales career. Some of your essential duties and responsibilities would include: Prospect for new business leads/accounts, and conduct discovery and lead verification phone calls. (Cold Outreach) Work directly with businesses to discuss and understand their needs and then develop customized solutions to drive leads to their business. Own entire sales process from prospecting to completion of the sale Ability to utilize technology to engage clients. Meet and exceed individual daily, weekly and monthly sales goals. Conduct Sales Pitches to new prospects. Plan and write Digital Marketing agency proposals. Manage the pipeline in our internal CRM Act as the main point of contact for the accounts managed. Build and maintain long-lasting relationships with clients and prospects. Maintain an updated comprehensive database of leads, opportunities, and accounts."
Sales/พนักงานขาย (Hybrid Working),"Hard Chrome Center Co., Ltd.","Phra Pradaeng, Samut Prakan",Account & Relationship Management,Full time,13000,19999,ติดต่อ/นำเสนอขายสินค้าเเละบริการผ่านทางโทรศัพท์ นำเสนอขายงานชุบฮาร์ดโครม เเละแกนไฮดรอลิคสำเร็จรูป (งานขายอุตสาหกรรม) คุณสมบัติ มีประสบการณ์ หรือเคยทำงานขายอุตสาหกรรม (ติดต่อผู้ผลิต) หรือเคยทำงานบริษัทผู้ผลิตเกี่ยวกับไฮดรอลิค มีประสบการณ์ หรือเคยทำงานขายฮาร์ดโครมหรืองานชุบแข็ง (ถ้ามี จะได้รับการพิจารณาเป็นพิเศษ) มีประสบการณ์ด้านงานขาย อย่างน้อย 1-2 ปี ติดต่อได้ที่ ฝ่ายบุคคล โทร. 081-539-5629
